Power,H,T,P,t1,p1,t2,p2,t4,p4,m4,m_gas,CLCSO
230.2339,36.69643021,24.63642883,101.0223022,23.6,-0.08,430.7,1.5,576.9052,0.87,1447649,64774,90.81838989
230.3651,36.55694199,24.67611694,101.02420040000001,23.6,-0.08,430.8,1.5,576.7922,0.86,1434604,64725,90.79620361
230.551,36.45449829,24.69512749,101.0226318,23.6,-0.08,430.8,1.5,576.7501,0.84,1446079,64687,90.80046082
231.8144,36.80178452,24.73910713,101.0187439,23.7,-0.08,430.8,1.5,576.7979,0.84,1493322,64737,90.85097504
230.5238,36.66844559,24.783195499999998,101.01954350000001,23.8,-0.08,430.9,1.5,577.1269,0.83,1433971,64864,90.8188858
230.5757,36.914348600000004,24.80870056,101.01740720000001,23.8,-0.08,431.0,1.5,576.9426,0.84,1419122,64815,90.86925507
230.378,36.73579025,24.85841942,101.01893309999998,23.8,-0.08,431.0,1.5,577.1316,0.87,1450262,64915,90.84560394
230.6364,36.67018509,24.96256447,101.01783449999999,23.8,-0.08,430.9,1.5,577.0261,0.85,1429482,64664,90.83554077
230.2196,36.920578000000006,24.99971008,101.0127747,23.9,-0.08,431.0,1.5,577.1901,0.84,1418448,64702,90.82136536
230.7391,36.75008774,25.04402161,101.0128784,24.0,-0.08,431.2,1.5,577.1297,0.83,1424407,64921,90.86527252
230.0699,36.88991547,25.03966522,101.0161743,24.0,-0.08,431.2,1.5,577.2166,0.83,1358273,64634,90.83085632
230.6885,37.18943024,25.06962013,101.0110779,24.1,-0.08,431.3,1.5,577.4431,0.85,1431867,64800,90.85256958
230.0759,37.12409973,25.09614563,101.0092834,24.2,-0.08,431.4,1.5,577.631,0.85,1459519,64980,90.96405792
230.5819,37.22504425,25.15997124,101.0096863,24.2,-0.08,431.6,1.5,577.7613,0.84,1453874,64670,90.87995911
229.8707,37.13922119,25.20300674,101.00974120000001,24.2,-0.08,431.7,1.5,577.3657,0.82,1407114,64705,90.86714172
231.0596,36.95291138,25.27840233,101.00495,24.0,-0.08,431.6,1.5,577.1859,0.84,1415079,64779,90.86528778
230.7611,36.96189879999999,25.30804634,101.00300899999999,24.0,-0.08,431.4,1.5,577.1901,0.84,1403770,64734,90.82683563
230.4872,36.22740555,25.41519165,101.0048523,23.9,-0.08,431.4,1.5,577.21,0.86,1403816,64663,90.83494568
230.3464,36.21572495,25.47792053,101.0080444,23.9,-0.08,431.2,1.5,577.2931,0.84,1449283,64698,90.80482483
230.0676,36.00580215,25.49290085,101.00164790000001,24.1,-0.08,431.3,1.5,577.4651,0.84,1442799,64698,90.8218689
230.2177,36.13344574,25.52327538,101.0074524,24.1,-0.08,431.4,1.5,577.6833,0.85,1401877,64823,90.87772369
230.2606,35.97967148,25.57032776,101.0060913,24.1,-0.08,431.3,1.5,577.2889,0.84,1476746,64734,90.85810089
230.3088,35.977108,25.62710571,101.0063965,23.9,-0.08,431.3,1.5,577.2996,0.86,1437047,64676,90.81025696
230.4369,35.63295364,25.67853165,101.0103271,23.9,-0.08,431.2,1.5,577.3436,0.85,1432886,64846,90.90011597
230.32299999999998,35.71804428,25.67588425,101.0049255,23.9,-0.08,431.3,1.5,577.4731,0.85,1390500,64718,90.792099
230.8972,35.11669159,25.74833107,101.0090088,24.0,-0.08,431.3,1.5,577.5905,0.86,1459131,64915,90.83526611
229.4799,35.38332748,25.7899704,101.0098755,24.0,-0.08,431.5,1.5,577.5419,0.87,1454304,64619,90.83810425
230.7801,34.87744904,25.82404518,101.0076782,24.0,-0.08,431.4,1.5,577.52,0.86,1399530,64745,90.84993744
230.3899,34.70931625,25.84021759,101.0067566,24.1,-0.08,431.5,1.5,577.5306,0.85,1421203,64814,90.87506866
229.9658,34.86972046,25.87606812,100.9999329,24.2,-0.08,431.5,1.5,577.4159999999999,0.86,1428366,64606,90.83633423
231.1443,35.17948532,25.92434311,100.99937740000001,24.3,-0.08,431.7,1.5,577.4904,0.84,1427726,64930,91.00415039
230.4234,34.12382507,25.93323517,100.9989685,24.3,-0.08,431.9,1.51,578.1774,0.87,1468735,64986,91.01750946
231.0224,33.91310120000001,25.83310318,100.99541629999999,24.3,-0.08,431.9,1.51,577.7553,0.88,1396355,64897,90.92832184
231.3064,34.01649094,25.80765915,100.99427490000001,24.2,-0.08,432.0,1.51,577.5258,0.87,1397009,64932,91.02844238
229.7627,33.56807327,25.75385475,100.9958191,24.3,-0.08,432.0,1.5,577.2494,0.86,1461098,64791,90.86296082
230.98,33.94184113,25.70396423,100.99596559999999,24.4,-0.08,432.0,1.5,577.4373,0.87,1479258,64900,91.03127289
230.6134,34.10416794,25.65097046,100.9915344,24.4,-0.08,432.1,1.5,577.7399,0.87,1403982,64952,90.95097351
230.2016,34.91410065,25.56266022,100.9927734,24.6,-0.08,432.3,1.5,577.3599,0.85,1437486,64632,90.88560486
230.2822,34.56720352,25.59759712,100.99070429999999,24.6,-0.08,432.3,1.5,577.499,0.84,1441218,64753,90.93006897
230.1658,34.467659000000005,25.62234497,100.9879944,24.7,-0.08,432.6,1.5,577.5394,0.83,1487436,64714,90.92895508
230.6713,32.93119049,25.64118767,100.98579709999998,24.7,-0.08,432.6,1.5,577.8047,0.85,1448399,64757,90.96261597
230.2935,33.37505722,25.65000153,100.98629150000001,24.5,-0.08,432.5,1.5,577.8533,0.84,1492908,64780,90.9451828
229.8043,33.9054451,25.7254467,100.98377690000001,24.6,-0.08,432.4,1.5,577.8898,0.86,1421581,64705,90.92608643
229.8253,34.06845856,25.74193954,100.98467409999999,24.6,-0.08,432.4,1.5,577.9452,0.86,1469955,64666,90.91445923
229.5497,33.96840286,25.80296707,100.984137,24.7,-0.08,432.6,1.5,578.0696,0.86,1454412,64773,90.95891571
229.9051,33.957069399999995,25.86146545,100.9832642,24.8,-0.08,432.8,1.5,577.9087,0.84,1435795,64643,90.90777588
230.6348,33.48491669,25.93996048,100.97777099999999,24.9,-0.08,432.7,1.5,578.1875,0.87,1480749,64754,90.98186493
231.4475,33.27492905,25.90696526,100.9766785,24.9,-0.08,432.8,1.5,578.6287,0.87,1469298,65078,91.12590027
230.2205,33.07526398,25.92238235,100.97752690000002,24.8,-0.08,433.0,1.5,578.2686,0.85,1443784,64575,90.91033173
229.5114,32.51885223,25.99059486,100.9768066,24.7,-0.08,433.0,1.5,577.5186,0.85,1511233,64594,90.93473816
230.3111,31.60510635,26.02830315,100.97362059999999,24.7,-0.08,432.8,1.5,577.6933,0.85,1444277,64684,90.94156647
229.8186,31.76700592,26.09661674,100.9721497,24.8,-0.08,432.9,1.5,577.6305,0.86,1477473,64668,90.93947601
229.9986,31.44090843,26.00606728,100.9716797,25.0,-0.08,433.1,1.5,577.6494,0.85,1406419,64626,90.9835968
230.5767,31.68778801,25.94184494,100.9709045,25.1,-0.08,433.1,1.5,577.96,0.87,1425657,64812,91.00775909
229.9621,32.64727783,25.95090675,100.9704834,25.1,-0.08,433.5,1.5,577.9727,0.87,1468687,64700,91.03518677
231.8341,32.9448204,25.96678734,100.9684998,25.0,-0.08,433.4,1.51,578.4308,0.87,1421223,65219,91.23060608
229.3009,32.84588242,26.00196075,100.96928100000001,24.8,-0.08,433.2,1.5,578.3594,0.88,1456104,64604,90.86531067
230.6092,32.41468811,25.98449326,100.9679504,24.7,-0.08,433.1,1.5,577.7094,0.87,1363018,64694,90.94986725
229.8623,32.25712204,25.86070061,100.9677246,24.6,-0.08,433.0,1.5,577.4537,0.88,1467108,64639,90.91277313
230.5061,31.78029251,25.86514854,100.9669312,24.8,-0.08,433.0,1.5,577.415,0.88,1450680,64551,90.92784119
230.8131,31.85030746,25.87969398,100.96046750000001,24.9,-0.08,433.0,1.5,577.9625,0.87,1474912,64719,91.00216675
229.958,31.06543922,25.85459709,100.96445920000001,25.0,-0.08,433.2,1.5,578.4755,0.88,1417007,64677,90.9756546
229.9626,31.02903938,25.88453484,100.9561707,25.0,-0.08,433.3,1.5,578.3649,0.86,1514461,64762,90.996521
229.8897,30.97585487,25.95390129,100.9589905,25.2,-0.08,433.5,1.5,578.4328,0.86,1421768,64898,91.03733063
230.1136,30.87240791,26.007164000000003,100.95472409999999,25.2,-0.08,433.6,1.5,578.6475,0.86,1447929,64627,91.03999329
230.112,30.5248127,25.93518829,100.9555786,24.8,-0.08,433.5,1.5,578.3734,0.84,1431209,64612,90.9696579
229.7999,30.70814133,25.98999786,100.9583557,24.9,-0.08,433.3,1.5,578.4015,0.85,1471799,64715,90.95840454
229.9506,30.56926346,26.04482079,100.95621949999999,25.1,-0.08,433.5,1.5,578.501,0.87,1380600,64706,90.99464417
230.1173,29.80005455,26.08430481,100.9561157,25.3,-0.08,433.7,1.5,578.6409,0.88,1409013,64768,91.06454468
230.3158,29.61346626,26.173069,100.9563293,25.5,-0.08,434.0,1.5,578.8887,0.87,1434802,64739,91.06708527
229.90900000000002,30.58593559,26.14406395,100.9575256,25.5,-0.08,434.1,1.5,578.7091,0.86,1418895,64688,91.07907867
231.5159,30.72740555,26.10740471,100.9526001,25.5,-0.08,434.2,1.5,578.6319,0.86,1419685,64861,91.14147949
229.6815,30.57894897,26.14069557,100.9505493,25.5,-0.08,434.1,1.5,578.5219999999999,0.89,1445499,64473,91.01320648
229.3554,28.9831543,26.20894814,100.9513245,25.5,-0.08,434.2,1.5,578.8489,0.87,1433307,64636,91.09384155
229.713,29.10710907,26.21287155,100.949054,25.5,-0.08,434.2,1.5,578.9396,0.87,1387800,64624,91.01194
229.5927,29.24713326,26.28430367,100.948877,25.3,-0.08,434.2,1.5,578.5912,0.85,1476395,64611,91.00468445
229.7301,27.81827164,26.329423900000002,100.94692990000001,25.5,-0.08,434.2,1.5,578.7276,0.88,1479043,64746,91.13729858
229.7538,27.20350266,26.34552765,100.9481445,25.6,-0.08,434.4,1.5,579.0116,0.86,1442305,64628,91.02956390000001
229.7832,26.39777565,26.39222527,100.94962159999999,25.7,-0.08,434.7,1.5,579.217,0.86,1465494,64665,91.06782532
229.8498,25.71304703,26.48477936,100.9429016,25.7,-0.08,434.9,1.5,579.0946,0.88,1431254,64582,91.06913757
230.3699,24.96967316,26.45983696,100.9419922,25.9,-0.08,435.1,1.5,578.8865,0.9,1446978,64530,91.10569763
228.8618,24.48943901,26.39056015,100.9391785,25.7,-0.08,435.1,1.5,579.0369999999999,0.9,1451635,64500,91.05799866
229.9462,24.07951736,26.54952049,100.9371948,25.8,-0.08,435.1,1.5,579.5009,0.89,1467669,64670,91.09494019
229.9514,23.06077957,26.63455009,100.9360046,25.8,-0.08,435.1,1.5,579.2587,0.89,1399771,64608,91.07119751
230.1379,23.04944992,26.68408394,100.93920290000001,25.9,-0.08,435.1,1.5,579.1246,0.9,1497394,64608,91.12165833
230.2828,23.41949081,26.7262516,100.9389404,26.1,-0.08,435.4,1.5,579.5458,0.93,1455541,64766,91.21994781
229.6222,24.12379456,26.66527176,100.9341003,26.2,-0.08,435.7,1.5,579.3314,0.97,1425414,64489,91.09346008
230.2812,24.19715118,26.62714958,100.932373,26.2,-0.08,435.8,1.5,578.9193,0.95,1448150,64621,91.20526123
230.1,24.90687752,26.64921951,100.9250122,26.2,-0.08,435.9,1.51,578.5787,0.95,1470559,64660,90.19425964
229.9378,24.75488281,26.72511864,100.9264221,26.3,-0.08,436.2,1.51,579.8117,0.92,1427044,64554,91.08930969
229.3773,24.760044100000002,26.85008621,100.9226196,26.5,-0.08,436.3,1.51,579.4123,0.9,1440205,64558,91.14473724
229.7423,25.45995903,26.94000816,100.9259827,26.6,-0.08,436.5,1.5,579.0912,0.9,1486673,64554,91.16568756
229.6903,24.74998283,26.96001053,100.9201965,26.4,-0.08,436.5,1.51,578.7039,0.9,1519508,64517,91.17058563
