Power,H,T,P,t1,p1,t2,p2,t4,p4,m4,m_gas,CLCSO
168.5,39.43854523,3.787393808,1017.0539550000001,7.3,-1.11,389.5,1.24,569.3,1.0,1105231,52554,80.34903717
169.0,40.17132187,3.7324521539999997,1017.048584,7.3,-1.12,389.5,1.24,569.3,1.01,1066653,52560,80.34676361
169.1,40.54080582,3.5740385060000004,1017.0562130000001,7.3,-1.11,389.5,1.24,569.2,1.01,1142016,52600,80.34423065
169.5,41.30752945,3.48584342,1017.038452,7.2,-1.11,389.4,1.24,569.2,1.01,1107688,52562,80.33834076
169.4,42.65680313,3.327889442,1017.01239,7.2,-1.11,389.2,1.24,569.1,1.0,1157418,52528,80.33753204
168.8,43.71733856,3.145780087,1017.0,7.1,-1.11,389.2,1.24,569.3,1.01,1197445,52550,80.33463287
169.0,44.91062164,3.024910927,1017.0106199999999,7.1,-1.11,389.0,1.24,569.3,1.0,1138186,52576,80.35159302
168.7,46.9204483,2.940450668,1017.0206300000001,7.1,-1.11,389.0,1.24,569.5,1.0,1131989,52605,80.35160828
168.9,47.96234131,2.858442545,1017.023499,7.0,-1.11,388.9,1.24,569.3,1.01,1165595,52611,80.29360962
168.9,47.89083862,2.826233387,1017.025757,7.1,-1.12,389.0,1.24,569.2,1.01,1133160,52498,80.31349182
169.3,48.65003586,2.787950993,1017.0342410000001,7.2,-1.11,389.1,1.24,569.2,1.0,1127858,52555,80.33738708
168.6,50.43648529,2.7191169260000003,1017.050476,7.2,-1.11,389.0,1.24,569.5,1.01,1102326,52644,80.37966919
168.8,51.34350204,2.66704011,1017.019165,7.1,-1.11,389.1,1.24,569.6,1.01,1105094,52497,80.30200958
168.5,51.50708771,2.647088051,1017.006348,7.1,-1.11,389.0,1.24,569.5,1.01,1146242,52660,80.31532288
169.1,51.57406235,2.63298583,1017.021973,7.2,-1.11,389.1,1.24,569.8,1.01,1109873,52485,80.36725616
169.3,52.52263641,2.658682346,1017.004089,7.2,-1.12,389.0,1.24,569.7,1.01,1089801,52543,80.3443985
168.7,53.76904297,2.5981616969999997,1016.98645,7.3,-1.11,389.0,1.24,569.8,1.03,1078584,52556,80.34921265
169.1,54.76758575,2.572413206,1016.980042,7.3,-1.11,388.9,1.24,569.8,1.02,1071236,52503,80.35787201
169.4,55.16633606,2.554894686,1016.9780880000001,7.3,-1.11,388.9,1.24,569.8,1.0,1132063,52641,80.37559509
168.9,55.59235764,2.507452011,1017.0023800000001,7.2,-1.11,389.0,1.24,569.8,1.02,1101172,52413,80.32128143
168.6,55.84874344,2.473768711,1016.9869380000001,7.2,-1.11,388.9,1.24,569.8,1.03,1116917,52596,80.37339783
169.0,55.79578781,2.451454163,1016.966919,7.3,-1.11,389.0,1.24,569.8,1.02,1111232,52556,80.34073639
169.1,55.67057419,2.4440467359999998,1016.9345699999999,7.4,-1.11,389.0,1.24,569.9,1.02,1145364,52535,80.36175537
169.0,54.54816055,2.42442894,1016.908142,7.3,-1.11,389.0,1.24,570.0,1.03,1117637,52572,80.35253906
169.5,53.14459991,2.423600197,1016.954895,7.3,-1.12,389.1,1.24,570.0,1.02,1065290,52496,80.35070038
169.4,51.41923141,2.43041873,1016.997864,7.3,-1.11,389.1,1.24,570.1,1.02,1116358,52583,80.39125061
169.5,50.53408432,2.431589603,1016.970642,7.3,-1.12,389.1,1.24,570.0,1.04,1155773,52645,80.36620331
168.8,48.23331451,2.461113691,1016.977417,7.2,-1.11,389.1,1.24,569.8,1.02,1088925,52502,80.32835388
168.9,47.90147781,2.492346048,1016.9443359999999,7.0,-1.11,389.1,1.24,569.6,1.02,1147052,52602,80.30977631
169.3,47.98321533,2.5033917430000003,1016.998108,7.1,-1.11,389.0,1.24,569.6,1.02,1130313,52489,80.29860687
168.9,49.25886536,2.53113246,1016.9655759999999,7.0,-1.11,389.1,1.24,569.6,1.01,1162581,52601,80.31902313
168.3,48.14085388,2.501708746,1017.009277,7.0,-1.1,389.0,1.24,569.5,1.03,1131121,52614,80.29159546
168.5,46.89898682,2.538483858,1016.9561769999999,6.8,-1.11,388.9,1.24,569.3,1.03,1138459,52564,80.2671051
168.4,45.62819672,2.5606021880000003,1016.9816279999999,6.7,-1.11,388.8,1.24,569.2,1.04,1083846,52569,80.2442627
169.3,45.21010971,2.553295851,1016.957153,6.7,-1.1,388.5,1.24,569.1,1.03,1071107,52530,80.23242950000001
168.8,47.11568069,2.5671610830000002,1016.9562380000001,6.6,-1.11,388.6,1.24,569.2,1.01,1149687,52510,80.23834991
168.6,48.89064407,2.535870552,1016.97229,6.6,-1.1,388.4,1.24,569.0,1.01,1183060,52590,80.22207642
168.6,49.65889359,2.522207737,1016.971985,6.6,-1.11,388.3,1.24,569.0,1.01,1149092,52431,80.18711090000001
168.6,50.03570175,2.537131071,1016.980286,6.6,-1.1,388.1,1.24,568.8,1.01,1127321,52647,80.24726868
168.6,49.84466553,2.499331951,1016.935547,6.5,-1.11,388.1,1.24,569.1,1.0,1124630,52483,80.18508911
168.8,48.64358902,2.482264519,1016.935242,6.5,-1.1,388.2,1.24,568.9,1.0,1106361,52491,80.18970490000001
169.1,47.0205307,2.4983780380000002,1016.916809,6.5,-1.11,388.1,1.24,568.9,0.98,1132628,52545,80.2173996
169.5,46.54332352,2.51332283,1016.939026,6.6,-1.1,388.2,1.24,568.9,1.0,1161914,52564,80.22589111
168.6,47.45379639,2.539650917,1016.9188230000001,6.6,-1.11,388.2,1.24,568.9,1.0,1164444,52688,80.24032593
169.3,48.97186661,2.5181331630000003,1016.958557,6.5,-1.1,388.1,1.24,568.8,1.0,1116477,52509,80.24956512
169.4,49.383255,2.511835098,1016.9404910000001,6.3,-1.11,388.0,1.24,568.9,1.0,1121217,52703,80.2629776
169.0,49.90193176,2.477725983,1016.9578859999999,6.2,-1.11,387.9,1.24,568.9,1.02,1113840,52668,80.21366119
168.9,50.11917496,2.506952524,1016.9387210000001,6.0,-1.11,387.6,1.24,568.7,1.0,1126012,52632,80.17914581
169.3,48.34453964,2.492908955,1016.9191890000001,6.0,-1.11,387.6,1.24,568.6,1.02,1102066,52646,80.17732239
170.2,47.06752396,2.515045881,1016.92334,6.0,-1.11,387.3,1.24,568.5,1.03,1092948,52632,80.19165802
169.6,45.98249817,2.5221955780000003,1016.8895259999999,5.8,-1.11,387.3,1.24,568.5,1.0,1101344,52610,80.20031738
169.3,44.56339645,2.513209343,1016.884766,5.8,-1.1,387.2,1.24,568.3,0.98,1099939,52729,80.21166229
169.2,44.96946335,2.544107676,1016.8974,5.6,-1.11,387.0,1.24,568.5,0.98,1124612,52734,80.23111725
169.0,46.36480713,2.534422159,1016.9229130000001,5.6,-1.1,386.8,1.24,568.4,0.99,1111163,52742,80.12454987
168.9,46.63204193,2.54397893,1016.8754880000001,5.6,-1.11,386.9,1.24,568.2,1.0,1122908,52547,80.13777924
168.9,45.22668076,2.5659692290000002,1016.901733,5.6,-1.11,386.8,1.24,568.4,0.99,1170830,52637,80.13957214
168.8,43.53794861,2.566025734,1016.882507,5.6,-1.11,386.8,1.24,568.4,0.98,1128043,52609,80.13304901
169.2,43.84278870000001,2.576390743,1016.8967289999999,5.7,-1.12,386.9,1.24,568.3,0.98,1107066,52746,80.19346619
169.6,45.10535431,2.577678442,1016.855713,5.7,-1.11,386.9,1.24,568.0,1.03,1139114,52722,80.15710449
169.4,46.75361633,2.583617687,1016.8446039999999,5.6,-1.11,386.8,1.24,568.1,1.03,1114083,52720,80.18347931
169.4,47.82863998,2.588560104,1016.874084,5.6,-1.1,386.9,1.24,568.2,1.02,1152557,52606,80.13930511
169.5,47.81916428,2.564186096,1016.8955689999999,5.7,-1.11,386.9,1.24,568.5,0.99,1073502,52585,80.20124817
169.6,47.67539978,2.553469658,1016.8485109999999,5.7,-1.11,386.9,1.24,568.9,0.97,1133971,52780,80.20746613
169.4,49.32063293,2.541767359,1016.8031619999999,5.8,-1.11,387.1,1.24,568.7,1.02,1192647,52791,80.21727753
169.8,51.1931076,2.50330472,1016.780701,5.8,-1.11,387.0,1.24,568.6,1.02,1099233,52660,80.20301819
169.5,52.49161148,2.496170998,1016.78125,5.8,-1.11,387.0,1.24,568.5,1.02,1084175,52610,80.21218872
169.3,52.34885788,2.464458466,1016.7650150000001,5.8,-1.11,386.9,1.24,568.5,1.04,1138058,52702,80.21311188
169.9,50.62488174,2.402442694,1016.786804,5.8,-1.1,386.9,1.24,568.6,1.01,1130105,52685,80.21704865
169.6,49.27875519,2.4071011540000002,1016.7374880000001,5.7,-1.11,386.8,1.24,568.7,0.99,1127349,52743,80.22702026
169.5,49.27223969,2.419438124,1016.740601,5.6,-1.11,386.7,1.24,568.7,1.04,1171243,52712,80.21716309
169.2,49.288414,2.411587238,1016.777344,5.5,-1.1,386.6,1.24,568.7,1.04,1108180,52664,80.18334198
169.9,49.26678467,2.4133274559999998,1016.754089,5.3,-1.1,386.5,1.24,568.4,1.01,1146671,52706,80.15168762
169.4,49.27756119,2.411350489,1016.791138,5.1,-1.11,386.4,1.24,568.2,0.99,1159841,52696,80.20045471
170.0,49.28598404,2.395847797,1016.739075,5.0,-1.11,386.3,1.24,568.0,1.0,1215302,52703,80.12542725
169.3,42.18483734,2.476073027,1016.7523800000001,4.8,-1.11,386.2,1.24,567.6,1.0,1134813,52695,80.09431458
169.7,43.54253387,2.487912416,1016.685486,4.7,-1.11,386.2,1.24,567.5,1.0,1114441,52649,80.0398941
169.3,44.89640427,2.488199234,1016.752014,4.6,-1.11,386.0,1.24,567.1,1.0,1158778,52687,80.02405548
169.3,46.00785828,2.470537901,1016.788391,4.5,-1.11,385.9,1.24,567.3,1.02,1106983,52692,80.05307007
169.6,47.18880844,2.457312346,1016.6867070000001,4.4,-1.11,385.8,1.24,567.2,1.01,1090632,52694,80.04682159
169.6,48.93444443,2.405910254,1016.7061160000001,4.4,-1.11,385.6,1.24,567.1,1.02,1107910,52724,80.01425934
169.3,50.15032578,2.408618212,1016.717224,4.2,-1.11,385.6,1.24,567.0,1.0,1103503,52711,80.01416779
169.8,51.88141251,2.344290257,1016.7077640000001,4.1,-1.11,385.5,1.24,566.9,1.0,1102492,52709,79.98574829
169.8,52.55334854,2.291316509,1016.693176,4.1,-1.1,385.3,1.24,566.8,1.02,1035373,52670,79.99256897
169.2,52.803936,2.236063004,1016.703308,4.0,-1.1,385.2,1.24,566.7,1.04,1146303,52796,79.98632813
170.4,52.78900528,2.1918318269999997,1016.6851810000001,3.9,-1.11,385.2,1.24,566.5,1.04,1105866,52642,79.9491272
169.5,53.49145889,2.118541718,1016.695435,3.8,-1.11,385.0,1.24,566.3,1.02,1114521,52767,79.98484039
169.9,54.219841,2.04672122,1016.650696,3.8,-1.11,384.9,1.24,566.4,1.0,1123593,52755,79.94682312
169.9,54.17548370000001,2.037741184,1016.6254880000001,4.0,-1.1,384.9,1.24,566.5,0.99,1146047,52678,79.99347687
169.8,54.36925125,2.007941008,1016.656189,3.9,-1.11,384.9,1.24,566.5,1.04,1114744,52805,80.01348877
169.7,54.08691788,1.9917304519999999,1016.634583,3.9,-1.11,385.0,1.24,566.4,1.01,1098183,52688,79.97050476
169.6,54.03840256,1.9753926990000001,1016.586792,3.8,-1.1,384.9,1.24,566.2,1.01,1133282,52723,79.98969269
170.2,52.52339172,1.955086827,1016.5463869999999,3.8,-1.1,384.8,1.24,566.2,1.0,1158630,52769,80.02230835
170.3,50.66049957,1.971137881,1016.5281980000001,3.7,-1.1,384.8,1.24,566.4,1.0,1156758,52726,79.95288086
169.6,49.18351746,1.999180555,1016.532166,3.8,-1.11,384.8,1.24,566.4,1.0,1147721,52818,80.01273346
169.9,48.99292755,2.009089231,1016.5166019999999,3.8,-1.11,384.9,1.24,566.4,0.98,1086154,52701,80.00262451
170.5,48.74650574,1.984139204,1016.4801640000001,3.8,-1.1,384.8,1.24,566.3,0.97,1123073,52699,80.01243591
169.6,46.36231613,1.9885411259999999,1016.494934,3.9,-1.1,384.9,1.24,566.4,1.0,1095294,52753,79.99347687
170.1,45.83229065,1.998175263,1016.4758300000001,4.1,-1.11,385.0,1.24,566.2,0.99,1107811,52713,80.03805542
169.4,45.57577133,2.0357694630000003,1016.4818730000001,4.1,-1.1,385.1,1.24,566.3,0.98,1128164,52816,80.05600739
169.7,44.97752762,2.0299792290000003,1016.4560550000001,4.2,-1.09,385.3,1.24,566.6,0.97,1121608,52654,80.06512451
170.5,45.24276733,2.0293169019999997,1016.408142,4.2,-1.1,385.4,1.24,566.7,0.99,1124801,52737,80.08965302
169.7,44.14155579,2.032330751,1016.435669,4.2,-1.11,385.4,1.24,566.6,0.98,1143754,52846,80.09848785
169.9,42.97060013,2.041785479,1016.421692,4.2,-1.1,385.4,1.24,566.7,0.98,1118071,52797,80.08499146
170.1,42.59037018,2.085852385,1016.3874509999999,4.2,-1.1,385.5,1.24,566.9,0.99,1151233,52734,80.10431671
169.8,41.22859955,2.11785984,1016.405823,4.2,-1.11,385.4,1.24,566.9,0.98,1095339,52726,80.08035278
170.1,40.81016159,2.154920101,1016.3698119999999,4.3,-1.11,385.5,1.24,567.1,0.99,1121370,52709,80.10591888
169.6,40.75963211,2.174907684,1016.394775,4.4,-1.11,385.5,1.24,567.2,0.98,1071821,52832,80.13090515
170.0,40.1907196,2.220721722,1016.334534,4.4,-1.1,385.6,1.24,567.1,0.99,1135280,52673,80.09300232
169.8,40.34506989,2.235070467,1016.3682859999999,4.4,-1.1,385.5,1.24,567.1,1.0,1091422,52798,80.13982391
170.5,40.55400467,2.2449362280000003,1016.346008,4.3,-1.11,385.6,1.24,567.1,0.99,1116985,52683,80.07341003
170.4,40.9053688,2.274626255,1016.357483,4.4,-1.1,385.6,1.24,567.2,0.98,1109945,52856,80.16733551
169.9,41.20757675,2.274492741,1016.318054,4.4,-1.11,385.6,1.24,567.1,1.0,1127065,52818,80.13384247
170.0,41.81446838,2.285557747,1016.32019,4.3,-1.11,385.5,1.24,566.9,0.99,1101793,52800,80.10902405
169.3,42.48729324,2.295403719,1016.2785640000001,4.2,-1.11,385.6,1.24,567.0,0.98,1102891,52801,80.12286377
170.4,42.36081696,2.314821005,1016.273865,4.2,-1.11,385.4,1.24,566.9,0.97,1088707,52670,80.061203
170.2,41.37966919,2.385164976,1016.257813,4.2,-1.11,385.3,1.24,567.0,0.98,1075855,52755,80.10300446
169.9,40.45702744,2.505377531,1016.21106,4.1,-1.11,385.3,1.24,566.9,0.99,1087923,52744,80.08924103
169.9,40.66976929,2.585040808,1016.183655,4.1,-1.1,385.3,1.24,567.0,0.98,1092937,52748,80.08452606
170.0,40.98945236,2.62054944,1016.174133,4.0,-1.11,385.3,1.24,566.9,0.99,1101124,52801,80.04476929
170.0,40.6840744,2.662641287,1016.185669,4.0,-1.11,385.1,1.24,566.9,1.0,1109072,52722,80.07168579
170.2,40.55447388,2.718883514,1016.157166,4.0,-1.1,385.1,1.24,566.8,0.98,1157521,52695,80.07627869
170.1,41.12619019,2.728466272,1016.112915,4.0,-1.12,385.0,1.24,566.9,0.99,1057474,52820,80.07199097
169.9,41.39823151,2.690440655,1016.151733,4.0,-1.11,385.2,1.24,566.9,1.02,1145455,52732,80.07395172
169.6,41.39622116,2.731261015,1016.0886230000001,4.0,-1.11,385.1,1.24,566.5,1.0,1065061,52852,80.05484772
170.2,42.08043671,2.682921648,1016.0733640000001,3.9,-1.11,385.1,1.24,566.6,1.01,1149629,52664,80.01755524
169.3,41.39046097,2.677814484,1016.05896,3.9,-1.11,385.0,1.24,566.5,0.99,1097302,52688,80.03039551
169.7,41.48780441,2.655650854,1016.015198,3.8,-1.12,384.9,1.24,566.5,0.99,1103519,52793,80.05902863
170.2,41.30853271,2.652267456,1016.023193,3.8,-1.11,384.8,1.24,566.8,1.01,1130982,52857,80.1233902
