Power,H,T,P,t1,p1,t2,p2,t4,p4,m4,m_gas,CLCSO
142.8328,29.12273026,23.14120674,100.79185179999999,23.6,-0.07,395.5,1.1,590.2069,0.22,1081361,46818,80.72154999
142.8337,29.01120186,23.26240158,100.7906677,23.4,-0.07,395.5,1.1,589.4858,0.21,1086083,46681,80.63726044
142.6386,29.30672646,23.27775764,100.79185179999999,23.8,-0.07,395.4,1.1,589.3663,0.21,1107209,46900,80.75843048
142.6643,29.13340759,23.26338196,100.7932007,23.7,-0.07,395.5,1.1,589.7269,0.22,1083515,46754,80.78250122
143.7966,29.64347076,23.21064186,100.7922729,23.3,-0.07,395.2,1.1,589.3834,0.22,1040962,46955,80.85862732
142.7995,29.8163414,23.14788628,100.7916382,23.6,-0.07,395.4,1.1,589.6542,0.23,1119205,46688,80.69754028
142.7528,30.37607002,23.09587669,100.78748780000001,23.9,-0.07,395.5,1.1,589.7867,0.23,1067717,46838,80.76655579
143.0056,30.18541908,23.06130981,100.7873291,23.8,-0.07,395.7,1.1,589.6581,0.24,1106141,46804,80.76183319
142.9927,29.90688896,23.06280327,100.7930115,23.3,-0.07,395.7,1.1,589.6649,0.23,1110901,46680,80.66693878
142.6073,29.70562935,23.09155655,100.7888916,23.8,-0.07,395.4,1.1,589.3831,0.22,1044950,46809,80.68969727
142.5439,29.72278976,23.10740662,100.7885376,23.6,-0.07,395.5,1.1,589.4616,0.22,1065526,46736,80.72976685
143.2248,29.78510857,23.13113976,100.7937378,23.6,-0.07,395.4,1.1,589.5178,0.23,1116751,46840,80.69857788
142.6527,30.0526886,23.18488503,100.79117430000001,23.8,-0.07,395.6,1.1,589.4723,0.23,1120133,46785,80.74246216
142.9585,31.11058235,23.00465584,100.7921143,23.5,-0.07,395.5,1.1,589.6301,0.23,1061147,46796,80.73323059
142.6584,30.57420921,22.98418427,100.7910217,23.7,-0.07,395.5,1.1,589.7729,0.23,1038268,46835,80.76272583
