Power,p2,m_gas
142.2856,1.1,46602
142.2128,1.1,46531
142.8449,1.1,46619
142.8497,1.1,46737
142.6217,1.1,46518
142.6355,1.1,46618
142.3732,1.1,46618
142.4185,1.1,46650
142.0218,1.1,46734
142.582,1.1,46578
142.1456,1.1,46530
142.3621,1.1,46638
142.4224,1.1,46651
142.2485,1.1,46590
142.1783,1.1,46629
142.1994,1.1,46636
143.0045,1.1,46677
142.1774,1.1,46542
142.6261,1.1,46666
142.3739,1.1,46728
143.1597,1.1,46592
142.7845,1.1,46832
142.3117,1.1,46614
141.9513,1.1,46671
142.612,1.1,46618
141.9313,1.1,46619
142.6483,1.1,46714
142.3914,1.1,46655
142.3537,1.09,46639
142.3486,1.09,46679
142.4113,1.09,46594
143.1996,1.1,46775
142.4552,1.09,46617
142.5959,1.1,46621
142.0752,1.1,46629
142.9597,1.1,46594
143.1249,1.1,46959
142.879,1.1,46803
143.2675,1.1,46738
142.8319,1.1,46842
142.6805,1.1,46848
142.9778,1.1,46823
143.1842,1.1,46789
142.9278,1.1,46728
142.3771,1.1,46702
142.8494,1.1,46792
143.046,1.1,46756
142.9922,1.1,46827
142.7913,1.1,46819
142.9774,1.1,46769
142.8712,1.1,46768
142.8946,1.1,46649
142.4432,1.1,46751
143.0749,1.1,46752
142.6108,1.1,46811
143.316,1.1,46826
142.84799999999998,1.1,46742
142.7154,1.1,46827
142.7488,1.1,46749
142.8328,1.1,46818
142.8337,1.1,46681
142.6386,1.1,46900
142.6643,1.1,46754
143.7966,1.1,46955
142.7995,1.1,46688
142.7528,1.1,46838
143.0056,1.1,46804
142.9927,1.1,46680
142.6073,1.1,46809
142.5439,1.1,46736
143.2248,1.1,46840
142.6527,1.1,46785
142.9585,1.1,46796
142.6584,1.1,46835
142.8737,1.1,46815
142.9759,1.1,46909
142.871,1.1,46857
143.3391,1.1,46829
143.0498,1.1,46789
142.9763,1.1,46688
142.5525,1.1,46774
142.8083,1.1,46851
143.0504,1.1,46813
143.3226,1.1,46838
143.0262,1.1,46744
143.2319,1.1,46827
142.3793,1.1,46794
142.8494,1.1,46767
142.6873,1.1,46760
142.7032,1.1,46774
143.4063,1.1,46748
143.0721,1.1,46742
142.7793,1.1,46705
142.8071,1.1,46680
142.5388,1.1,46926
142.5429,1.1,46708
143.1872,1.1,46768
143.066,1.1,46776
142.4343,1.1,46737
143.5362,1.1,46737
143.3558,1.1,46777
142.7996,1.1,46728
143.6922,1.1,46878
143.1139,1.1,46670
143.4321,1.1,46763
143.312,1.1,46802
143.0109,1.1,46714
143.0711,1.1,46821
142.8419,1.1,46831
143.079,1.1,46761
143.1233,1.1,46780
143.0829,1.1,46746
143.2557,1.1,46726
143.3821,1.1,46730
143.5042,1.1,46769
143.4209,1.1,46742
143.3079,1.1,46742
143.0339,1.1,46784
142.8421,1.1,46801
143.07299999999998,1.1,46773
142.9259,1.1,46808
143.0351,1.1,46738
143.1288,1.1,46801
142.9789,1.1,46768
143.1196,1.1,46755
143.3577,1.1,46860
143.306,1.1,46788
143.5706,1.1,46752
143.9442,1.1,46797
144.004,1.1,46788
142.9266,1.1,46837
143.2166,1.1,46804
144.1349,1.1,46924
143.4595,1.1,46867
143.48,1.1,46762
143.5689,1.1,46820
143.8843,1.1,46839
144.6557,1.1,46937
143.3621,1.1,46910
143.5766,1.1,46768
143.4939,1.1,46854
143.4485,1.1,46875
143.8248,1.1,46863
143.6301,1.1,46866
142.8537,1.1,46864
143.4813,1.1,46952
143.5104,1.1,46852
143.5464,1.1,46781
143.9652,1.1,46834
143.4292,1.1,46845
143.4736,1.1,46869
143.5219,1.1,46877
143.2118,1.1,46800
143.7939,1.1,46882
143.835,1.1,46897
143.8555,1.1,46847
143.2172,1.1,46994
143.2257,1.1,46884
143.375,1.1,46834
143.9124,1.1,46823
144.0043,1.1,46848
144.136,1.1,46852
143.3063,1.1,46842
143.6656,1.1,46836
143.4025,1.1,46912
144.0019,1.1,46845
144.1192,1.1,46858
143.5155,1.1,46869
143.6037,1.1,46854
143.0911,1.1,46913
143.4264,1.1,46861
143.3172,1.1,46902
143.4382,1.1,46948
143.7444,1.1,46872
143.8519,1.1,46895
143.6915,1.1,46972
143.5362,1.1,46912
143.9301,1.1,46957
143.7098,1.1,46836
143.6998,1.1,46866
143.7772,1.1,46938
143.9703,1.1,46863
143.9582,1.1,46905
144.0022,1.1,46875
143.5573,1.1,46925
143.7632,1.1,46903
143.8093,1.1,46878
143.5445,1.1,46908
143.8597,1.1,46931
143.7003,1.1,46913
143.3119,1.1,46798
143.2461,1.1,46867
143.5221,1.1,46889
143.744,1.1,46797
143.8957,1.1,46913
143.3396,1.1,46888
144.1101,1.1,46863
143.8602,1.1,46874
143.42,1.1,46842
143.7065,1.1,46817
143.6551,1.1,46825
143.4937,1.1,46814
143.9308,1.1,46920
143.8889,1.1,46927
143.2466,1.1,46848
143.6017,1.1,46919
143.3724,1.1,46889
143.5651,1.1,46942
144.3886,1.1,46923
144.0287,1.1,46933
143.8613,1.1,46880
143.7403,1.1,46946
143.2046,1.1,46822
143.8035,1.1,46944
143.8617,1.1,46943
143.665,1.1,46810
143.7445,1.1,46909
143.5199,1.1,46805
143.6878,1.1,46885
144.0846,1.1,46927
143.8159,1.1,46914
143.6507,1.1,46923
143.2894,1.1,46855
143.3902,1.1,46864
144.0184,1.1,46918
143.4334,1.1,46780
144.0433,1.1,46924
143.5,1.1,46853
143.9624,1.1,46872
143.5743,1.1,46958
144.0087,1.1,46886
145.1769,1.1,46944
143.5714,1.1,46879
144.0693,1.1,46947
143.9713,1.1,46903
143.9207,1.1,46834
143.8171,1.1,46872
144.1266,1.1,46859
144.1947,1.1,46887
143.8901,1.1,46859
143.3403,1.1,46902
144.3243,1.1,46919
143.7231,1.1,46986
143.7034,1.1,46886
143.8138,1.1,46921
143.6643,1.1,46934
143.6262,1.1,46848
143.4081,1.1,46959
143.8867,1.1,46852
143.7563,1.1,46812
143.5123,1.1,46903
143.5116,1.1,46902
144.0087,1.1,46886
144.2225,1.1,46981
143.7133,1.1,46868
143.5559,1.1,46930
143.9164,1.1,46951
143.6466,1.1,46886
144.0691,1.1,46969
143.6823,1.1,46805
143.7144,1.1,46902
143.5002,1.1,46851
143.7467,1.1,46960
144.2648,1.1,47005
143.8248,1.1,46872
143.3828,1.1,46897
144.0637,1.1,46909
144.4527,1.1,46997
143.7887,1.1,46926
144.3051,1.1,46912
143.9606,1.1,47090
144.1494,1.1,46982
143.8071,1.1,46883
143.8853,1.1,47016
143.3075,1.1,46814
143.8956,1.1,46894
143.502,1.1,46938
143.7321,1.1,46782
142.9719,1.1,46837
143.8848,1.1,46864
143.4144,1.1,46938
143.8373,1.1,46873
144.0942,1.1,46914
144.1643,1.1,46864
143.9854,1.1,46986
144.0101,1.1,46896
143.8876,1.1,46942
144.57399999999998,1.1,46925
144.2125,1.1,46919
144.1674,1.1,46952
143.6481,1.1,46905
143.9106,1.1,46957
143.7982,1.1,46870
144.1877,1.1,46924
143.4661,1.1,46923
143.3682,1.1,46794
144.3178,1.1,46922
144.2362,1.1,46992
143.9509,1.1,47000
144.003,1.1,46929
143.7428,1.1,46850
144.0686,1.1,46901
144.1205,1.1,46866
143.2945,1.1,46884
143.4666,1.1,46904
143.5413,1.1,46875
143.7103,1.1,46823
143.9507,1.1,46904
145.1916,1.1,47036
144.0491,1.1,46866
143.4219,1.1,46964
144.0044,1.1,46817
143.9744,1.1,46880
144.0577,1.1,46821
144.2417,1.1,46887
143.4398,1.1,46791
143.7123,1.1,46852
143.2269,1.1,46838
143.5613,1.1,46832
143.7713,1.1,46823
144.1355,1.1,46882
143.832,1.1,46822
144.111,1.1,46974
143.7907,1.1,46994
143.9353,1.1,46856
143.9519,1.1,46881
144.3512,1.1,47063
143.6853,1.1,46922
144.2547,1.1,47132
144.1177,1.1,46944
143.5079,1.1,46900
143.873,1.1,46813
143.7776,1.1,46808
143.7574,1.1,46913
151.3058,1.13,48593
152.1653,1.13,48572
152.755,1.13,48781
152.1165,1.13,48703
151.7243,1.13,48713
152.19299999999998,1.13,48716
153.16299999999998,1.13,48727
152.4364,1.13,48718
152.5948,1.13,48713
152.1193,1.13,48705
152.488,1.13,48690
151.8266,1.13,48699
152.3854,1.13,48813
152.8412,1.13,48688
152.7152,1.14,49033
152.5524,1.14,48711
152.0705,1.14,48595
152.6442,1.14,48648
152.4566,1.14,48666
151.8783,1.14,48734
152.4615,1.14,48881
152.2493,1.14,48691
152.5687,1.14,48663
152.0433,1.14,48678
152.5724,1.14,48765
152.2308,1.14,48780
152.3284,1.14,48713
152.7291,1.14,48816
152.7713,1.14,48861
152.1016,1.14,48825
152.1991,1.14,48750
152.4433,1.14,48854
152.1558,1.14,48695
151.9179,1.14,48821
152.6609,1.14,48761
151.8874,1.14,48679
152.3358,1.14,48751
151.9609,1.14,48734
151.9603,1.14,48723
152.0816,1.14,48796
152.0743,1.14,48214
152.1123,1.14,48320
151.4114,1.14,48423
151.9737,1.14,48328
151.7267,1.14,48429
151.7545,1.14,48459
151.9238,1.14,48435
152.2454,1.14,48529
151.6119,1.14,48487
152.1259,1.14,48482
152.0645,1.14,48468
151.6848,1.14,48480
151.541,1.14,48483
152.1294,1.14,48482
151.7282,1.14,48354
152.4806,1.14,48478
152.106,1.14,48510
152.1671,1.14,48449
151.9168,1.14,48463
152.1014,1.14,48462
151.4284,1.14,48427
152.2066,1.14,48564
152.4037,1.14,48418
151.999,1.14,48430
152.2347,1.14,48618
151.9754,1.14,48437
152.0453,1.14,48479
152.0647,1.14,48454
152.2876,1.14,48471
151.7318,1.14,48461
152.3915,1.14,48518
152.3062,1.14,48509
152.4503,1.14,48619
152.3807,1.14,48494
152.1061,1.14,48524
152.2982,1.14,48492
151.9545,1.14,48416
152.1226,1.14,48511
152.6196,1.14,48515
152.9806,1.14,48514
152.5637,1.14,48643
152.0856,1.14,48571
152.6328,1.14,48574
152.0195,1.14,48608
152.1018,1.14,48513
152.4088,1.14,48500
151.8234,1.14,48546
151.8888,1.14,48516
152.1954,1.14,48506
152.12,1.14,48612
152.6185,1.14,48523
152.0805,1.14,48686
152.3993,1.14,48466
152.2639,1.14,48541
152.1473,1.14,48504
152.0472,1.14,48537
152.5985,1.14,48461
152.6715,1.14,48557
152.2,1.14,48580
152.5175,1.14,48650
152.197,1.14,48443
152.6802,1.14,48560
151.739,1.14,48562
151.9357,1.14,48564
152.2552,1.14,48597
152.0396,1.14,48542
152.3988,1.14,48556
152.312,1.14,48706
152.3083,1.14,48501
152.8055,1.14,48549
152.6721,1.14,48570
152.5267,1.14,48548
152.126,1.14,48667
152.21200000000002,1.14,48524
152.2446,1.14,48642
152.0352,1.14,48591
152.0491,1.14,48554
152.0879,1.14,48532
152.1923,1.14,48613
152.6343,1.14,48523
152.7072,1.14,48560
152.4364,1.14,48537
152.0904,1.14,48545
152.1812,1.14,48587
152.2962,1.14,48440
152.2867,1.14,48582
152.1382,1.14,48576
152.1374,1.14,48578
152.2151,1.14,48570
152.829,1.14,48600
152.4539,1.14,48636
152.6757,1.14,48588
152.2497,1.14,48478
152.1694,1.14,48617
152.4073,1.14,48519
152.4426,1.14,48625
152.1777,1.14,48651
152.1095,1.14,48484
151.9672,1.14,48595
151.8937,1.14,48521
152.1593,1.14,48556
152.3596,1.14,48617
152.6329,1.14,48632
152.69,1.14,48628
152.4173,1.14,48627
152.0914,1.14,48489
152.6051,1.14,48585
152.0952,1.14,48603
152.5107,1.14,48541
152.1561,1.14,48581
152.7092,1.14,48559
152.6259,1.14,48582
152.1425,1.14,48597
152.7583,1.14,48575
151.7802,1.14,48596
152.722,1.14,48540
152.1489,1.14,48610
152.5645,1.14,48666
152.4626,1.14,48522
152.7022,1.14,48601
152.618,1.14,48616
152.4142,1.14,48540
153.2411,1.14,48618
152.1586,1.14,48587
152.7946,1.14,48592
153.2742,1.14,48742
152.3318,1.14,48515
152.0981,1.14,48586
152.8488,1.14,48571
152.7827,1.14,48632
152.72899999999998,1.14,48655
153.1113,1.14,48628
152.9627,1.14,48611
152.9272,1.14,48716
152.3593,1.14,48624
152.784,1.14,48653
152.5447,1.14,48670
152.7019,1.14,48468
152.713,1.14,48673
152.5418,1.14,48652
152.7907,1.14,48609
152.5991,1.14,48648
152.0801,1.14,48642
153.1597,1.14,48650
152.2151,1.14,48629
152.7086,1.14,48558
152.5578,1.14,48832
152.4694,1.14,48642
152.4225,1.14,48705
153.0287,1.14,48780
152.9881,1.14,48635
152.7367,1.14,48678
152.3876,1.14,48709
152.972,1.14,48716
153.002,1.14,48708
152.9084,1.14,48704
153.7157,1.14,48816
153.4054,1.14,48726
153.4324,1.14,48605
152.8101,1.14,48681
153.4587,1.14,48737
153.3769,1.14,48728
153.8684,1.14,48920
152.6288,1.14,48651
152.8705,1.14,48670
153.0437,1.14,48787
152.6374,1.14,48676
154.0369,1.14,48759
153.2658,1.14,48653
152.5783,1.14,48697
153.1904,1.14,48665
152.5652,1.14,48658
152.5545,1.14,48705
153.0612,1.14,48794
153.2115,1.14,48757
152.4946,1.14,48780
152.6168,1.14,48674
152.7273,1.14,48698
152.985,1.14,48693
152.805,1.14,48593
152.884,1.14,48794
153.2253,1.14,48721
152.6207,1.14,48724
152.8852,1.14,48682
152.3126,1.14,48638
153.0064,1.14,48678
153.1311,1.14,48757
152.7396,1.14,48629
152.9302,1.14,48791
153.1777,1.14,48620
153.0352,1.14,48775
152.5078,1.14,48681
152.7074,1.14,48676
152.7188,1.14,48654
152.8258,1.14,48744
152.6319,1.14,48673
153.3112,1.14,48785
153.2857,1.14,48658
153.0238,1.14,48717
152.9967,1.14,48700
152.6367,1.14,48633
152.6503,1.14,48675
152.9744,1.14,48685
153.0145,1.14,48642
152.4802,1.14,48606
152.7126,1.14,48634
152.8009,1.14,48684
153.1399,1.14,48689
152.3959,1.14,48633
152.6978,1.14,48654
153.2222,1.14,48583
153.1295,1.14,48645
152.5145,1.14,48640
152.6623,1.14,48688
152.7458,1.14,48717
152.5676,1.14,48648
152.6738,1.14,48618
152.8579,1.14,48723
152.7484,1.14,48642
152.7461,1.14,48674
153.0538,1.14,48736
152.7718,1.14,48580
153.208,1.14,48759
152.6905,1.14,48499
152.9082,1.14,48723
152.8517,1.14,48603
152.6244,1.14,48644
152.5335,1.14,48706
152.5528,1.14,48664
152.3938,1.14,48711
153.2445,1.14,48709
153.0617,1.14,48606
152.7258,1.14,48730
152.5146,1.14,48671
152.3135,1.14,48541
153.0678,1.14,48644
152.7657,1.14,48563
152.7355,1.14,48610
152.4705,1.14,48730
153.0142,1.14,48586
152.5743,1.14,48794
152.4775,1.14,48579
152.4237,1.14,48737
152.3468,1.14,48686
152.613,1.14,48667
152.942,1.14,48693
153.1317,1.14,48696
152.7688,1.14,48623
152.5818,1.14,48770
152.5953,1.14,48601
153.1622,1.14,48663
152.6589,1.14,48698
152.9136,1.14,48624
152.7758,1.14,48753
152.8606,1.14,48784
152.9104,1.14,48652
152.609,1.14,48664
152.8034,1.14,48696
152.3908,1.14,48759
153.3814,1.14,48622
152.3598,1.14,48712
152.6091,1.14,48689
152.5483,1.14,48665
153.0576,1.14,48678
152.3019,1.14,48658
153.06799999999998,1.14,48739
153.0453,1.14,48726
152.9996,1.14,48636
152.4373,1.14,48657
152.6832,1.14,48682
152.9358,1.14,48689
152.4003,1.14,48731
152.6151,1.14,48742
152.5168,1.14,48728
152.7979,1.14,48677
152.4295,1.14,48577
153.0242,1.14,48664
152.5386,1.14,48667
152.6482,1.14,48702
152.9605,1.14,48715
153.0292,1.14,48570
152.9267,1.14,48660
152.5743,1.14,48720
152.5184,1.14,48641
152.5002,1.14,48759
152.8766,1.14,48631
153.0698,1.14,48642
152.9066,1.14,48836
152.3342,1.14,48651
152.5016,1.14,48649
153.3179,1.14,48634
152.6288,1.14,48654
152.3827,1.14,48759
152.4166,1.14,48470
152.0687,1.14,48605
152.601,1.14,48567
152.4957,1.14,48539
152.5527,1.14,48701
152.5755,1.14,48700
152.0822,1.14,48649
152.5987,1.14,48631
152.202,1.14,48643
152.5969,1.14,48655
152.6632,1.14,48617
153.1922,1.14,48607
152.4965,1.14,48640
153.7332,1.14,48750
152.8512,1.14,48673
152.8151,1.14,48626
152.7214,1.14,48580
152.1518,1.14,48629
152.9732,1.14,48611
152.4127,1.14,48637
152.5612,1.14,48651
153.0573,1.14,48591
152.3134,1.14,48652
152.0878,1.14,48612
152.4245,1.14,48603
152.6442,1.14,48668
153.2406,1.14,48698
152.1904,1.14,48638
152.5003,1.14,48593
152.5849,1.14,48686
152.5423,1.14,48626
152.4996,1.14,48636
152.8205,1.14,48576
153.9851,1.14,48793
152.3061,1.14,48493
152.7017,1.14,48753
152.1068,1.14,48613
152.1681,1.14,48564
152.9138,1.14,48678
152.0254,1.14,48552
152.3414,1.14,48638
152.5748,1.14,48597
152.0982,1.14,48533
152.9419,1.14,48657
152.7633,1.14,48588
152.2743,1.14,48607
152.7302,1.14,48692
153.0106,1.14,48635
153.0607,1.14,48818
152.9955,1.14,48597
152.6973,1.14,48584
152.1589,1.14,48706
152.4597,1.14,48573
153.0457,1.14,48645
152.3471,1.14,48605
152.2483,1.14,48610
152.2718,1.14,48629
152.2418,1.14,48620
153.2593,1.14,48715
152.8723,1.14,48694
152.8822,1.14,48718
152.1942,1.14,48599
152.4885,1.14,48631
152.5977,1.14,48608
152.2737,1.14,48600
152.3804,1.14,48627
152.732,1.14,48605
152.2278,1.14,48689
152.6238,1.14,48610
152.1638,1.14,48656
152.1747,1.14,48668
152.4092,1.14,48710
151.8631,1.14,48613
152.4341,1.14,48628
152.6684,1.14,48631
152.2109,1.14,48639
153.6933,1.14,48796
152.1042,1.14,48666
152.5615,1.14,48593
152.2742,1.14,48617
152.8431,1.14,48639
152.2314,1.14,48534
152.1962,1.14,48654
152.3233,1.14,48696
152.1294,1.14,48636
153.1234,1.14,48602
152.4704,1.14,48537
152.1839,1.14,48642
152.5349,1.14,48743
151.9282,1.14,48662
152.9135,1.14,48603
152.5922,1.14,48688
152.6061,1.14,48644
152.2262,1.14,48694
152.5096,1.14,48542
152.6683,1.14,48610
152.7025,1.14,48634
152.6506,1.14,48634
152.3518,1.14,48644
152.385,1.14,48666
152.6554,1.14,48597
152.1551,1.14,48747
151.9409,1.14,48613
152.3353,1.14,48669
152.2473,1.14,48530
152.4953,1.14,48637
152.3035,1.14,48735
152.1639,1.14,48597
152.1683,1.14,48617
152.2699,1.14,48604
152.2466,1.14,48526
151.7947,1.14,48644
152.3153,1.14,48669
152.0812,1.14,48628
152.0945,1.14,48597
152.0685,1.14,48615
152.1125,1.14,48609
151.9776,1.14,48624
151.79,1.14,48473
152.4684,1.14,48645
151.8364,1.14,48665
152.3177,1.14,48597
152.6207,1.14,48643
152.2923,1.14,48561
151.9593,1.14,48533
152.1283,1.14,48601
151.8462,1.14,48430
151.1381,1.13,48480
151.4797,1.13,48509
151.2278,1.13,48388
151.4267,1.13,48564
151.0664,1.13,48552
151.3841,1.13,48496
152.31,1.13,48640
152.2646,1.14,48686
151.9444,1.13,48555
151.7618,1.13,48643
152.2438,1.13,48597
152.2519,1.13,48599
151.6027,1.13,48663
151.5028,1.13,48583
151.7468,1.13,48548
152.0655,1.13,48575
152.1607,1.13,48407
151.5969,1.13,48464
152.2075,1.14,48729
152.3503,1.13,48530
151.7256,1.13,48536
150.7421,1.13,48438
152.183,1.13,48489
151.5209,1.13,48643
150.7867,1.13,48418
150.774,1.13,48524
151.61,1.13,48532
151.3097,1.13,48454
151.1422,1.13,48579
151.7651,1.13,48631
151.905,1.13,48512
152.1622,1.13,48632
152.0624,1.13,48660
151.3578,1.13,48564
151.4935,1.13,48658
151.5748,1.13,48596
151.4297,1.13,48575
152.1406,1.13,48637
151.5425,1.13,48552
151.8896,1.13,48642
152.4788,1.14,48739
152.196,1.13,48603
151.5961,1.13,48578
151.8607,1.13,48614
151.9927,1.13,48622
151.6362,1.13,48631
152.1666,1.13,48725
152.5236,1.13,48655
152.4513,1.13,48797
151.4271,1.13,48601
151.8905,1.13,48653
152.0678,1.14,48637
151.9968,1.13,48625
151.5771,1.13,48557
151.3354,1.13,48554
151.9537,1.13,48740
151.7226,1.13,48541
150.9229,1.13,48416
151.7345,1.13,48561
152.8245,1.14,48791
151.5281,1.13,48497
151.171,1.13,48601
151.3001,1.13,48500
151.3585,1.13,48553
151.6636,1.13,48511
151.2968,1.13,48440
151.5825,1.13,48559
151.6422,1.13,48534
151.9147,1.13,48529
152.5442,1.13,48730
151.6376,1.13,48599
151.9332,1.13,48609
152.2926,1.13,48674
151.2422,1.13,48627
152.1698,1.14,48597
152.1957,1.13,48709
152.2516,1.13,48612
152.3939,1.13,48615
151.5069,1.14,48621
152.3507,1.13,48653
152.0975,1.13,48716
152.2796,1.13,48668
151.8407,1.13,48668
152.3409,1.14,48651
151.9252,1.13,48612
152.1518,1.13,48692
151.8253,1.13,48728
151.8021,1.13,48674
151.8517,1.14,48704
152.0948,1.13,48641
151.6568,1.13,48606
151.6237,1.14,48580
151.6949,1.14,48519
151.6189,1.13,48653
151.8871,1.13,48582
152.3218,1.13,48566
152.0616,1.13,48669
151.9059,1.13,48587
151.5518,1.13,48534
151.6815,1.14,48639
151.7792,1.13,48528
152.2835,1.13,48620
152.14600000000002,1.14,48596
152.0339,1.13,48591
152.1675,1.14,48534
151.5545,1.13,48549
151.7651,1.13,48621
152.0609,1.13,48776
152.1067,1.13,48600
152.8306,1.13,48844
152.4499,1.14,48737
151.8516,1.13,48539
151.8503,1.13,48571
151.9782,1.13,48594
151.7142,1.14,48591
151.3233,1.14,48624
152.1202,1.13,48572
151.7205,1.14,48520
150.065,1.13,48378
150.1247,1.13,48179
142.9728,1.1,46628
142.3595,1.1,46733
143.0153,1.1,46765
142.7398,1.1,46677
142.5844,1.1,46808
142.8901,1.1,46668
143.4548,1.1,46815
143.1153,1.1,46738
143.3001,1.1,46715
143.9424,1.1,46778
142.8149,1.1,46702
142.787,1.1,46805
142.9952,1.1,46775
143.0759,1.1,46635
143.2779,1.1,46728
142.4464,1.1,46767
143.3231,1.1,46788
143.0374,1.1,46787
142.8504,1.1,46630
143.5505,1.1,46726
143.2601,1.1,46701
143.3113,1.1,46638
143.0537,1.1,46648
143.3881,1.1,46789
142.9879,1.1,46735
143.0789,1.1,46812
142.9429,1.1,46718
142.918,1.1,46825
142.9569,1.1,46734
143.4101,1.1,46826
143.0902,1.1,46811
143.4184,1.1,46819
143.1213,1.1,46791
142.7646,1.1,46786
143.0798,1.1,46758
142.7582,1.1,46811
142.7543,1.1,46831
142.941,1.1,46725
142.9199,1.1,46867
143.4803,1.1,46756
142.9277,1.1,46782
143.2366,1.1,46809
142.7816,1.1,46728
142.7587,1.1,46738
143.6815,1.1,46921
142.7892,1.1,46783
143.3953,1.1,46836
142.9599,1.1,46752
143.1478,1.1,46736
143.5136,1.1,46804
142.9735,1.1,46750
143.7037,1.1,46886
143.5669,1.1,46708
142.6653,1.1,46721
142.8815,1.1,46704
142.8722,1.1,46702
143.3305,1.1,46733
142.8878,1.1,46773
143.2164,1.1,46680
142.9314,1.1,46790
142.9926,1.1,46723
142.531,1.1,46607
143.3106,1.1,46775
143.0802,1.1,46721
143.1284,1.1,46729
143.2569,1.1,46787
143.1768,1.1,46751
143.088,1.1,46824
143.5657,1.1,46732
143.3069,1.1,46797
143.4721,1.1,46797
143.0576,1.1,46707
143.7125,1.1,46793
142.9234,1.1,46692
142.9747,1.1,46755
143.1777,1.1,46792
142.8495,1.1,46753
142.6404,1.1,46706
143.1843,1.1,46770
143.186,1.1,46716
143.5114,1.1,46769
142.8139,1.1,46713
143.4361,1.1,46739
142.8949,1.1,46782
143.0996,1.1,46685
143.1913,1.1,46785
142.7926,1.1,46684
143.2356,1.1,46654
142.9563,1.1,46853
142.8203,1.1,46710
143.4007,1.1,46743
143.3406,1.1,46776
143.6101,1.1,46741
143.5954,1.1,46841
143.3359,1.1,46719
143.4662,1.1,46788
143.6409,1.1,46899
142.7763,1.1,46724
143.2497,1.1,46794
143.178,1.1,46766
143.5698,1.1,46772
143.4105,1.1,46787
143.4525,1.1,46795
143.0768,1.1,46733
143.61,1.1,46800
142.9856,1.1,46690
143.5049,1.1,46820
143.2174,1.1,46777
