P,p1,m4
1016.707764,-1.11,1102492
1016.693176,-1.1,1035373
1016.703308,-1.1,1146303
1016.685181,-1.11,1105866
1016.695435,-1.11,1114521
1016.650696,-1.11,1123593
1016.625488,-1.1,1146047
1016.656189,-1.11,1114744
1016.634583,-1.11,1098183
1016.586792,-1.1,1133282
1016.546387,-1.1,1158630
1016.528198,-1.1,1156758
1016.532166,-1.11,1147721
1016.516602,-1.11,1086154
1016.480164,-1.1,1123073
1016.494934,-1.1,1095294
1016.47583,-1.11,1107811
1016.481873,-1.1,1128164
1016.456055,-1.09,1121608
1016.408142,-1.1,1124801
1016.435669,-1.11,1143754
1016.421692,-1.1,1118071
1016.387451,-1.1,1151233
1016.405823,-1.11,1095339
1016.369812,-1.11,1121370
1016.394775,-1.11,1071821
1016.334534,-1.1,1135280
1016.368286,-1.1,1091422
1016.346008,-1.11,1116985
1016.357483,-1.1,1109945
1016.318054,-1.11,1127065
1016.32019,-1.11,1101793
1016.278564,-1.11,1102891
1016.273865,-1.11,1088707
1016.257813,-1.11,1075855
1016.21106,-1.11,1087923
1016.183655,-1.1,1092937
1016.174133,-1.11,1101124
1016.185669,-1.11,1109072
1016.157166,-1.1,1157521
1016.112915,-1.12,1057474
1016.151733,-1.11,1145455
1016.088623,-1.11,1065061
1016.073364,-1.11,1149629
1016.05896,-1.11,1097302
1016.015198,-1.12,1103519
1016.023193,-1.11,1130982
1016.026733,-1.11,1126724
1016.041504,-1.11,1151432
1016.05603,-1.11,1125162
1016.088074,-1.11,1075920
1016.0672,-1.11,1117936
1016.076782,-1.11,1085714
1016.093567,-1.11,1110573
1016.098877,-1.1,1096560
1016.104187,-1.11,1193733
1016.083923,-1.11,1149288
1016.093994,-1.11,1044151
1016.060852,-1.11,1099318
1016.072021,-1.11,1105115
1016.034485,-1.11,1119656
1016.095215,-1.11,1108481
1016.00824,-1.11,1112725
1016.030945,-1.11,1116480
1016.005737,-1.11,1077151
1016.009033,-1.1,1074099
1015.985779,-1.1,1073142
1016.035583,-1.11,1079128
1015.964233,-1.11,1138719
1015.966309,-1.11,1112764
1016.024048,-1.11,1138769
1016.058167,-1.11,1044638
1016.002014,-1.1,1155775
1016.054871,-1.1,1110719
1015.940063,-1.11,1063531
1016.005676,-1.11,1051704
1016.016174,-1.1,1094119
1015.99054,-1.1,1085098
1015.993164,-1.11,1081941
1015.95343,-1.11,1067270
1015.955994,-1.11,1060684
1015.942139,-1.11,1105562
1015.949829,-1.11,1049896
1015.935852,-1.11,1128391
1015.907593,-1.12,1194300
1015.9375,-1.11,1158814
1015.93927,-1.11,1053987
1015.899475,-1.11,1118454
1015.873718,-1.1,1079752
1015.820435,-1.11,1115242
1015.83606,-1.11,1073019
1015.792725,-1.11,1139355
1015.800049,-1.11,1052920
1015.806641,-1.11,1049196
1015.782349,-1.12,1110244
1015.743591,-1.12,1143773
1015.719116,-1.12,1119685
1015.706177,-1.11,1083994
1015.709778,-1.11,1096807
1015.690918,-1.11,1080082
1015.667908,-1.11,1075119
1015.655579,-1.11,1082651
1015.624573,-1.11,1112403
1015.664551,-1.11,1070818
1015.658264,-1.12,1129806
1015.650574,-1.11,1075351
1015.627441,-1.12,1098621
1015.604614,-1.12,1064940
1015.656677,-1.11,1057993
1015.639832,-1.12,1076875
1015.677185,-1.11,1071964
1015.693481,-1.11,1106934
1015.731079,-1.1,1070270
1015.781494,-1.11,1069491
1015.808716,-1.11,1118787
1015.839539,-1.12,1079530
1015.828979,-1.12,1054654
1015.888184,-1.11,1080584
1015.878357,-1.11,1103486
1015.902466,-1.11,1064119
1015.893799,-1.11,1060477
1015.866211,-1.12,1103303
1015.889282,-1.12,1095896
1015.882751,-1.11,1080812
1015.886963,-1.12,1041174
1015.953308,-1.12,1057501
1015.918457,-1.12,1092014
1015.965881,-1.12,1052372
1015.966797,-1.12,1099102
1015.962402,-1.12,1067822
1015.966064,-1.11,1103163
1015.927795,-1.12,1012859
1015.961914,-1.11,1072541
1015.993408,-1.11,1080439
1015.968811,-1.12,1085822
1015.973206,-1.12,1048582
1016.022522,-1.11,1045480
1016.024719,-1.11,1061055
1016.058228,-1.11,1068189
1016.08136,-1.11,1070945
1016.089844,-1.12,1057361
1016.051514,-1.12,1063691
1016.087341,-1.12,1056361
1016.066895,-1.12,1055120
1016.085815,-1.12,1076219
1016.08374,-1.11,1084557
1016.114014,-1.12,1068359
1016.113159,-1.11,1049579
1016.104919,-1.11,1004255
1016.085571,-1.12,1025240
1016.080505,-1.12,1085206
1016.094604,-1.11,1036515
1016.060486,-1.12,1054698
1016.091614,-1.12,1047451
1016.064087,-1.12,1035914
1016.017334,-1.11,1056887
1015.986938,-1.11,1068861
1015.991272,-1.11,1079380
1015.960083,-1.11,1111660
1015.924072,-1.12,1029368
1015.939148,-1.12,1077345
1015.837402,-1.12,1077524
1015.86853,-1.11,1086820
1015.816895,-1.11,1082640
1015.860962,-1.11,1048855
1015.848145,-1.12,1022245
1015.837891,-1.11,1104153
1015.835144,-1.12,1114308
1015.869751,-1.12,990240
1015.87085,-1.12,1094270
1015.859619,-1.11,1095443
1015.865479,-1.11,1130953
1015.845886,-1.12,1032505
1015.790283,-1.12,1042104
1015.780334,-1.11,1076779
1015.746887,-1.11,1087162
1015.718445,-1.1,1204425
1015.726929,-1.11,1083948
1015.711731,-1.11,1145357
1015.701782,-1.12,1097572
1015.746033,-1.11,1068153
1015.698242,-1.11,1039794
1015.721252,-1.11,1079693
1015.662109,-1.11,1072135
1015.614197,-1.11,1076541
1015.641968,-1.11,1053526
1015.598938,-1.11,1067143
1015.580994,-1.11,1060100
1015.562561,-1.11,1077970
1015.567017,-1.12,1030992
1015.541443,-1.11,1050759
1015.572388,-1.11,1052655
1015.513733,-1.11,1056479
1015.555786,-1.11,1070378
1015.543762,-1.12,1049321
1015.592834,-1.1,1039005
1015.5755,-1.11,1047292
1015.558594,-1.11,1032756
1015.59082,-1.1,1048410
1015.592041,-1.11,1127816
1015.527832,-1.11,1025398
1015.51001,-1.1,1049258
1015.57196,-1.11,1068678
1015.587769,-1.12,1054838
1015.534485,-1.11,1092237
1015.571899,-1.11,1090418
1015.551392,-1.11,1081730
1015.524109,-1.11,1070622
1015.577454,-1.11,1067390
1015.532654,-1.11,1021898
1015.524353,-1.11,1051065
1015.566406,-1.11,1058949
1015.580872,-1.11,1067416
1015.571167,-1.1,1009266
1015.565735,-1.11,1054735
1015.556946,-1.1,1037060
1015.527222,-1.11,1051244
1015.495789,-1.11,1091290
1015.522949,-1.1,1124809
1015.503662,-1.1,1039402
1015.520386,-1.1,1106954
1015.541626,-1.12,1090729
1015.484009,-1.11,1085894
1015.51355,-1.11,1052166
1015.49292,-1.11,1079777
1015.496094,-1.11,1120314
1015.505981,-1.11,1033393
1015.447266,-1.1,1049031
1015.417236,-1.11,1031482
1015.384583,-1.11,1074364
1015.364563,-1.11,1022874
1015.353577,-1.11,1031716
1015.369568,-1.11,1032157
1015.3479,-1.11,1110505
1015.372131,-1.1,1024305
1015.353821,-1.11,1055632
1015.38739,-1.1,1054833
1015.346985,-1.11,1007778
1015.350098,-1.11,1082113
1015.369568,-1.11,1051909
1015.327332,-1.12,1069270
1015.340393,-1.11,1004428
1015.322021,-1.11,1060651
1015.375183,-1.1,1056831
1015.333435,-1.11,1012256
1015.365601,-1.11,1038422
1015.322083,-1.11,1056669
1015.354797,-1.11,1001738
1015.357849,-1.11,1085104
1015.384521,-1.11,1156174
1015.387085,-1.1,1087409
1015.437622,-1.11,1065627
1015.434631,-1.12,1009877
1015.472961,-1.11,1084414
1015.44281,-1.1,1052502
1015.420898,-1.11,1051606
1015.424805,-1.11,1081255
1015.454773,-1.11,1063917
1015.471191,-1.11,1060921
1015.430969,-1.11,1010680
1015.410034,-1.11,1016061
1015.452454,-1.11,1063692
1015.423584,-1.11,1136361
1015.46698,-1.11,1067929
1015.464355,-1.1,1045742
1015.515381,-1.11,1081506
1015.468933,-1.11,1024911
1015.451904,-1.11,1093419
1015.534058,-1.1,1184746
1015.478699,-1.11,1121983
1015.491577,-1.1,1103542
1015.533081,-1.11,1101309
1015.515808,-1.11,1114868
1015.540405,-1.11,1121405
1015.551453,-1.1,1065628
1015.565979,-1.11,1043490
1015.497681,-1.1,1026661
1015.581604,-1.11,1116423
1015.572693,-1.11,1068305
1015.535095,-1.1,1046836
1015.522095,-1.11,1065556
1015.518494,-1.1,1067277
1015.296082,-1.13,1096858
1015.278137,-1.12,1094517
1015.310425,-1.12,1097701
1015.236084,-1.12,1058898
1015.239136,-1.12,1077709
1015.202087,-1.12,1088016
1015.181763,-1.12,1065535
1015.159912,-1.13,1036823
1015.225952,-1.12,1030341
1015.256287,-1.12,1039927
1015.257202,-1.13,997578
1015.189331,-1.12,1080486
1015.188904,-1.12,1073550
1015.154358,-1.13,1041054
1015.160889,-1.11,1009302
1015.146301,-1.12,1102811
1015.149231,-1.12,1082674
1015.140747,-1.12,1071423
1015.119202,-1.13,1091747
1015.112793,-1.12,1047178
1015.09967,-1.12,1010156
1015.065491,-1.12,1030937
1015.080688,-1.12,1082991
1015.143372,-1.12,1009649
1015.142883,-1.12,1068627
1015.072571,-1.12,1091030
1015.075134,-1.12,1059148
1015.034424,-1.13,1025670
1015.031067,-1.12,1098703
1015.020813,-1.12,1041194
1015.013123,-1.13,1059972
1015.000977,-1.12,1040047
1014.985107,-1.12,1070022
1014.941284,-1.12,1039893
1014.916016,-1.12,1064953
1014.884705,-1.12,1066957
1014.890442,-1.12,1056465
1014.886597,-1.12,1040258
1014.899902,-1.12,1050459
1014.917236,-1.13,1059970
1014.916077,-1.12,1059190
1014.905273,-1.12,1046795
1014.87146,-1.12,1124172
1014.882813,-1.12,1074838
1014.869385,-1.12,1066677
1014.800476,-1.12,1030197
1014.795959,-1.12,1046900
1014.813782,-1.12,1064797
1014.817505,-1.11,991202
1014.826843,-1.12,1039910
1014.886597,-1.12,1115131
1014.870544,-1.11,1098466
1014.789551,-1.12,1104124
1014.768311,-1.11,1082866
1014.686584,-1.13,1089837
1014.679077,-1.12,1054500
1014.720337,-1.13,1056859
1014.793274,-1.12,1054077
1014.755859,-1.12,1088063
1014.802551,-1.12,1051592
1014.782288,-1.11,1059414
1014.848389,-1.12,1030876
1014.743286,-1.12,1092903
1014.724426,-1.12,1080654
1014.702454,-1.12,1064233
1014.66864,-1.11,1086140
1014.595215,-1.12,1034789
1014.542847,-1.11,1067093
1014.516357,-1.12,1073364
1014.587158,-1.12,1058478
1014.566589,-1.12,1102164
1014.575317,-1.11,1021635
1014.604919,-1.11,1073022
1014.57135,-1.11,1047728
1014.543213,-1.12,1007636
1014.52124,-1.12,1052945
1014.531372,-1.12,1027872
1014.456299,-1.11,1092061
1014.463562,-1.12,1109069
1014.387085,-1.12,1058667
1014.313843,-1.12,1115245
1014.332153,-1.12,1069543
1014.289001,-1.11,1035027
1014.319763,-1.12,1068156
1014.301636,-1.12,1027901
1014.339661,-1.11,1062507
1014.31427,-1.12,1108736
1014.27533,-1.11,1086743
1014.315552,-1.12,1086510
1014.289429,-1.13,1060431
1014.335083,-1.11,1104840
1014.289978,-1.12,1096070
1014.286621,-1.12,1037992
1014.221619,-1.12,1054414
1014.22699,-1.12,1037981
1014.241699,-1.12,1030306
1014.297913,-1.13,1097104
1014.311646,-1.13,1078106
1014.350891,-1.13,1065824
1014.3526,-1.12,1045499
1014.353882,-1.13,1121970
1014.304016,-1.12,1074374
1014.329651,-1.13,1092252
1014.341187,-1.12,1080930
1014.32959,-1.13,1097968
1014.360474,-1.13,1061661
1014.375244,-1.12,1057777
1014.345398,-1.13,1114915
1014.330078,-1.13,1079189
1014.31427,-1.13,1064886
1014.27179,-1.13,1050948
1014.321228,-1.14,1058439
1014.369507,-1.12,1107238
1014.319275,-1.12,1052858
1014.2948,-1.13,1042311
1014.319519,-1.13,1079535
1014.288818,-1.13,1057470
1014.243408,-1.13,1046563
1014.242371,-1.13,1048727
1014.125732,-1.14,1066502
1014.120483,-1.14,1102070
1014.021423,-1.13,1019785
1013.970581,-1.12,1086385
1013.996277,-1.13,1125943
1013.975464,-1.13,1073640
1013.963989,-1.13,1072552
1013.906006,-1.13,1124226
1013.904053,-1.13,1063108
1013.921692,-1.12,1030567
1013.860962,-1.12,1050935
1013.795654,-1.12,1067013
1013.772278,-1.12,1089248
1013.751953,-1.13,1178500
1013.725281,-1.12,1047935
1013.670166,-1.12,1109861
1013.590759,-1.13,1125530
1013.562683,-1.12,1087166
1013.500916,-1.12,1141256
1013.507996,-1.12,1084808
1013.46167,-1.12,1067149
1013.452271,-1.11,1047912
1013.449097,-1.12,1077350
1013.401367,-1.12,1121665
1013.427429,-1.12,1151198
1013.350525,-1.13,1049085
1013.309326,-1.13,1086330
1013.26886,-1.13,1084473
1013.213501,-1.12,1071420
1013.181946,-1.13,1109315
1013.096497,-1.13,1082687
1013.077087,-1.12,1145665
1013.0271,-1.12,1092455
1012.941895,-1.12,1036145
1012.94519,-1.12,1065837
1012.914734,-1.13,1062513
1012.877441,-1.12,1072087
1012.85553,-1.13,1082471
1012.796387,-1.13,1066959
1012.787537,-1.13,1034275
1012.76532,-1.13,1107362
1012.690552,-1.12,1046678
1012.595764,-1.12,1108255
1012.513855,-1.13,1084087
1012.470215,-1.12,1054730
1012.467163,-1.12,1097742
1012.462158,-1.13,1048563
1012.462769,-1.12,1106152
1012.421631,-1.11,1052829
1012.500305,-1.12,1049831
1012.480225,-1.13,1131920
1012.504578,-1.11,1120128
1012.56842,-1.13,1028805
1012.53717,-1.13,1077138
1012.524414,-1.12,1049554
1012.467712,-1.13,1087530
1012.521912,-1.12,1068421
1012.55658,-1.12,1050827
1012.476624,-1.12,1096036
1012.50647,-1.12,1050148
1012.521667,-1.12,1002979
1012.512695,-1.12,1096640
1012.48114,-1.13,1064902
1012.487915,-1.12,1044766
1012.499573,-1.13,1053746
1012.485291,-1.12,1094492
1012.477783,-1.12,1055831
1012.462219,-1.12,1106720
1012.380249,-1.13,1077989
1012.345886,-1.12,1097540
1012.341431,-1.12,1052912
1012.331787,-1.12,1062744
1012.327637,-1.12,1080181
1012.367126,-1.12,1116324
1012.366089,-1.11,1043326
1012.343689,-1.12,1092761
1012.30426,-1.12,1063556
1012.256104,-1.12,1071220
1012.248047,-1.12,1037336
1012.249512,-1.12,1088019
1012.261108,-1.11,1079180
1012.257324,-1.13,1036914
1012.271912,-1.11,1054429
1012.257446,-1.12,1052448
1012.265686,-1.12,1046222
1012.290894,-1.12,1058046
1012.247437,-1.13,1065376
1012.227783,-1.13,1045619
1012.225708,-1.12,1044330
1012.228577,-1.12,1061868
1012.252991,-1.12,1062951
1012.219543,-1.12,1048340
1012.21106,-1.13,1088076
1012.214172,-1.12,1070361
1012.186523,-1.12,1092486
1012.160828,-1.13,1031950
1012.10022,-1.12,1079852
1012.023926,-1.11,1072124
1012.085327,-1.12,1087882
1011.987915,-1.12,1039533
1011.999146,-1.12,1078487
1011.962158,-1.12,1060962
1011.942322,-1.11,1079253
1011.952332,-1.12,1063067
1011.982178,-1.12,1085087
1012.006531,-1.12,1094826
1011.983215,-1.12,1085194
1011.924744,-1.12,1062952
1011.826904,-1.12,1090570
1011.854309,-1.13,1065161
1011.802063,-1.12,1066002
1011.781616,-1.12,982336
1011.710083,-1.12,1074401
1011.63269,-1.12,1036439
1011.638916,-1.12,1079584
1011.610596,-1.12,1120295
1011.63501,-1.11,1107816
1011.65918,-1.12,1104493
1011.580261,-1.12,1121569
1011.570068,-1.12,1138968
1011.521606,-1.11,1094539
1011.491028,-1.12,1058114
1011.444519,-1.12,1090875
1011.391907,-1.12,1121938
1011.343933,-1.11,1067376
1011.384888,-1.12,1093959
1011.399841,-1.11,1098610
1011.348938,-1.12,1031511
1011.283325,-1.12,1093545
1011.274536,-1.12,1001895
1011.216492,-1.12,1061645
1011.226501,-1.11,1085756
1011.184082,-1.12,1051761
1011.209351,-1.12,1093340
1011.181274,-1.13,1071541
1011.126343,-1.12,1086157
1011.115479,-1.12,1073550
1011.056213,-1.12,1030608
1011.082764,-1.12,1044470
1011.064453,-1.12,1059214
1011.11438,-1.12,1096431
1011.080505,-1.12,1072542
1011.058105,-1.12,1081923
1011.060608,-1.12,1039719
1011.041138,-1.11,1123346
1010.978394,-1.12,1120079
1011.034851,-1.12,1068832
1011.062073,-1.13,1079066
1011.007019,-1.12,1100920
1010.951477,-1.12,1070644
1010.95105,-1.11,1084328
1010.937866,-1.13,1020625
1010.976685,-1.12,1096384
1010.981018,-1.13,1082046
1011.000122,-1.12,1089473
1010.973267,-1.12,1080151
1010.96936,-1.12,1055585
1011.000061,-1.12,1079443
1011.006592,-1.12,1042039
1010.971863,-1.13,1100703
1010.948975,-1.12,1106780
1010.893738,-1.12,1179659
1010.913025,-1.12,1065213
1010.932617,-1.12,1092876
1010.897705,-1.12,1116597
1010.854431,-1.13,1050514
1010.832214,-1.12,1119415
1010.817017,-1.12,1073519
1010.78717,-1.12,1119805
1010.668457,-1.13,1128741
1010.641541,-1.13,1070309
1010.607239,-1.13,1101083
1010.584167,-1.13,1072196
1010.61908,-1.13,1047535
1010.646362,-1.12,1065260
1010.592773,-1.12,1074603
1010.555786,-1.12,1055062
1010.534546,-1.12,1047791
1010.497986,-1.12,1102759
1010.554932,-1.11,1065344
1010.525452,-1.11,1097502
1010.508911,-1.12,1085691
1010.457397,-1.13,1126235
1010.478821,-1.12,1106441
1010.504089,-1.12,1094444
1010.51416,-1.12,1082065
1010.535889,-1.12,1093407
1010.457275,-1.12,1130199
1010.403625,-1.13,1091991
1010.388733,-1.12,1207473
1010.40332,-1.12,1064614
1010.435364,-1.11,1104844
1010.391968,-1.12,1086358
1010.424744,-1.12,1099072
1010.453552,-1.12,1076249
1010.395874,-1.12,1091970
1010.413818,-1.12,1169184
1010.466919,-1.12,1077837
1010.479492,-1.13,1114263
1010.510559,-1.13,1054230
1010.462646,-1.12,1098216
1010.492126,-1.12,1109538
1010.459778,-1.13,1094516
1010.402283,-1.13,1088624
1010.385864,-1.12,1091820
1010.395325,-1.13,1081922
1010.449219,-1.13,1120345
1010.497864,-1.13,1139032
1010.490173,-1.12,1130800
1010.432556,-1.12,1158847
1010.421021,-1.12,1100451
1010.395203,-1.12,1133376
1010.364502,-1.12,1106218
1010.427246,-1.12,1109613
1010.440186,-1.12,1114110
1010.440002,-1.12,1170095
1010.391479,-1.12,1082609
1010.454712,-1.12,1141273
1010.357361,-1.13,1112784
1010.406555,-1.14,1094298
1010.354614,-1.13,1153840
1010.288696,-1.12,1104582
1010.296814,-1.13,1062712
1010.216248,-1.13,1086037
1010.157471,-1.14,1095552
1010.11377,-1.13,1123416
1010.106323,-1.13,1044814
1010.06897,-1.12,1081455
1010.111389,-1.12,1139021
1010.101501,-1.13,1134310
1010.156128,-1.13,1105476
1010.167725,-1.12,1093299
1010.084778,-1.12,1124520
1010.115295,-1.12,1104210
1010.089539,-1.13,1083914
1010.075623,-1.11,1084396
1010.098755,-1.12,1127362
1010.061829,-1.13,1078835
1010.081238,-1.13,1119957
1010.082825,-1.12,1116329
1010.072388,-1.13,1114973
1010.061096,-1.13,1071441
1010.072754,-1.13,1105703
1010.012085,-1.12,1109225
1010.086792,-1.13,1104129
1010.094421,-1.13,1049726
1010.126526,-1.13,1101782
1010.049927,-1.13,1134781
1010.141174,-1.13,1070464
1010.06543,-1.13,1154553
1010.052124,-1.13,1093855
1010.025085,-1.12,1104360
1010.046204,-1.13,1084469
1009.999207,-1.14,1160055
1010.02301,-1.13,1083738
1010.021851,-1.13,1124704
1010.070496,-1.13,1078264
1010.044922,-1.13,1074638
1010.099976,-1.13,1127612
1010.091248,-1.13,1143360
1010.139709,-1.13,1089036
1010.124878,-1.13,1127290
1010.146606,-1.14,1160745
1010.169189,-1.13,1143387
1010.160339,-1.13,1085220
1010.200867,-1.13,1152776
1010.160522,-1.13,1121363
1010.151001,-1.13,1179411
1010.169739,-1.13,1110605
1010.195313,-1.13,1183969
1010.257751,-1.13,1134619
1010.29248,-1.13,1132236
1010.313782,-1.12,1114462
1010.326355,-1.13,1109245
1010.363647,-1.13,1125885
1010.364441,-1.13,1130227
1010.39563,-1.13,1061766
1010.391602,-1.13,1086394
1010.363403,-1.13,1101596
1010.420837,-1.12,1116873
1010.370361,-1.13,1122516
1010.373535,-1.12,1107193
1010.37677,-1.13,1108542
1010.365784,-1.12,1116128
1010.393188,-1.13,1159304
1010.379883,-1.12,1094209
1010.389099,-1.13,1076814
1010.372559,-1.13,1107881
1010.386169,-1.12,1102017
1010.433289,-1.13,1137625
1010.463989,-1.13,1093007
1010.462097,-1.12,1090193
1010.549133,-1.13,1083635
1010.536194,-1.13,1089266
1010.494263,-1.12,1107543
1010.533447,-1.14,1098714
1010.560608,-1.13,1107687
1010.60907,-1.12,1061521
1010.540222,-1.12,1108838
1010.601196,-1.12,1145557
1010.573914,-1.13,1164450
1010.55542,-1.12,1186415
1010.577026,-1.13,1127387
1010.577332,-1.12,1125681
1010.574158,-1.12,1082621
1010.595093,-1.13,1102963
1010.560913,-1.12,1108500
1010.512573,-1.13,1132707
1010.421875,-1.13,1133706
1010.450989,-1.12,1148635
1010.481018,-1.13,1075929
1010.485229,-1.12,1100891
1010.500732,-1.13,1178913
1010.503967,-1.12,1137794
1010.497498,-1.12,1126973
1010.483643,-1.11,1116732
1010.541687,-1.13,1093246
1010.503418,-1.12,1127560
1010.568298,-1.12,1108266
1010.532166,-1.12,1167822
1010.577881,-1.12,1122856
1010.562439,-1.12,1081632
1010.554565,-1.12,1170959
1010.562073,-1.13,1102671
1010.549683,-1.12,1123759
1010.614319,-1.12,1118820
1010.615356,-1.12,1114597
1010.63739,-1.12,1149941
1010.656433,-1.13,1139481
1010.670715,-1.13,1027930
1010.655029,-1.12,1096730
1010.664612,-1.12,1094405
1010.65979,-1.12,1131004
1010.701599,-1.12,1071370
1010.728271,-1.12,1117021
1010.729797,-1.12,1132175
1010.758606,-1.12,1122527
1010.734436,-1.12,1077203
1010.715637,-1.12,1101591
1010.702393,-1.12,1099935
1010.698669,-1.12,1102721
1010.705017,-1.12,1120018
1010.76709,-1.12,1093202
1010.790771,-1.12,1078457
1010.79541,-1.12,1089004
1010.799316,-1.12,1099925
1010.849609,-1.12,1140460
1010.852966,-1.13,1118566
1010.874817,-1.12,1069143
1010.919434,-1.11,1047360
1010.929749,-1.11,1100690
1010.911194,-1.11,1133866
1010.890808,-1.12,1145576
