T,t1,t2,t4
23.50298882,23.5,399.5,585.9124
23.47267532,23.5,399.4,585.8889
23.43303299,23.7,399.4,586.7574
23.37570763,23.6,399.6,586.3263
23.13692284,23.2,395.1,587.6508
23.08279228,23.1,395.0,587.7231
23.08439064,23.2,395.1,587.9604
23.06619453,23.4,395.1,588.4084
23.06567001,23.4,395.0,588.8755
22.97883034,23.4,395.0,588.3016
22.93077278,23.3,395.0,588.2536
22.97059059,23.4,395.0,588.1312
22.9570179,23.4,395.1,588.0408
22.89697456,23.3,394.9,587.8788
22.82888222,23.1,394.9,587.9376
22.80805206,23.3,394.9,587.5118
22.78708649,23.3,395.0,587.9069999999999
22.75095558,23.3,394.9,587.9769
22.82032394,23.4,395.2,588.3831
22.79858589,23.3,395.3,588.158
22.7690239,23.4,395.2,588.0829
22.73396111,23.7,395.1,588.6495
22.72615814,23.6,395.1,588.7813
22.67723656,23.6,395.3,588.7944
22.66526031,23.3,395.1,588.7148
22.62146568,23.2,394.9,588.3032
22.70114899,23.5,395.0,588.6556
22.77697754,23.4,395.1,588.5727
22.74089813,23.4,394.9,588.5698
22.68247223,23.4,395.0,588.6664
22.72080421,23.5,395.1,589.1433
22.7779541,23.5,395.0,589.2807
22.81103516,23.5,395.2,589.1080000000001
22.81131744,23.7,395.3,588.8371
22.75124168,23.3,395.1,588.6036
22.72441864,23.5,394.9,588.8536
22.75773621,23.6,395.1,589.0508
22.83659935,23.8,395.3,589.0864
22.85936165,23.7,395.3,589.0166
22.87892342,23.8,395.2,589.251
22.86902618,23.8,395.2,589.0802
22.84670067,23.7,395.3,589.7115
22.85115623,23.8,395.2,589.7569
22.90961456,23.8,395.3,589.3825
22.89642334,23.4,395.2,589.0933
22.93857765,23.6,395.1,588.8666
22.89171791,23.9,395.3,589.9946
22.97223473,23.7,395.4,590.2013
23.0394001,23.8,395.5,590.0175
22.92280006,23.9,395.4,590.0695
22.8727951,24.1,395.5,590.3711
22.84777832,23.7,395.5,590.225
22.73303223,23.7,395.6,590.109
22.69193649,24.0,395.4,589.9878
22.73729134,23.5,395.5,589.8037
22.78893852,23.3,395.3,589.1899
22.75560188,23.5,395.2,589.2935
22.7329483,24.1,395.4,590.1382
22.808113100000003,23.8,395.6,590.0505
22.88722229,23.9,395.6,590.0817
22.95258904,23.9,395.7,589.9341
23.00316048,23.4,395.6,589.5674
23.01230621,23.4,395.4,589.2632
23.09418297,23.5,395.3,589.3246
23.10662079,23.6,395.4,589.6185
23.123909,23.7,395.5,589.7839
23.16858673,23.5,395.5,589.8533
23.15122032,23.7,395.4,589.7076
23.12162781,23.9,395.5,589.8535
23.14120674,23.6,395.5,590.2069
23.26240158,23.4,395.5,589.4858
23.27775764,23.8,395.4,589.3663
23.26338196,23.7,395.5,589.7269
23.21064186,23.3,395.2,589.3834
23.14788628,23.6,395.4,589.6542
23.09587669,23.9,395.5,589.7867
23.06130981,23.8,395.7,589.6581
23.06280327,23.3,395.7,589.6649
23.09155655,23.8,395.4,589.3831
23.10740662,23.6,395.5,589.4616
23.13113976,23.6,395.4,589.5178
23.18488503,23.8,395.6,589.4723
23.00465584,23.5,395.5,589.6301
22.98418427,23.7,395.5,589.7729
22.98712921,23.7,395.5,589.5121
22.90696335,23.5,395.5,589.4778
22.79923248,23.6,395.5,589.8401
22.79804993,23.7,395.5,589.7335
22.82145119,23.7,395.6,589.9725
22.87166595,23.3,395.5,589.5095
22.92639542,23.6,395.4,589.4627
22.96541786,23.4,395.3,589.4382
23.01582146,23.4,395.3,589.8113
23.06370735,23.5,395.5,589.5618
23.06202888,23.8,395.6,589.8181
23.03974342,24.2,395.8,590.0711
23.0590992,23.9,395.6,590.2377
23.05051041,23.6,395.6,590.202
23.08819389,23.7,395.5,590.1943
23.09176445,23.5,395.5,590.0598
23.07098961,23.4,395.3,589.7848
23.05116081,23.6,395.3,589.9808
23.05604553,23.6,395.3,590.1343
23.01543999,23.8,395.3,590.5416
23.01508713,23.8,395.4,590.4628
23.04527664,23.6,395.4,590.1509
23.03515625,24.0,395.6,590.4706
23.04036903,24.0,395.7,590.4257
23.0502739,23.8,395.8,590.3715
23.05102539,23.6,395.6,589.9866
23.03162384,23.7,395.4,590.1198
23.00951958,23.8,395.4,590.2185
22.99972725,23.8,395.4,590.696
22.97972679,23.8,395.4,590.925
22.98749352,23.9,395.6,590.7687
22.97716522,23.8,395.6,590.2942
22.94133949,23.5,395.5,590.2462
22.92352295,23.5,395.3,590.1915
22.91499519,23.3,395.2,590.136
22.88488579,23.1,395.3,589.8548
22.87686539,22.9,395.1,589.3397
22.87334061,22.9,395.1,589.4611
22.82252884,23.0,394.9,589.8611
22.83102226,23.0,395.0,589.7299
22.83727837,23.0,395.0,589.2551
22.82598495,23.1,395.1,589.035
22.81124687,23.0,395.1,588.9846
22.66309738,23.0,395.1,588.7932
22.47565651,22.9,394.9,588.9707
22.43768883,22.7,394.5,589.1858
22.34140205,22.5,394.5,589.1407
22.29284668,22.4,394.4,588.8896
22.29383278,22.3,394.1,589.0801
22.28819084,22.1,393.9,588.7437
22.30326843,22.0,393.6,589.1357
22.30616379,21.8,393.5,588.4752
21.73204803,21.7,393.4,588.1375
21.70796013,21.7,393.5,587.8821
21.68014526,21.8,393.5,587.6959
21.68529892,21.9,393.4,588.0492
21.62273788,21.9,393.4,588.0355
21.52407074,22.0,393.5,587.9991
21.51747704,22.1,393.7,587.9594
21.49005318,21.9,393.6,588.0516
21.40968513,21.6,393.5,587.8719
21.37039375,21.4,393.3,587.5634
21.35098267,21.3,393.0,587.4072
21.39211273,21.1,393.0,587.1302
21.38340187,21.1,392.7,587.2584
21.34804535,21.1,392.6,587.1381
21.33887482,21.1,392.6,587.3463
21.31228065,21.1,392.7,587.3330000000001
21.28094482,21.0,392.6,586.9623
21.19490242,20.9,392.5,586.8917
21.17040443,20.9,392.5,586.8895
21.16719818,20.8,392.3,586.7039
21.12053871,20.8,392.4,586.5289
21.02084351,20.7,392.2,586.7353
20.97656059,20.6,392.0,586.2899
20.99063873,20.5,392.0,586.1669999999999
20.97347832,20.4,391.9,586.2125
20.90135956,20.3,391.8,586.2602
20.8506794,20.3,391.7,586.2877
20.83948517,20.2,391.6,586.4794
20.76667976,20.3,391.6,586.7396
20.72515106,20.3,391.6,586.589
20.74742889,20.3,391.5,586.7729
20.74938583,20.4,391.6,587.1345
20.69225502,20.4,391.6,587.0872
20.64704514,20.4,391.5,587.4013
20.62107849,20.4,391.4,587.174
20.62799835,20.4,391.4,587.1568
20.62199783,20.3,391.6,587.0676
20.57195663,20.2,391.6,586.6306
20.51178169,20.0,391.4,586.121
20.47192574,19.9,391.2,585.9829
20.42565727,19.8,390.9,585.7128
20.35842514,19.7,390.9,586.0283
20.23613548,19.6,390.8,585.9957
20.11228561,19.6,390.7,586.1342
20.10038757,19.6,390.7,586.3121
20.06195831,19.6,390.6,586.4137
20.07892036,19.6,390.7,586.1297
20.14014816,19.6,390.7,585.9082
20.18335342,19.6,390.8,585.7452
20.12066841,19.5,390.5,585.6638
20.08641052,19.5,390.5,585.7062
20.05652618,19.4,390.6,585.6177
20.01430511,19.3,390.5,585.6196
19.95519447,19.3,390.4,585.8273
19.91132545,19.4,390.2,586.1787
19.92622185,19.7,390.3,586.656
19.84534073,19.8,390.4,587.0930000000001
19.769701,19.9,390.6,587.3989
19.58376503,20.0,390.8,587.5294
19.52604485,20.1,390.9,587.6551
19.41035271,20.1,391.0,587.4814
19.30531693,20.0,391.0,587.3512
19.22938347,19.9,390.9,587.2679
19.19028664,19.8,390.9,587.0836
19.14513206,19.7,390.8,586.9791
19.10512543,19.7,390.6,586.9273
18.99573517,19.7,390.7,587.0264
18.89264679,19.7,390.7,586.8111
18.78012466,19.8,390.7,586.9081
18.78845978,19.8,390.6,587.187
18.69092178,19.8,390.7,587.0792
18.65293884,19.7,390.6,586.8515
18.65797806,19.7,390.4,586.8055
18.6714592,19.6,390.4,586.5576
18.67492676,19.6,390.4,586.6818
18.60216141,19.6,390.5,586.6691
18.59487343,19.6,390.3,586.6276
18.58462715,19.6,390.4,586.7328
18.58764458,19.6,390.3,586.6428
18.58161926,19.6,390.5,586.8380000000001
18.54458046,19.6,390.4,586.6649
18.50252533,19.7,390.6,586.8442
18.534235,19.7,390.5,586.7923
18.55785561,19.8,390.4,586.7935
18.57245636,19.7,390.5,586.7291
18.59431267,19.6,390.4,586.6141
18.56262398,19.6,390.5,586.4813
18.58092499,19.5,390.3,586.2711
18.60434914,19.4,390.3,586.2577
18.65476036,19.3,390.3,586.0204
18.69293785,19.3,390.2,585.8406
18.71671486,19.3,390.2,585.6445
18.75053406,19.4,390.1,585.8087
18.78421974,19.5,390.1,586.0662
18.78543663,19.6,390.3,586.4409
18.77211189,19.7,390.4,586.5184
18.73893929,19.7,390.5,586.6023
18.65999985,19.8,390.4,586.8213
18.60388565,19.8,390.4,586.7253
18.56397629,19.8,390.6,586.6268
18.48365784,19.8,390.5,586.6523
18.41807747,19.8,390.6,586.636
18.35774422,19.8,390.5,586.4732
18.35149574,19.7,390.4,586.3426
18.37573814,19.6,390.5,586.3463
18.41658592,19.4,390.3,586.0021
18.42354202,19.4,390.3,586.0861
18.43454933,19.2,390.3,585.7866
18.50526237,19.1,390.2,585.6042
18.56760216,19.1,389.9,585.5267
18.59442139,19.1,389.8,585.6099
18.66289711,19.1,389.9,585.572
18.70235634,19.1,389.9,585.6697
18.72428131,19.1,389.9,585.7642
18.7481308,19.1,389.9,585.8181
18.73748398,19.1,389.9,585.9828
18.69465065,19.1,389.8,585.9694
18.71947098,19.1,389.9,585.8401
18.7226181,18.9,389.8,585.6707
18.71235657,18.9,389.7,585.6386
18.72611237,18.9,389.7,585.4603
18.72614479,18.9,389.7,585.5654
18.76614571,18.9,389.8,585.5593
18.79708099,19.0,389.7,585.5075
18.79436111,19.0,389.7,585.6947
18.8104229,19.0,389.6,585.7701
18.8767128,19.0,389.8,585.8207
18.92338562,19.0,389.9,585.9612
18.90191078,19.1,389.9,585.6418
18.90391731,19.1,389.9,585.9733
18.91358185,19.1,389.9,586.0436
18.93162155,19.1,389.9,586.1459
18.92141914,19.1,389.9,585.8892
18.8751545,19.1,390.0,585.7803
18.83369446,19.1,390.0,585.606
18.83745766,19.0,389.9,585.8019
18.77750015,18.9,389.8,585.6253
18.71235085,18.8,389.7,585.8117
18.66602516,18.9,389.7,585.6939
18.63394356,18.9,389.7,585.765
18.63494492,18.8,389.8,585.8487
18.67238617,18.8,389.7,585.7017
18.67053604,18.8,389.6,585.9228
18.65844345,18.8,389.6,585.6317
18.67383766,18.8,389.5,585.6514
18.65328217,18.7,389.6,585.2341
18.60668564,18.7,389.4,585.1237
18.59687042,18.7,389.5,585.2108
18.59648705,18.7,389.6,585.1704
18.60550308,18.7,389.5,585.2473
18.57357597,18.7,389.6,585.207
18.58117485,18.7,389.5,585.4683
18.57055283,18.7,389.4,585.3359
18.60770607,18.7,389.3,585.2919
18.60726547,18.7,389.4,585.4103
18.59915924,18.6,389.4,585.2822
18.58134651,18.6,389.4,585.2774
18.62348747,18.6,389.5,585.4242
18.63252831,18.6,389.3,585.5398
18.63000298,18.7,389.4,585.5657
18.63502693,18.7,389.4,585.9576
18.66967583,18.7,389.5,585.7673
18.63523293,18.7,389.5,586.025
18.65999603,18.7,389.5,585.7985
18.71978569,18.7,389.5,585.5233
18.74946785,18.8,389.5,585.5942
18.819664000000003,18.7,389.6,585.4261
18.82678604,18.7,389.5,585.6574
18.87112617,18.7,389.6,585.5394
18.90690422,18.7,389.6,585.4426
18.9371624,18.7,389.5,585.4403
18.93743134,18.7,389.6,585.8118
18.93468666,18.7,389.5,585.7407
18.94552231,18.8,389.7,585.6879
18.93453407,18.8,389.7,585.7049
18.93058395,18.8,389.7,585.5748
18.93610573,18.8,389.7,585.7994
18.92123604,18.8,389.7,585.85
18.92536736,18.9,389.6,585.7437
18.89927673,18.9,389.6,585.9194
18.91412735,18.9,389.7,585.9534
18.95564461,18.9,389.8,585.87
18.96754074,18.9,389.8,586.3724
18.95581245,18.9,389.7,586.0618
18.95801735,18.9,389.7,586.3451
18.94225121,19.0,389.7,586.1030000000001
18.95053291,19.0,389.6,586.1
18.94728088,19.0,389.8,586.059
18.9540062,19.0,389.8,586.3062
19.01572037,19.1,389.9,586.1202
19.02337456,19.1,390.0,586.1371
19.04636765,19.1,389.9,586.145
19.0763588,19.1,389.9,586.0737
19.13908005,19.1,389.9,586.0844
19.19077873,19.1,389.8,586.6213
19.24739838,19.1,389.9,586.3305
19.23992538,19.1,390.0,586.2335
19.26484299,19.2,390.0,586.0424
19.25469971,19.2,390.0,586.3993
19.25978661,19.2,390.1,586.2898
19.27003098,19.2,389.9,586.408
19.30394554,19.3,390.0,586.4012
19.31396103,19.3,390.1,586.3525
19.3268261,19.4,390.1,587.1383
19.33194542,19.3,390.2,586.5321
19.31609344,19.3,390.1,586.6844
19.31871605,19.4,390.1,586.5966
19.31188965,19.4,390.2,586.576
19.88531876,19.9,393.3,591.637
19.89619827,19.9,393.5,591.4029
19.90678596,19.9,393.7,591.5065
19.93704414,19.9,393.9,590.8651
19.92452049,19.8,393.9,590.5577
19.93853569,19.9,393.9,590.4085
19.98878479,19.9,394.1,590.5034
20.03626823,19.9,394.0,590.5914
20.05739975,20.0,394.1,590.8027
20.06922531,20.0,394.2,590.5341
20.03351402,20.0,394.2,590.5649
20.0363903,20.0,394.3,590.4462
20.02654266,20.0,394.3,590.3762
20.08360672,20.1,394.3,590.5125
20.08908272,20.2,394.3,590.5659
20.08643913,20.1,394.4,589.6592
20.13163185,20.1,394.6,588.9891
20.15273094,20.1,394.5,588.7024
20.19490623,20.2,394.5,588.7008
20.21304703,20.2,394.4,589.0718
20.20499611,20.3,394.5,589.2764
20.26882553,20.3,394.7,589.2966
20.31997108,20.4,394.9,589.2593
20.35004807,20.5,395.0,589.4209999999999
20.47968483,20.6,395.0,589.6174
20.53058243,20.6,395.0,589.5294
20.53553581,20.6,395.1,589.6213
20.58026314,20.6,395.1,589.8207
20.5823288,20.6,395.1,589.9892
20.5977459,20.6,395.1,589.8576
20.63321304,20.7,395.3,589.9636
20.67100143,20.7,395.3,589.9092
20.69973755,20.8,395.2,589.845
20.70747185,20.8,395.3,590.0145
20.71362686,20.9,395.4,590.0135
20.76318169,21.0,395.5,590.3835
20.81196022,21.1,395.5,590.2507
20.87421608,21.1,395.7,590.4907
20.89937973,21.1,395.8,590.5126
20.91370964,20.9,395.8,590.5142
24.69199371,25.2,402.9,590.3593
24.64644623,25.1,402.7,590.3237
24.57288742,25.0,402.5,590.211
24.6070919,25.1,402.4,590.0869
24.66390228,25.0,402.5,590.1973
24.63586998,25.0,402.3,590.1187
24.59130859,24.9,402.2,590.1207
24.52545738,25.0,402.2,590.2297
24.42300606,24.9,402.2,590.27
24.40301514,24.9,402.3,590.0503
24.2777462,24.9,402.2,589.6263
24.2237339,24.8,402.1,589.6571
24.17614365,24.9,402.0,589.4911
24.13367844,24.9,402.0,589.4556
24.06710243,24.8,401.9,589.3667
23.98906517,24.8,401.8,589.5167
23.95697975,24.8,401.7,589.4233
23.91474533,24.7,401.6,589.3594
23.86131477,24.8,401.5,589.3436
23.86939049,24.8,401.6,589.3102
23.81825256,24.7,401.5,589.1054
23.72775078,24.7,401.6,589.0247
23.6575985,24.7,401.5,588.8549
23.58218575,24.7,401.4,588.9214
23.48001289,24.6,401.3,589.0965
23.40328598,24.6,401.4,589.0632
23.39297295,24.6,401.5,588.8654
23.33433151,24.6,401.3,588.8589
23.35483551,24.6,401.2,588.6101
23.33644867,24.6,401.2,588.6198
23.30175972,24.5,401.1,588.6447
23.31987381,24.5,401.1,588.4984
23.2567215,24.5,401.0,588.4125
23.22580147,24.4,400.9,588.4128
23.15192223,24.4,401.0,588.4709
23.14552879,24.4,400.8,588.2563
23.1302681,24.4,400.8,588.1779
23.09894753,24.4,400.9,588.4714
23.06666183,24.4,400.9,588.2261
23.08643532,24.3,400.8,588.1802
23.12822723,24.3,400.7,588.243
23.17606735,24.3,400.7,588.3438
23.17162132,24.4,400.8,588.3199
23.17582321,24.3,400.8,588.0974
23.20311546,24.3,400.7,588.0792
23.2138176,24.3,400.7,588.2090000000001
23.17024803,24.3,400.6,588.1216
23.12638283,24.3,400.7,588.2202
23.10087395,24.3,400.8,588.2549
23.09956551,24.2,400.6,588.1372
23.06635857,24.2,400.6,588.1179
23.01120758,24.1,400.4,587.8565
22.99448967,24.1,400.5,588.0169999999999
23.03938293,24.1,400.4,587.825
23.06002045,24.1,400.4,587.8237
23.05017853,24.1,400.4,587.8290000000001
23.01659393,24.0,400.3,587.5291
23.02029228,24.0,400.4,587.7033
23.01900291,24.1,400.3,587.7443
22.97023582,24.1,400.2,587.7778
22.94527054,24.0,400.2,587.8192
22.89987946,24.1,400.2,587.9675
22.81981659,24.1,400.2,588.1816
22.77641487,24.1,400.3,588.1166
22.77052498,24.0,400.3,587.8544
22.78018379,24.0,400.3,587.7518
22.79590797,24.1,400.2,587.757
22.87022209,24.2,400.4,588.1409
22.99875259,24.2,400.3,588.0067
23.00029182,24.2,400.3,588.1924
23.07001686,24.2,400.3,588.0184
23.22962952,24.3,400.4,588.1385
23.29180527,24.3,400.3,588.1766
23.32533646,24.4,400.4,588.1151
23.50169945,24.4,400.5,588.2063
23.52860832,24.3,400.5,588.1695
23.50812912,24.3,400.4,588.2113
23.58457756,24.2,400.3,588.1059
23.62711334,24.3,400.3,588.1324
23.70534515,24.3,400.3,588.2011
23.69067764,24.2,400.2,588.0596
23.65650177,24.0,400.1,587.9395
23.60173798,24.0,400.1,588.0297
23.60103035,24.0,399.9,587.9084
23.575971600000003,23.9,400.0,587.7495
23.58460426,24.1,400.0,588.013
23.60645866,24.1,400.2,587.8831
23.55774307,24.0,400.0,587.8803
23.58644104,23.9,399.9,587.7662
23.53037643,23.9,399.8,587.8465
23.53944969,24.1,399.8,588.0826
23.53833771,24.0,400.0,588.1124
23.48567963,24.0,399.9,587.7841
23.50967407,24.0,400.1,587.8018
23.51763153,24.1,400.1,587.8499
23.50810051,24.0,400.0,587.7988
23.61697006,24.0,399.9,587.7238
23.60232735,23.8,399.8,587.5377
23.52129936,23.8,399.6,587.5065
23.46222687,23.9,399.5,587.6373
23.45383835,23.8,399.5,587.5893
23.45160103,23.8,399.7,587.4998
23.48390007,23.8,399.8,587.4809
23.51336479,23.9,399.8,587.5352
23.51713181,23.9,400.0,587.7388
23.5092392,23.8,399.7,587.5876
23.4307518,23.7,399.6,587.3389
23.42651558,23.7,399.5,587.5607
23.47583199,23.6,399.5,587.6193
23.47720909,23.4,399.4,587.1523
23.42519951,23.6,399.4,587.2734
23.40577507,23.6,399.4,587.0105
23.37625122,23.5,399.4,586.9001
23.38326836,23.4,399.5,586.8128
23.32247353,23.4,399.2,586.7358
23.24971771,23.3,399.2,586.8026
23.17034149,23.4,399.2,586.7696
23.17492867,23.3,399.2,586.7605
23.05998611,23.3,399.1,586.6157
22.99477005,23.3,399.1,586.805
22.92662048,23.3,399.1,586.6697
22.90255165,23.3,399.1,586.8158
22.89903259,23.3,399.1,586.5594
22.80858612,23.2,399.2,586.7529
22.67445564,23.3,399.0,586.7757
22.58535385,23.2,399.0,586.7919999999999
22.52500916,23.3,399.1,586.635
22.47490311,23.3,399.0,586.4758
22.4108963,23.2,399.0,586.3539
22.34074974,23.2,399.0,586.5779
22.31075668,23.2,399.2,586.7323
22.2687149,23.2,399.2,586.7228
22.26164246,23.1,399.1,586.7117
22.26148033,23.1,398.9,586.6873
22.29449272,23.0,398.9,586.6511
22.24449921,22.8,398.8,586.5962
22.23891449,22.5,398.6,586.327
22.19556808,22.3,398.3,585.7393
22.18857765,22.2,398.1,585.7452
22.15390205,22.0,398.0,585.5958
22.13186455,21.9,397.9,585.1966
22.11799431,21.8,397.8,585.1461
22.10575867,21.8,397.8,584.8663
22.06402397,21.7,397.7,584.9095
21.94576836,21.7,397.5,584.5908
21.84916878,21.6,397.4,584.5483
21.84546089,21.5,397.3,584.3353
21.82226181,21.4,397.1,584.3295
21.82601547,21.4,397.1,584.4144
21.82704353,21.4,397.1,584.5666
21.83901405,21.3,397.1,584.4999
21.83371162,21.3,396.8,584.4019
21.83679581,21.3,396.7,584.2687
21.50295258,21.2,396.7,584.3132
21.48034477,21.2,396.7,584.1084
21.45289612,21.2,396.6,584.1212
21.44042969,21.1,396.5,583.9382
21.42019463,21.1,396.4,584.1913
21.400072100000003,21.1,396.5,584.1418
21.40780449,21.1,396.3,584.0386
21.40895653,21.1,396.3,583.9713
21.43350983,21.0,396.4,584.0037
21.43032455,21.0,396.2,583.956
21.45082283,21.0,396.3,584.0628
21.41114807,21.0,396.3,583.694
21.37772179,21.0,396.2,583.6853
21.35534096,21.0,396.3,583.7364
21.33649826,21.1,396.3,583.8045
21.30074883,21.0,396.3,583.9495
21.30688858,21.0,396.2,583.8143
21.28536034,21.0,396.3,583.7685
21.30010986,21.0,396.3,583.7671
21.26927948,21.0,396.3,583.5923
21.18803024,20.9,396.2,583.5443
21.15609741,20.8,396.3,583.7783
21.15956306,20.8,396.2,583.4205
21.15818787,20.8,396.2,583.7225
21.100214,20.7,396.1,583.4622
21.07904243,20.7,395.9,583.4387
20.99496841,20.6,395.9,583.5533
20.92497063,20.6,395.8,583.4019
20.91469765,20.6,395.8,583.4813
20.84249878,20.6,395.6,583.3763
20.85897827,20.5,395.6,583.4077
20.86971092,20.5,395.5,583.3624
20.88984871,20.5,395.6,583.2797
20.88754845,20.5,395.4,583.1437
20.936798100000004,20.5,395.4,583.2599
20.92217636,20.5,395.4,583.355
20.94808006,20.5,395.4,583.365
20.94951439,20.5,395.3,583.4647
20.94691658,20.6,395.4,583.4082
20.94377899,20.6,395.4,583.3144
20.93211365,20.6,395.6,583.3802
20.93205833,20.6,395.5,583.3038
20.93136597,20.6,395.7,583.3597
20.96227837,20.6,395.6,583.2112
20.96019936,20.6,395.7,583.4796
20.94033813,20.6,395.5,583.3279
20.95896912,20.5,395.7,583.4947
20.92336464,20.5,395.6,583.2868
20.89856911,20.6,395.6,583.2157
20.90250397,20.6,395.6,583.504
20.88686752,20.6,395.6,583.4637
20.9158268,20.6,395.6,583.4053
20.89397812,20.6,395.6,583.4456
20.87184334,20.5,395.6,583.4899
20.74193954,20.5,395.5,583.559
20.68121719,20.5,395.6,583.5533
20.66811562,20.5,395.6,583.5059
20.67765045,20.5,395.4,583.4816
20.64990234,20.4,395.4,583.4788
20.62662888,20.4,395.3,583.4008
20.60464096,20.4,395.3,583.5597
20.553985600000004,20.4,395.4,583.4344
