P,p1,m4
100.7728516,-0.08,1467992
100.7749146,-0.08,1428781
100.7759583,-0.08,1454030
100.778479,-0.08,1467175
100.775415,-0.08,1430209
100.773822,-0.08,1464460
100.7780273,-0.08,1444664
100.7822632,-0.08,1487062
100.7802368,-0.08,1456833
100.7745422,-0.08,1492945
100.7753906,-0.08,1450343
100.7761902,-0.08,1414566
100.7734131,-0.08,1468183
100.7731873,-0.08,1436866
100.7690918,-0.08,1462683
100.7696411,-0.08,1424665
100.7654846,-0.08,1443414
100.7711853,-0.08,1483370
100.769873,-0.08,1488188
100.7696106,-0.08,1456692
100.7723022,-0.08,1455088
100.7705566,-0.08,1451512
100.770343,-0.08,1454778
100.7679626,-0.08,1393514
100.7704895,-0.08,1460777
100.7731506,-0.08,1464411
100.7692261,-0.08,1487258
100.769928,-0.08,1476366
100.7733643,-0.08,1502109
100.765863,-0.08,1445510
100.7647766,-0.08,1453848
100.7636719,-0.08,1522543
100.7608276,-0.08,1418392
100.7602661,-0.08,1430556
100.7527039,-0.08,1465498
100.7599426,-0.08,1456231
100.7540588,-0.08,1447117
100.7514709,-0.08,1439261
100.7541992,-0.08,1478255
100.7566101,-0.08,1487824
100.7605652,-0.08,1455730
100.7556458,-0.08,1438194
100.7517883,-0.08,1467693
100.7500061,-0.08,1422217
100.7435547,-0.08,1444544
100.7427612,-0.08,1459712
100.743335,-0.08,1486641
100.7371399,-0.08,1505141
100.7368164,-0.08,1486630
100.7343811,-0.08,1514861
100.7356812,-0.08,1426127
100.7344604,-0.08,1444533
100.7365784,-0.08,1500742
100.7419495,-0.08,1481238
100.7423401,-0.08,1544001
100.7368958,-0.08,1422478
100.7391479,-0.08,1420789
100.7333435,-0.08,1457078
100.7338074,-0.08,1493997
100.7335388,-0.08,1464457
100.7286743,-0.08,1504431
100.7309631,-0.08,1461238
100.7295837,-0.08,1439141
100.7265869,-0.08,1469161
100.7276611,-0.08,1441983
100.7299316,-0.08,1487326
100.727832,-0.08,1494686
100.7318665,-0.08,1500780
100.7303284,-0.08,1467075
100.7263672,-0.08,1451074
100.7257446,-0.08,1450224
100.7255554,-0.08,1502379
100.7189819,-0.08,1430445
100.7165466,-0.08,1447536
100.723822,-0.08,1481227
100.7170776,-0.08,1461924
100.7129517,-0.08,1478422
100.7145813,-0.08,1485443
100.7138733,-0.08,1484751
100.7099365,-0.08,1485621
100.7057739,-0.08,1466143
100.7029541,-0.08,1455965
100.6996094,-0.08,1536771
100.7006958,-0.08,1511391
100.6934143,-0.08,1495525
100.6969177,-0.08,1458347
100.6890137,-0.08,1477694
100.6930786,-0.08,1520389
100.6913208,-0.08,1525993
100.6910522,-0.08,1455129
100.6944214,-0.08,1442959
100.6903198,-0.08,1458164
100.6904663,-0.08,1487622
100.6892883,-0.08,1479852
100.6829224,-0.08,1452327
100.6802246,-0.08,1483726
100.6765686,-0.08,1448290
100.6772339,-0.08,1438561
100.6794189,-0.08,1463800
100.6748108,-0.08,1479764
100.6690918,-0.08,1445727
100.6740051,-0.08,1511738
100.674646,-0.08,1449410
100.6710876,-0.08,1504948
100.6748291,-0.08,1479115
100.6755798,-0.08,1479285
100.6837891,-0.08,1483858
100.67687990000002,-0.08,1463673
100.6759583,-0.08,1429197
100.676239,-0.08,1468121
100.6815918,-0.08,1480193
100.6778076,-0.08,1446353
100.6846497,-0.08,1437755
100.6826111,-0.08,1413183
100.6834534,-0.08,1470995
100.6855408,-0.08,1468638
100.6845398,-0.08,1419080
100.6896484,-0.08,1466596
100.6945862,-0.08,1489729
100.6893921,-0.08,1541203
100.693219,-0.08,1451230
100.7003235,-0.08,1445756
100.7004272,-0.08,1482574
100.6982422,-0.08,1452425
100.79729,-0.08,1442113
100.7925354,-0.08,1429586
100.7964233,-0.08,1449836
100.7879761,-0.08,1441633
100.7887268,-0.08,1452632
100.7913391,-0.08,1438066
100.7873962,-0.08,1474271
100.7919128,-0.08,1456682
100.7907104,-0.08,1427471
100.7903625,-0.08,1440487
100.7848511,-0.08,1472776
100.7902954,-0.08,1456610
100.7865784,-0.08,1490305
100.7842529,-0.08,1452428
100.785083,-0.08,1405470
100.7828918,-0.08,1448152
100.7857056,-0.08,1543695
100.784314,-0.08,1410855
100.7801208,-0.08,1467242
100.7742737,-0.08,1458050
100.774353,-0.08,1464550
100.7791626,-0.08,1381822
100.7741211,-0.08,1392489
100.7702759,-0.08,1481253
100.7692322,-0.08,1446824
100.7698547,-0.08,1451455
100.7716431,-0.08,1365317
100.7726318,-0.08,1457229
100.7734985,-0.08,1420796
100.7733032,-0.08,1449354
100.7726257,-0.08,1472332
100.7666626,-0.08,1392527
100.772699,-0.08,1401722
100.7708435,-0.08,1433139
100.7700256,-0.08,1443962
100.774054,-0.08,1413370
100.7693848,-0.08,1475554
100.7709656,-0.08,1457757
100.7775574,-0.08,1422414
100.7746521,-0.08,1433865
100.7731384,-0.08,1451535
100.7746948,-0.08,1430327
100.7720764,-0.08,1450662
100.769165,-0.08,1441289
100.7740662,-0.08,1393178
100.7703796,-0.08,1480421
100.7699158,-0.08,1485705
100.7675842,-0.08,1408768
100.7684631,-0.08,1502415
100.7668152,-0.08,1433639
100.7649414,-0.08,1400473
100.7674255,-0.08,1414561
100.76658940000002,-0.08,1422086
100.7643372,-0.08,1422394
100.7625427,-0.08,1483618
100.7639587,-0.08,1456633
100.7634094,-0.08,1447445
100.7621521,-0.08,1401791
100.7632568,-0.08,1448444
100.7642761,-0.08,1418602
100.758075,-0.08,1432322
100.7618164,-0.08,1449417
100.7630005,-0.08,1495251
100.7611267,-0.08,1399473
100.7598145,-0.08,1488531
100.7558472,-0.08,1416591
100.7580139,-0.08,1458906
100.7548157,-0.08,1445298
100.7503235,-0.08,1447124
100.7522766,-0.08,1414990
100.7474976,-0.08,1487188
100.743634,-0.08,1404874
100.7456726,-0.08,1464043
100.7454102,-0.08,1410324
100.7478699,-0.08,1442058
100.7481201,-0.08,1440786
100.746582,-0.08,1449749
100.7471741,-0.08,1454488
100.741571,-0.08,1403648
100.7459595,-0.08,1433563
100.742511,-0.08,1440991
100.7408875,-0.08,1419015
100.7406189,-0.08,1410424
100.7356506,-0.08,1413200
100.7345398,-0.08,1468764
100.7337036,-0.08,1458914
100.7356079,-0.08,1449738
100.7346619,-0.08,1422649
100.7338806,-0.08,1459426
100.7315552,-0.08,1418032
100.7306396,-0.08,1440628
100.7317993,-0.08,1445760
100.7304565,-0.08,1440542
100.7290405,-0.08,1417095
100.7275452,-0.08,1414344
100.7287231,-0.08,1465812
100.7271118,-0.08,1446725
100.7245667,-0.08,1453133
100.7217468,-0.08,1423504
100.7234924,-0.08,1488262
100.5329346,-0.08,1426639
100.5377197,-0.08,1486724
100.5330994,-0.08,1476179
100.5340698,-0.08,1502422
100.532782,-0.08,1466009
100.5308044,-0.08,1413119
100.5171265,-0.08,1492591
100.5207886,-0.08,1472137
100.5188049,-0.08,1420344
100.5137451,-0.08,1493889
100.5148438,-0.08,1440454
100.526355,-0.08,1517779
100.5251831,-0.08,1509520
100.5154114,-0.08,1409254
100.5127319,-0.08,1456112
100.5120544,-0.08,1473984
100.5070435,-0.08,1444961
100.5095459,-0.08,1462368
100.5041199,-0.08,1487150
100.5044617,-0.08,1463055
100.5092896,-0.08,1510835
100.5082214,-0.08,1475192
100.5086548,-0.08,1483504
100.5014282,-0.08,1475792
100.5029236,-0.08,1473868
100.5001465,-0.08,1458135
100.5008972,-0.08,1442454
100.5057434,-0.08,1418534
100.502417,-0.08,1504747
100.4967346,-0.08,1422728
100.4915344,-0.08,1490142
100.4955078,-0.08,1473287
100.494397,-0.08,1437789
100.4882629,-0.08,1432413
100.4850281,-0.08,1441274
100.4829224,-0.08,1406665
100.4825928,-0.08,1445412
100.4845032,-0.08,1473296
100.4752502,-0.08,1466299
100.4781311,-0.08,1475848
100.4747314,-0.08,1524996
100.4792419,-0.08,1455853
100.4656189,-0.08,1447913
100.4684265,-0.08,1503648
100.4681824,-0.08,1436808
100.4725403,-0.08,1456896
100.4678711,-0.08,1435940
100.4672668,-0.08,1456694
100.4729492,-0.08,1468917
100.4607788,-0.08,1498079
100.4660522,-0.08,1488456
100.4587646,-0.08,1489657
100.4624634,-0.08,1486231
100.4625183,-0.08,1463822
100.4660583,-0.08,1490707
100.459314,-0.08,1447577
100.4600281,-0.08,1525452
100.4569641,-0.08,1502873
100.4526978,-0.08,1487905
100.4493042,-0.08,1451932
100.4528076,-0.08,1448137
100.4626648,-0.08,1459096
100.4555847,-0.08,1458155
100.4493164,-0.08,1500909
100.439032,-0.08,1473601
100.441925,-0.08,1500715
100.4401428,-0.08,1497744
100.4354431,-0.08,1490969
100.4297852,-0.08,1504155
100.4273376,-0.08,1438073
100.4269409,-0.08,1482733
100.4297119,-0.08,1495441
100.4282288,-0.08,1446476
100.4239075,-0.08,1465658
100.4229492,-0.08,1451827
100.4220032,-0.08,1470963
100.4163513,-0.08,1476215
100.424408,-0.08,1463904
100.4168762,-0.08,1450757
100.415155,-0.08,1462056
100.4139771,-0.08,1495060
100.4082397,-0.08,1486662
100.4079529,-0.08,1479163
100.4025208,-0.08,1538690
100.3981445,-0.08,1510725
100.4045227,-0.08,1415454
100.4065247,-0.08,1409702
100.4014099,-0.08,1498178
100.3958679,-0.08,1493410
100.3966919,-0.08,1487397
100.4012268,-0.08,1471243
100.3916199,-0.08,1471392
100.39343259999998,-0.08,1422581
100.3920654,-0.08,1393904
100.3906067,-0.08,1497583
100.3911438,-0.08,1473658
100.3845642,-0.08,1527088
100.3823669,-0.08,1504281
100.3792664,-0.08,1467534
100.3798218,-0.08,1466354
100.380249,-0.08,1466898
100.3787659,-0.08,1519756
100.380658,-0.08,1524704
100.37349240000002,-0.08,1513069
100.3701782,-0.08,1430820
100.3733826,-0.08,1489144
100.3741028,-0.08,1447144
100.3759521,-0.08,1400323
100.368396,-0.08,1430584
100.3686462,-0.08,1454456
100.3674316,-0.08,1478600
100.3595459,-0.08,1429297
100.3572266,-0.08,1465694
100.3521973,-0.08,1465184
100.3544617,-0.08,1438458
100.3459717,-0.08,1424125
100.343219,-0.08,1471190
100.3407776,-0.08,1401715
100.3453369,-0.08,1468472
100.340741,-0.08,1483275
100.3450806,-0.08,1479963
100.3407959,-0.08,1457710
100.346582,-0.08,1495761
100.3458313,-0.08,1427495
100.3501099,-0.08,1440825
100.3421753,-0.08,1477803
100.3525513,-0.08,1438500
100.3494019,-0.08,1464814
100.3501892,-0.08,1500566
100.34104,-0.08,1489419
100.343457,-0.08,1441191
100.3374695,-0.08,1472993
100.3336914,-0.08,1418752
100.3347534,-0.08,1513639
100.3307556,-0.08,1474981
100.327417,-0.08,1490973
100.3299072,-0.08,1491616
100.3270142,-0.08,1485617
100.3278259,-0.08,1461799
100.3291382,-0.08,1494401
100.3211792,-0.08,1423979
100.317749,-0.08,1473918
100.3217712,-0.08,1522924
100.3212708,-0.08,1396126
100.3202637,-0.08,1451678
100.3133667,-0.09,1492250
100.3142822,-0.08,1487346
100.3106812,-0.08,1484943
100.3008362,-0.08,1486610
100.2917297,-0.08,1473243
100.3051392,-0.08,1469059
100.3071777,-0.08,1457402
100.3090393,-0.08,1448668
100.3059998,-0.08,1471561
100.3014954,-0.08,1470740
100.3003845,-0.08,1496308
100.2969116,-0.08,1467465
100.2962158,-0.08,1450141
100.2955994,-0.08,1473290
100.2916748,-0.08,1499339
100.3428528,-0.08,1415214
100.3485779,-0.08,1471521
100.34148559999998,-0.08,1449217
100.3470154,-0.08,1468020
100.3445801,-0.08,1405420
100.3521179,-0.08,1483850
100.3502014,-0.08,1458887
100.3506531,-0.08,1407827
100.3532776,-0.08,1501789
100.3555481,-0.08,1459438
100.3575989,-0.08,1452678
100.3603088,-0.08,1371682
100.363562,-0.08,1451764
100.3620789,-0.08,1452728
100.362207,-0.08,1484539
100.3641663,-0.08,1429538
100.3640015,-0.08,1421851
100.3648743,-0.08,1468115
100.3632202,-0.08,1442339
100.3703796,-0.08,1461809
100.3670776,-0.08,1455091
100.3711243,-0.08,1481180
100.3744385,-0.08,1424088
100.3688293,-0.08,1433665
100.3750671,-0.08,1444684
100.3702698,-0.08,1432546
100.3696228,-0.08,1433828
100.3681763,-0.08,1512801
100.3697205,-0.08,1420130
100.3707825,-0.08,1432702
100.3636902,-0.08,1427108
100.363623,-0.08,1454484
100.3666931,-0.08,1442253
100.3671997,-0.08,1440111
100.3664063,-0.08,1443554
100.3653809,-0.08,1484362
100.3655029,-0.08,1467710
100.3650208,-0.08,1497064
100.3646301,-0.08,1431240
100.36651,-0.08,1467062
100.3646606,-0.08,1414912
100.3621643,-0.08,1422197
100.3620972,-0.08,1464838
100.3604858,-0.08,1507653
100.3620117,-0.08,1432697
100.3627563,-0.08,1444297
100.3574707,-0.08,1427134
100.3564697,-0.08,1442338
100.3582947,-0.08,1434165
100.3502563,-0.08,1441247
100.3526855,-0.08,1449363
100.3569702,-0.08,1443218
100.3615723,-0.08,1435942
100.3599365,-0.08,1454916
100.3621521,-0.08,1438982
100.3551575,-0.08,1447306
100.3603821,-0.08,1452500
100.3564514,-0.08,1456029
100.3573303,-0.08,1464069
100.3571655,-0.08,1439870
100.3530029,-0.08,1431660
100.3541687,-0.08,1492516
100.3558472,-0.08,1488245
100.3515869,-0.08,1445076
100.3513062,-0.08,1467206
100.3494812,-0.08,1427157
100.3434692,-0.08,1354795
100.346405,-0.08,1375957
100.3422485,-0.08,1439155
100.3429504,-0.08,1476158
100.3445435,-0.08,1419517
100.3410767,-0.08,1458099
100.3461426,-0.08,1447838
100.3462708,-0.08,1417256
100.3429504,-0.08,1382059
100.3388977,-0.08,1424473
100.3385376,-0.08,1393528
100.3357544,-0.08,1427324
100.3392761,-0.08,1476093
100.3307617,-0.08,1475351
100.3335815,-0.08,1526371
100.3361877,-0.08,1443430
100.3315002,-0.08,1473154
100.3347717,-0.08,1459997
100.3328308,-0.08,1445883
100.3277771,-0.08,1417299
100.3327698,-0.08,1469187
100.327478,-0.08,1498424
100.3282837,-0.08,1472666
100.3251221,-0.08,1418589
100.3249878,-0.08,1423164
100.3259094,-0.08,1434696
100.329895,-0.08,1470077
100.3313232,-0.08,1457582
100.3271301,-0.08,1465908
100.3238464,-0.08,1496416
100.3219971,-0.08,1466258
100.3235962,-0.08,1479908
100.320343,-0.08,1484789
100.3194641,-0.08,1468253
100.321991,-0.08,1485653
100.3235962,-0.08,1448567
100.3176147,-0.08,1483460
100.3219238,-0.08,1427197
100.3169922,-0.08,1459195
100.3205688,-0.08,1432707
100.320166,-0.08,1496388
100.3213318,-0.08,1432905
100.3287048,-0.08,1468225
100.3276611,-0.08,1460120
100.3251221,-0.08,1476955
100.3215881,-0.08,1417212
100.3245483,-0.08,1452579
100.3266296,-0.08,1482144
100.3196716,-0.08,1449282
100.3288696,-0.08,1429908
100.3285767,-0.08,1458142
100.32531740000002,-0.08,1501609
100.3296997,-0.08,1467384
100.3275879,-0.08,1388044
100.32954709999998,-0.08,1446608
100.331012,-0.08,1492371
100.3310913,-0.08,1478731
100.329303,-0.08,1490092
100.3337097,-0.08,1469793
100.3311829,-0.08,1484950
100.3337708,-0.08,1480075
100.3300598,-0.08,1443066
100.3271973,-0.08,1481934
100.3362183,-0.08,1463931
100.3369751,-0.08,1413037
100.3243164,-0.08,1458972
100.331311,-0.08,1473441
100.3311096,-0.08,1482132
100.3276062,-0.08,1438752
100.3352234,-0.08,1448122
100.3283936,-0.08,1458721
100.3309021,-0.08,1464627
100.328833,-0.08,1476316
100.3321411,-0.08,1460020
100.3279175,-0.08,1499794
100.328949,-0.08,1499195
100.3272949,-0.08,1460782
100.3258057,-0.08,1449312
100.3248901,-0.08,1454072
100.32586059999998,-0.08,1499211
100.3186279,-0.08,1470404
100.3208435,-0.08,1520174
100.3194946,-0.08,1471438
100.32005,-0.08,1453993
100.3205383,-0.08,1440001
100.3232544,-0.08,1440206
100.3182312,-0.08,1497608
100.3176147,-0.08,1412512
100.3189331,-0.08,1440043
100.3190125,-0.08,1393975
100.3149719,-0.08,1465825
100.3207764,-0.08,1509788
100.3160583,-0.08,1353664
100.3137695,-0.08,1460338
100.2323303,-0.08,1478111
100.2334595,-0.08,1460950
100.2303284,-0.08,1481962
100.2313293,-0.08,1452632
100.2323303,-0.08,1502310
100.2293884,-0.08,1476400
100.2276611,-0.08,1398488
100.2263611,-0.08,1483215
100.2270874,-0.08,1522233
100.2294189,-0.08,1537838
100.2294739,-0.08,1478111
100.2329712,-0.08,1471751
100.2267944,-0.08,1469503
100.2243286,-0.08,1490127
100.2188232,-0.08,1431678
100.2233643,-0.08,1447703
100.2213623,-0.08,1485744
100.2177002,-0.08,1414437
100.2136536,-0.08,1435348
100.2098999,-0.08,1459788
100.2141907,-0.08,1392475
100.2124878,-0.08,1462579
100.2143005,-0.08,1471734
100.2109619,-0.08,1447079
100.2072998,-0.08,1491897
100.2106262,-0.08,1491439
100.2088196,-0.08,1478547
100.2110168,-0.08,1467557
100.2108032,-0.08,1460937
100.20513309999998,-0.08,1463277
100.2077454,-0.08,1525773
100.2098145,-0.08,1466369
100.2095337,-0.08,1452490
100.2060913,-0.08,1533839
100.2093567,-0.08,1495619
100.2117493,-0.08,1470202
100.212085,-0.08,1457375
100.2177673,-0.08,1421065
100.2143677,-0.08,1455234
100.2160583,-0.08,1499900
100.2188416,-0.08,1475284
100.2210022,-0.08,1398763
100.2165161,-0.08,1443075
100.2139954,-0.08,1543553
100.2097961,-0.08,1461964
100.2155945,-0.08,1448022
100.2160645,-0.08,1468313
100.2136108,-0.08,1433654
100.2132385,-0.08,1456573
100.2124939,-0.08,1426359
100.2156555,-0.08,1439204
100.2112915,-0.08,1472606
100.2064026,-0.08,1460136
100.2081116,-0.08,1473529
100.2053772,-0.08,1484040
100.2076416,-0.08,1498926
100.2099243,-0.08,1429888
100.20448,-0.08,1463753
100.2047729,-0.08,1486932
100.2024414,-0.08,1483525
100.2014709,-0.08,1515426
100.2019653,-0.08,1446595
100.2011292,-0.08,1472100
100.2002014,-0.08,1475992
100.1999878,-0.08,1484783
100.203009,-0.08,1471463
100.2052795,-0.08,1453658
100.2022217,-0.08,1478997
100.1941284,-0.08,1468592
100.1985168,-0.08,1445180
100.1931824,-0.08,1459417
100.1907104,-0.08,1533844
100.1920105,-0.08,1497958
100.1931946,-0.08,1559007
100.1972717,-0.08,1465677
