P,p1,m4
100.77724,-0.08,1056241
100.778894,-0.08,1097001
100.7800964,-0.07,1099789
100.7768982,-0.07,1103192
100.7754883,-0.07,1039780
100.7746338,-0.08,1136618
100.7714355,-0.07,1047149
100.7734375,-0.07,1117993
100.7689636,-0.08,1067593
100.7711426,-0.07,1121642
100.7690735,-0.07,1057680
100.772644,-0.07,1096259
100.7618408,-0.07,1088962
100.77099,-0.07,1071101
100.7702209,-0.07,1144827
100.7677551,-0.07,1105891
100.7685913,-0.07,1106748
100.7658508,-0.07,1025758
100.7675171,-0.07,1116204
100.7678101,-0.07,1063266
100.7657593,-0.07,1092263
100.7663635,-0.08,1079564
100.7681396,-0.07,1045105
100.7745239,-0.07,1081795
100.7694519,-0.07,1100979
100.7707031,-0.07,1096359
100.7709961,-0.07,1098097
100.7729431,-0.07,1080325
100.7681519,-0.07,1087665
100.7688904,-0.07,1057948
100.7698669,-0.07,1063622
100.7679565,-0.07,1082254
100.7671753,-0.07,1079051
100.7678833,-0.07,1071676
100.7665405,-0.07,1107382
100.7722107,-0.07,1120318
100.767511,-0.07,1091271
100.7700867,-0.07,1079454
100.7700012,-0.07,1146145
100.7704712,-0.07,1094747
100.7723938,-0.07,1081744
100.7758606,-0.07,1038435
100.7731934,-0.07,1073972
100.7784851,-0.07,1083659
100.7798157,-0.07,1085032
100.7796387,-0.07,1081194
100.7805176,-0.07,1052740
100.7783447,-0.07,1138351
100.7774658,-0.07,1082553
100.7779053,-0.07,1073642
100.7855103,-0.07,1084803
100.7822998,-0.07,1134212
100.7875,-0.07,1067453
100.7875061,-0.07,1064833
100.7875977,-0.07,1096159
100.7867126,-0.07,1072270
100.7890625,-0.07,1094262
100.7880066,-0.07,1077476
100.7888,-0.07,1036199
100.7868774,-0.07,1060114
100.7872742,-0.07,1122728
100.7832703,-0.07,1080460
100.7870361,-0.07,1074755
100.7861206,-0.07,978611
100.7890076,-0.07,1080140
100.7870178,-0.07,1063299
100.7853027,-0.07,1054907
100.7864258,-0.07,1086592
100.7811462,-0.07,1048512
100.7801147,-0.07,1064138
100.7805359,-0.07,1125942
100.77924190000002,-0.07,1065730
100.782489,-0.07,1044457
100.7809326,-0.07,1070097
100.784082,-0.07,1046080
100.7818604,-0.07,1083999
100.7827209,-0.07,1050610
100.7798218,-0.07,1081738
100.7814148,-0.07,1111431
100.7829773,-0.07,1074253
100.7819092,-0.07,1038005
100.788739,-0.07,1122305
100.7843567,-0.07,1098205
100.7836121,-0.07,1073193
100.7780457,-0.07,1083745
100.7835815,-0.07,1024854
100.7834656,-0.07,1038916
100.7813904,-0.07,1077291
100.7830627,-0.07,1061789
100.787262,-0.07,1071578
100.7862488,-0.07,1048766
100.7851196,-0.07,1074549
100.7828918,-0.07,1062775
100.7833557,-0.07,1060688
100.7829163,-0.07,1081813
100.7813232,-0.07,1043722
100.7811096,-0.07,1045149
100.7798035,-0.07,1066537
100.7772278,-0.07,1019132
100.782312,-0.07,1067312
100.7809937,-0.07,1057331
100.7790649,-0.07,1104595
100.7788452,-0.07,1124950
100.7829041,-0.07,1049082
100.7869751,-0.07,1109785
100.781311,-0.07,1025991
100.780481,-0.07,1059930
100.7836182,-0.07,1096519
100.7837219,-0.07,1065069
100.7846069,-0.07,1083469
100.7801941,-0.07,1017636
100.7758118,-0.07,1100631
100.7783508,-0.07,1079206
100.7778198,-0.07,1067403
100.7827759,-0.07,1089117
100.7816345,-0.07,1059222
100.7829285,-0.07,1021528
100.7856873,-0.07,1075274
100.7855774,-0.07,1074693
100.7836304,-0.07,1074303
100.7874268,-0.07,1058023
100.7848999,-0.07,1082023
100.787915,-0.07,1074684
100.7854858,-0.07,1085287
100.7866028,-0.07,1135050
100.785614,-0.07,1117537
100.7873108,-0.07,1081184
100.7917969,-0.07,1118131
100.7918945,-0.07,1104674
100.7956543,-0.07,1058356
100.7971375,-0.07,1136475
100.7975952,-0.07,1101272
100.8028442,-0.07,1099152
100.803363,-0.07,1111738
100.8024597,-0.07,1098339
100.8005066,-0.07,1122037
100.8024414,-0.07,1106722
100.7976868,-0.07,1105232
100.7968201,-0.07,1095948
100.7960938,-0.07,1101264
100.7993652,-0.07,1150062
100.803949,-0.07,1107714
100.7992554,-0.07,1106830
100.8057007,-0.07,1116129
100.8041382,-0.07,1049818
100.8071594,-0.07,1112061
100.8062256,-0.07,1136830
100.805249,-0.07,1143533
100.8062927,-0.07,1141621
100.8060852,-0.07,1102584
100.8067871,-0.07,1070871
100.8072083,-0.07,1139633
100.8050964,-0.07,1156715
100.8071472,-0.07,1081007
100.803833,-0.07,1045732
100.8053406,-0.07,1072453
100.8066162,-0.07,1114880
100.8057861,-0.07,1132537
100.3401917,-0.07,1085139
100.3357117,-0.07,1179333
100.3350403,-0.07,1087466
100.330249,-0.07,1079501
100.3361633,-0.07,1139578
100.3359924,-0.07,1123643
100.3289185,-0.07,1128601
100.3281433,-0.07,1144836
100.3338989,-0.07,1149877
100.3303467,-0.07,1139580
100.3306152,-0.07,1105228
100.331958,-0.07,1140057
100.3260925,-0.07,1146652
100.3290588,-0.07,1140324
100.3319336,-0.08,1098549
100.3238037,-0.07,1144398
100.3330078,-0.07,1111637
100.3228394,-0.08,1082944
100.3267273,-0.07,1091251
100.3230347,-0.07,1123257
100.3301819,-0.07,1140907
100.3307922,-0.07,1165568
100.3266235,-0.07,1112877
100.3359497,-0.07,1119339
100.3312927,-0.07,1184508
100.330896,-0.07,1161525
100.3286804,-0.07,1090558
100.3278687,-0.07,1103247
100.3259949,-0.07,1130785
100.32073359999998,-0.07,1149090
100.3269165,-0.07,1137855
100.3207764,-0.07,1162643
100.3195435,-0.07,1180819
100.3205933,-0.07,1111975
100.3170959,-0.08,1111555
100.3156738,-0.07,1049335
100.3151184,-0.07,1134615
100.3182312,-0.08,1116404
100.3160522,-0.07,1135055
100.3165283,-0.07,1143345
100.3133911,-0.08,1150241
100.316272,-0.07,1120505
100.3205505,-0.07,1120936
100.3194641,-0.08,1127805
100.3138245,-0.07,1115137
100.313031,-0.07,1134747
100.3148743,-0.08,1140949
100.3133972,-0.07,1156297
100.3087097,-0.07,1142387
100.3079407,-0.07,1130589
100.3123474,-0.07,1142702
100.3076721,-0.07,1143136
100.3091797,-0.07,1152873
100.3079163,-0.08,1090696
100.3096863,-0.07,1156078
100.3121948,-0.08,1108234
100.3109436,-0.07,1120925
100.308905,-0.07,1115124
100.3071899,-0.07,1162061
100.3094727,-0.07,1153519
100.3060364,-0.07,1157146
100.3073792,-0.07,1173925
100.3077087,-0.07,1119795
100.3052917,-0.07,1153187
100.3087646,-0.07,1111385
100.3033813,-0.07,1117805
100.3045166,-0.07,1140297
100.2961365,-0.07,1136964
100.2958679,-0.07,1088303
100.2982727,-0.07,1121245
100.2998779,-0.07,1091197
100.2981506,-0.07,1155277
100.2980286,-0.07,1153249
100.2969727,-0.07,1062743
100.295813,-0.07,1093791
100.2946716,-0.07,1157394
100.2920105,-0.07,1124006
100.2917542,-0.07,1167656
100.2944885,-0.07,1128925
100.2939941,-0.07,1132384
100.2912842,-0.07,1187831
100.2886963,-0.07,1097760
100.2921021,-0.07,1118344
100.2879639,-0.07,1120094
100.2877747,-0.07,1166874
100.2873413,-0.07,1096553
100.2868835,-0.07,1159320
100.2889038,-0.07,1109833
100.2793579,-0.07,1154345
100.2925842,-0.07,1113400
100.2854492,-0.07,1136658
100.2858643,-0.07,1137943
100.2842468,-0.07,1144254
100.2899536,-0.07,1192231
100.2933655,-0.07,1130450
100.2927307,-0.07,1085034
100.2926392,-0.07,1121253
100.2942627,-0.07,1132783
100.2921509,-0.07,1148410
100.2943665,-0.07,1147018
100.2934326,-0.07,1122322
100.29486690000002,-0.07,1119756
100.2960144,-0.07,1141498
100.2909973,-0.07,1143393
100.2899292,-0.07,1133564
100.2981873,-0.07,1101917
100.2965576,-0.07,1135757
100.2953003,-0.07,1112900
100.2922668,-0.07,1137720
100.2970398,-0.07,1097439
100.2961548,-0.07,1090053
100.3059387,-0.08,1127206
100.297406,-0.07,1152063
100.2962769,-0.07,1145735
100.2980652,-0.07,1132829
100.2974243,-0.07,1120138
100.3032288,-0.07,1116650
100.29823,-0.07,1134430
100.2987793,-0.07,1122019
100.300238,-0.07,1125247
100.2987732,-0.07,1132797
100.2961609,-0.07,1115277
100.2977173,-0.07,1060142
100.2983398,-0.07,1080533
100.3001465,-0.07,1117996
100.2967834,-0.07,1034412
100.3011536,-0.07,1131919
100.3042786,-0.07,1049531
100.3020935,-0.07,1142155
100.3014648,-0.08,1147176
100.3030518,-0.07,1129300
100.3057983,-0.07,1111417
100.2989441,-0.07,1130516
100.3016235,-0.07,1118497
100.2999329,-0.07,1092080
100.2973633,-0.07,1141469
100.3013306,-0.07,1142335
100.2971924,-0.07,1131004
100.2976013,-0.07,1131458
100.2985657,-0.07,1142200
100.3009338,-0.07,1130657
100.297821,-0.07,1151321
100.2993713,-0.07,1127111
100.2962036,-0.07,1112782
100.2998291,-0.07,1155352
100.2973328,-0.07,1112123
100.2936462,-0.07,1105195
100.2962158,-0.07,1099811
100.2937622,-0.07,1093682
100.2944336,-0.07,1141023
100.3001953,-0.07,1098429
100.2999268,-0.07,1118492
100.3019836,-0.07,1131039
100.303064,-0.07,1129296
100.3078308,-0.07,1163849
100.3054504,-0.07,1095837
100.2995483,-0.07,1142832
100.2977783,-0.07,1061921
100.2970337,-0.07,1120928
100.2977783,-0.07,1147836
100.2978821,-0.07,1113512
100.2976257,-0.07,1126545
100.2960999,-0.07,1112255
100.3026611,-0.07,1090932
100.3029602,-0.07,1092215
100.3008728,-0.07,1131929
100.3046692,-0.07,1126037
100.2998474,-0.07,1147613
100.3009583,-0.07,1140245
100.3046448,-0.07,1186661
100.2990173,-0.07,1163200
100.3039978,-0.07,1141053
100.3015381,-0.07,1127165
100.2991516,-0.07,1092763
100.3005188,-0.07,1113934
100.2990601,-0.07,1123823
100.3015625,-0.07,1094803
100.2982117,-0.07,1099457
100.3008301,-0.07,1104091
100.29968259999998,-0.08,1174846
100.3024536,-0.07,1121826
100.3033936,-0.07,1104879
100.3048889,-0.07,1143385
100.3031311,-0.08,1128122
100.3055847,-0.07,1103119
100.3081726,-0.07,1144929
100.3065918,-0.08,1135289
100.3092957,-0.07,1165938
100.3105835,-0.07,1144523
100.3081238,-0.07,1138265
100.3094604,-0.07,1122434
100.3128845,-0.07,1149068
100.3140869,-0.07,1092864
100.3155212,-0.07,1135185
100.3183472,-0.07,1108360
100.317688,-0.07,1133846
100.3173828,-0.07,1085662
100.3178711,-0.07,1186649
100.3134949,-0.07,1095388
100.3166992,-0.07,1130393
100.3194092,-0.07,1085450
100.3164856,-0.07,1097408
100.3158142,-0.07,1114892
100.3148438,-0.07,1153166
100.3142883,-0.07,1086223
100.3126709,-0.07,1183045
100.3138062,-0.07,1169554
100.3095581,-0.07,1131194
100.3085144,-0.07,1121548
100.3071289,-0.07,1156939
100.3066345,-0.07,1145456
100.3069641,-0.07,1108547
100.3085571,-0.07,1100947
100.310675,-0.07,1075535
100.3096863,-0.07,1109440
100.3113892,-0.07,1152746
100.3113586,-0.07,1122557
100.3088501,-0.07,1113917
100.3091675,-0.07,1138528
100.3081482,-0.07,1147808
100.3090149,-0.07,1129685
100.3117065,-0.07,1117728
100.3075684,-0.07,1092422
100.3075745,-0.07,1129810
100.3079346,-0.07,1125434
100.3124512,-0.07,1128030
100.3114929,-0.07,1087811
100.3164124,-0.07,1098663
100.3158386,-0.07,1127563
100.3133179,-0.07,1100940
100.316333,-0.07,1105165
100.3090881,-0.07,1115615
100.3121521,-0.07,1157360
100.3122437,-0.07,1148951
100.3128296,-0.07,1103911
100.3065308,-0.07,1096270
100.3085571,-0.07,1126717
100.3128113,-0.07,1137992
100.3096497,-0.07,1127940
100.3098389,-0.07,1162061
100.3091797,-0.07,1144650
100.3075867,-0.07,1179606
100.3108521,-0.07,1093047
100.3109802,-0.07,1130747
100.3057861,-0.07,1129266
100.3033386,-0.07,1137591
100.3086426,-0.07,1070448
100.307251,-0.07,1190359
100.3060364,-0.07,1110514
100.302832,-0.07,1211903
100.3073914,-0.07,1096275
100.3114136,-0.07,1119369
100.3088562,-0.07,1093677
100.3181335,-0.07,1095516
100.3144897,-0.07,1062651
100.3117188,-0.08,1042197
100.3140015,-0.07,1104380
100.3110352,-0.07,1112731
100.3145264,-0.07,1157426
100.3133972,-0.07,1165543
100.3132996,-0.07,1029949
100.3084534,-0.07,1098186
100.3031921,-0.07,1183785
100.3033813,-0.07,1162618
100.3054016,-0.07,1156389
100.29729,-0.07,1120471
100.2971191,-0.07,1152936
100.2957153,-0.07,1140369
100.2967041,-0.07,1128508
100.2965271,-0.07,1154090
100.2956116,-0.07,1153833
100.2987976,-0.07,1153193
100.2987549,-0.07,1154000
100.2924194,-0.07,1137987
100.2990295,-0.07,1114078
100.3005371,-0.08,1133454
100.3007263,-0.07,1111856
100.3020874,-0.07,1119199
100.3012085,-0.07,1145907
100.2985107,-0.07,1098169
100.2989441,-0.07,1112825
100.2993225,-0.07,1125479
100.2979126,-0.07,1111961
100.301825,-0.07,1110219
100.3043579,-0.07,1101264
100.299176,-0.07,1081422
100.3003479,-0.07,1098027
100.30510859999998,-0.07,1113874
100.2993652,-0.07,1108628
100.3015259,-0.07,1123398
100.3069397,-0.07,1145605
100.3018005,-0.07,1134654
100.3078003,-0.07,1126451
100.3102295,-0.07,1132170
100.3107117,-0.07,1121160
100.3143005,-0.08,1086321
100.314325,-0.07,1118096
100.3113831,-0.07,1146735
100.3134338,-0.07,1115265
100.3151367,-0.07,1114195
100.3144653,-0.08,1179778
100.3163086,-0.07,1179575
100.3130859,-0.07,1093593
100.313678,-0.07,1115806
100.3127075,-0.07,1086071
100.3158752,-0.07,1154714
100.3171204,-0.07,1105172
100.3176514,-0.08,1139774
100.3133911,-0.07,1102928
100.3124878,-0.07,1126171
100.3141235,-0.07,1117390
100.3159729,-0.08,1095098
100.3199707,-0.07,1089617
100.3204041,-0.07,1070504
100.3209351,-0.07,1112834
100.3142639,-0.07,1134653
100.3196411,-0.07,1073500
100.3185974,-0.07,1116733
100.3184326,-0.07,1094303
100.3162292,-0.07,1095087
100.318158,-0.07,1124135
100.3184631,-0.07,1112991
100.3149109,-0.07,1154046
100.318811,-0.07,1141156
100.3234863,-0.07,1080704
100.3149109,-0.07,1135460
100.3141357,-0.07,1085782
100.3201843,-0.08,1128933
100.3160339,-0.07,1169042
100.3184509,-0.07,1154790
100.3174255,-0.07,1083712
100.3172119,-0.07,1123900
100.3142212,-0.08,1141443
100.3207886,-0.07,1122580
100.3213257,-0.07,1132765
100.3278259,-0.07,1099310
100.3228271,-0.07,1083148
100.3241089,-0.07,1131559
100.3260864,-0.07,1107007
100.3246643,-0.07,1089960
100.3235779,-0.07,1095515
100.3253906,-0.07,1043622
100.3224426,-0.07,1106382
100.3185547,-0.07,1075421
100.3188354,-0.08,1110033
100.3207886,-0.07,1136271
100.3173035,-0.07,1127012
100.3063904,-0.07,1058382
100.3134827,-0.07,1135546
100.3080994,-0.07,1072730
100.3114929,-0.07,1085455
100.3163391,-0.07,1121972
100.3128906,-0.07,1073425
100.3164185,-0.07,1107631
100.3174072,-0.07,1151175
100.3179565,-0.08,1149349
100.3178894,-0.08,1092861
100.3109741,-0.07,1051279
100.3173096,-0.07,1067286
100.3195618,-0.07,1090288
100.3227234,-0.07,1120275
100.3171021,-0.07,1122477
100.3212158,-0.07,1043268
100.3173218,-0.07,1098874
100.3189453,-0.07,1074966
100.3176636,-0.07,1150930
100.3166382,-0.07,1115602
100.3178467,-0.07,1145738
100.3183777,-0.07,1083882
100.3167175,-0.07,1100114
100.3153564,-0.07,1114497
100.3146423,-0.07,1117407
100.3113586,-0.07,1086741
100.3132629,-0.07,1142417
100.3143738,-0.07,1143169
100.3131958,-0.07,1135670
100.3127075,-0.07,1161758
100.3159729,-0.07,1101138
100.3152527,-0.07,1123599
100.3148499,-0.07,1118035
100.3187744,-0.07,1139075
100.313385,-0.07,1114224
100.3184265,-0.07,1143014
100.3187622,-0.07,1136460
100.3200073,-0.07,1130683
100.3175537,-0.07,1147406
100.3160217,-0.07,1040657
100.3218994,-0.07,1101903
100.3187683,-0.07,1108883
100.3229065,-0.07,1146196
100.3261353,-0.07,1102839
100.3278198,-0.07,1156522
100.3286865,-0.07,1043270
100.3291992,-0.07,1100966
100.3272583,-0.07,1121351
100.3281006,-0.07,1089580
100.32854,-0.07,1099972
100.3311768,-0.07,1049707
100.3268982,-0.07,1112457
100.3288513,-0.07,1156029
100.3326233,-0.07,1111782
100.3309509,-0.07,1162661
100.3308899,-0.07,1134886
100.3310486,-0.07,1084826
100.3324707,-0.07,1106179
100.331134,-0.07,1124684
100.3289307,-0.07,1092134
100.3325928,-0.07,1144463
100.3328369,-0.07,1134530
100.333136,-0.07,1110777
100.3360779,-0.07,1091947
100.3353943,-0.07,1143236
100.3295898,-0.07,1065095
100.3351318,-0.07,1134033
100.3342041,-0.07,1116368
