Power,p2,m_gas
282.7147,1.72,76943
283.4515,1.72,76977
282.5227,1.72,76981
281.951,1.72,76894
281.9527,1.72,76882
282.4907,1.72,76862
282.4557,1.72,76798
282.8158,1.72,76914
282.0167,1.72,76955
281.9817,1.72,76800
282.1395,1.72,76963
282.0323,1.72,76895
282.3006,1.72,76810
281.8358,1.72,76900
282.0826,1.72,76830
282.2616,1.72,77109
282.6583,1.72,77033
282.0547,1.72,76749
282.7383,1.72,76938
282.1293,1.72,76899
281.8179,1.72,76914
281.8292,1.72,76759
281.9409,1.72,76815
282.2927,1.72,77000
281.8925,1.72,76944
282.6962,1.72,77203
282.1772,1.72,76828
282.3068,1.72,77040
282.9806,1.72,76930
282.0956,1.72,76900
282.5894,1.72,77081
282.1048,1.72,76875
282.5829,1.72,76950
282.2347,1.72,77024
282.2183,1.72,76813
282.1755,1.72,76893
281.8265,1.72,76919
282.0642,1.72,76808
282.7426,1.72,76994
282.5818,1.72,77066
283.4651,1.72,77064
282.878,1.72,77035
282.5158,1.72,77016
284.3492,1.72,77272
283.507,1.72,77371
283.2128,1.72,77232
281.563,1.72,76748
281.7408,1.72,76776
282.1782,1.72,76836
282.0121,1.72,76906
282.3775,1.72,76914
282.2075,1.72,76690
281.9798,1.72,76855
281.5508,1.72,76826
281.4294,1.72,76820
282.3889,1.72,76961
282.3282,1.72,77108
281.588,1.72,76744
282.226,1.72,76945
282.0827,1.72,76796
282.0341,1.72,76903
282.4625,1.72,76753
282.1844,1.72,77025
282.127,1.72,76848
282.4285,1.72,77024
282.5767,1.72,76844
282.8233,1.72,77032
282.2598,1.72,76907
282.2821,1.72,76700
282.3898,1.72,76858
282.4371,1.72,77026
282.0331,1.72,76689
282.6336,1.72,76925
284.5304,1.73,77491
284.5287,1.73,77551
285.5663,1.73,77645
284.7067,1.73,77468
282.6204,1.72,77131
285.7249,1.73,77594
284.4046,1.73,77375
283.5999,1.73,77413
285.3073,1.73,77643
284.1474,1.72,77420
283.5195,1.72,77141
284.9607,1.73,77591
284.3724,1.72,77531
283.3513,1.72,77071
284.3583,1.72,77494
284.5438,1.72,77423
282.9383,1.72,77067
284.9413,1.73,77542
284.2271,1.72,77379
282.743,1.72,77206
283.8602,1.72,77277
282.9987,1.72,77285
281.7996,1.72,76836
284.5231,1.72,77519
282.2557,1.72,76816
283.2859,1.72,77268
282.0097,1.72,77121
282.4919,1.72,77084
281.7022,1.72,76919
284.5864,1.72,77519
282.77,1.72,77142
282.1123,1.72,76951
283.7166,1.72,77369
282.9799,1.72,77247
282.1903,1.72,76941
284.255,1.72,77600
282.046,1.72,76956
282.5112,1.72,76900
283.3174,1.72,77287
283.1314,1.72,77081
281.334,1.72,76793
284.2597,1.73,77448
281.6848,1.72,76923
281.3813,1.72,76756
282.3756,1.72,77187
282.1035,1.71,76841
280.5686,1.72,76504
283.2762,1.72,77140
283.0364,1.72,77088
282.9759,1.72,77257
281.6064,1.72,76824
282.8242,1.72,77140
282.8669,1.72,77190
283.3944,1.72,77310
281.4332,1.72,76729
282.2254,1.72,77081
281.842,1.71,76938
282.1815,1.72,77083
281.4068,1.72,76816
283.6703,1.72,77285
280.1566,1.71,76540
281.381,1.71,76660
281.7928,1.71,76880
279.9686,1.71,76519
279.0994,1.7,76388
280.123,1.7,76514
279.1641,1.7,76387
278.933,1.7,76304
278.6486,1.7,76242
278.7276,1.7,76205
279.8193,1.7,76619
277.79900000000004,1.7,75993
279.7389,1.7,76497
279.1274,1.7,76221
278.4916,1.7,76070
279.80400000000003,1.71,76614
279.9491,1.7,76514
277.5162,1.7,76026
280.0146,1.71,76585
279.5117,1.7,76419
278.6379,1.7,76242
279.5798,1.7,76230
279.2335,1.7,76489
278.9131,1.7,76257
280.0292,1.7,76485
279.5981,1.7,76335
277.7239,1.7,75935
279.3971,1.7,76274
280.29,1.7,76525
277.1255,1.69,75926
278.4367,1.7,75996
280.1883,1.7,76557
278.7219,1.7,76116
279.118,1.7,76232
279.7395,1.71,76498
280.1984,1.7,76468
276.6422,1.7,75790
279.3887,1.7,76348
278.2975,1.7,76287
277.1305,1.7,76121
279.1659,1.7,76346
279.0685,1.7,76152
277.783,1.7,76223
279.1396,1.7,76184
278.0384,1.7,76061
278.4357,1.7,76048
278.8562,1.7,76198
276.7144,1.7,75920
277.3727,1.7,76033
278.1517,1.7,76178
279.1086,1.7,76390
277.1171,1.7,75914
279.4791,1.7,76352
278.5948,1.7,76167
276.9697,1.69,75965
276.9482,1.7,75886
278.5732,1.7,76333
276.6535,1.7,75677
278.8497,1.7,76261
279.0511,1.7,76416
277.253,1.7,75896
278.841,1.7,76350
278.1991,1.7,76105
276.2562,1.7,75665
278.6791,1.7,76273
278.4698,1.7,76126
277.9619,1.7,76090
277.2719,1.7,75972
279.439,1.7,76221
278.1246,1.7,76067
278.0109,1.7,76138
279.8219,1.7,76475
279.3552,1.7,76301
279.4966,1.7,76353
279.9269,1.7,76510
276.5115,1.69,75811
277.6793,1.7,75916
280.0445,1.7,76388
278.1678,1.7,76217
280.1462,1.7,76446
278.7552,1.7,76235
278.3434,1.7,75943
279.4366,1.7,76483
278.3672,1.7,75988
278.9641,1.7,76293
279.0717,1.7,76285
278.7502,1.7,76097
278.6529,1.7,76086
278.271,1.7,76229
279.568,1.7,76546
279.1063,1.7,76207
278.4763,1.7,76204
279.7685,1.71,76410
278.5642,1.7,76100
278.4196,1.7,76193
278.8667,1.7,76288
278.4703,1.7,76063
279.7424,1.71,76434
279.2888,1.71,76488
279.8922,1.7,76653
276.8469,1.7,75786
279.3846,1.7,76414
278.303,1.7,76038
278.6992,1.7,76148
279.0605,1.7,76250
279.1016,1.71,76240
278.7926,1.71,76397
280.3458,1.7,76602
278.075,1.7,75970
278.7604,1.7,76306
278.7679,1.7,76286
279.2646,1.7,76327
279.7781,1.7,76380
279.2394,1.7,76308
279.9554,1.7,76377
278.0599,1.7,76114
279.8343,1.71,76412
279.6432,1.7,76315
277.6709,1.7,76143
278.48900000000003,1.7,76240
278.7234,1.7,76092
279.4552,1.7,76362
280.3981,1.71,76525
279.1649,1.71,76205
279.2262,1.7,76391
280.019,1.71,76390
279.967,1.7,76362
278.3692,1.7,76107
279.1527,1.7,76413
278.8247,1.7,76069
278.5736,1.7,76087
279.9565,1.71,76559
279.0588,1.7,76293
278.4381,1.7,76094
280.2517,1.71,76664
279.4454,1.7,76291
279.998,1.71,76335
279.8032,1.71,76546
277.8857,1.7,76152
278.0908,1.7,75942
280.6238,1.71,76616
280.0392,1.7,76584
278.4133,1.7,76131
279.0269,1.7,76392
279.7137,1.71,76450
279.5935,1.71,76399
279.6798,1.7,76526
279.4019,1.7,76388
278.0308,1.7,75971
280.2118,1.71,76552
280.8126,1.71,76631
277.8013,1.7,75925
280.0957,1.7,76518
279.547,1.7,76355
280.3428,1.71,76425
280.3044,1.7,76457
279.466,1.7,76260
279.9102,1.7,76442
279.5481,1.7,76416
279.3598,1.71,76336
279.3042,1.7,76411
280.7457,1.71,76606
279.2052,1.7,76376
278.5233,1.71,76257
280.6254,1.71,76757
278.1561,1.71,76116
280.7616,1.7,76538
279.3299,1.71,76397
279.4397,1.7,76371
278.5527,1.7,76101
280.9209,1.71,76651
278.3456,1.7,76241
279.3401,1.7,76371
280.9287,1.71,76807
280.3352,1.71,76501
279.7411,1.7,76579
280.1858,1.7,76436
278.8199,1.7,76282
279.5869,1.7,76377
279.7102,1.71,76415
280.1699,1.71,76505
280.3401,1.7,76635
279.8717,1.7,76423
280.0602,1.71,76466
279.2289,1.7,76209
281.553,1.71,76635
279.5193,1.7,76479
279.6559,1.7,76362
279.261,1.7,76458
280.1135,1.71,76576
279.008,1.7,76278
279.7394,1.71,76592
280.1241,1.71,76514
280.1259,1.7,76457
280.7854,1.71,76611
279.7431,1.71,76431
281.2756,1.71,76686
280.8615,1.71,76745
280.6956,1.71,76670
279.8322,1.71,76354
280.2557,1.71,76626
279.981,1.71,76586
279.5553,1.71,76550
280.2546,1.7,76677
280.0563,1.71,76413
280.7926,1.71,76655
280.434,1.71,76629
280.6878,1.71,76690
278.4656,1.7,76249
280.331,1.7,76602
279.2655,1.71,76460
280.8458,1.71,76805
280.1838,1.71,76523
280.6761,1.71,76497
280.9724,1.71,76739
280.9883,1.71,76818
280.0878,1.7,76610
279.195,1.71,76262
281.3159,1.71,76807
279.2349,1.71,76231
280.5168,1.71,76693
281.086,1.71,76628
278.9688,1.71,76262
280.9693,1.71,76627
280.9037,1.71,76791
280.3356,1.71,76567
279.4987,1.7,76212
281.5817,1.71,76761
280.3871,1.71,76647
280.1443,1.71,76524
281.5598,1.71,76672
281.0074,1.71,76644
279.3931,1.71,76278
281.4019,1.71,76834
281.6164,1.72,76728
281.9249,1.71,76564
281.2948,1.71,76753
281.5492,1.71,76784
279.1621,1.71,76360
280.1041,1.71,76622
281.0683,1.71,76588
281.2882,1.71,76785
281.4068,1.71,76858
280.4125,1.71,76567
281.8603,1.71,76753
281.3669,1.71,76792
280.9129,1.71,76606
281.0508,1.71,76621
281.0163,1.71,76781
280.5197,1.71,76596
281.4761,1.71,76629
281.7495,1.71,76762
280.068,1.7,76730
280.0025,1.71,76442
281.8394,1.71,76813
280.2693,1.71,76758
280.9138,1.71,76732
281.103,1.71,76737
280.4124,1.71,76853
280.9612,1.71,76580
281.3624,1.71,76766
280.7676,1.71,76691
281.3865,1.71,76745
281.1104,1.71,76796
281.5284,1.71,76918
279.7745,1.71,76480
282.3972,1.72,76814
281.1738,1.71,76910
280.0551,1.71,76484
281.5757,1.71,76966
280.9611,1.71,76767
280.7909,1.71,76639
281.2219,1.71,76767
281.1368,1.71,76854
281.163,1.71,76848
281.1852,1.71,76639
280.6727,1.72,76775
280.8344,1.71,76857
282.5934,1.71,77049
281.1,1.71,76738
280.8746,1.71,76851
281.0806,1.71,76552
280.7418,1.71,76563
281.7634,1.72,76731
281.7392,1.71,76783
281.5956,1.71,76913
282.1791,1.72,76840
282.1929,1.71,76835
282.7634,1.71,76956
281.4904,1.71,76761
280.7278,1.72,76731
281.4798,1.71,76910
281.5119,1.71,76883
281.5152,1.71,76752
280.9107,1.71,76865
281.8845,1.71,76817
281.5793,1.71,76802
281.5909,1.71,76912
281.3647,1.71,76803
281.8113,1.71,76814
282.0593,1.72,76910
282.0843,1.72,76828
282.0841,1.71,76876
281.8768,1.71,76888
281.4603,1.71,76801
281.8282,1.72,76811
281.5333,1.71,76849
281.8957,1.72,76825
281.6449,1.72,76813
282.0164,1.71,76953
281.7665,1.71,76740
281.7694,1.71,76888
281.5589,1.71,76822
281.6202,1.71,76771
281.3266,1.71,76728
281.2146,1.71,76745
281.7934,1.71,76725
281.4165,1.72,76825
280.9761,1.71,76825
281.9029,1.72,76756
281.3295,1.72,76776
281.6058,1.72,76803
281.7577,1.72,76757
281.7841,1.71,76873
281.0811,1.72,76744
281.2995,1.72,76764
282.2018,1.71,76877
282.2068,1.71,76991
282.1477,1.71,76846
281.4365,1.72,76776
281.1475,1.72,76820
282.105,1.71,76779
282.0858,1.72,76702
281.394,1.72,76748
280.9181,1.71,76790
281.3172,1.72,76844
281.7366,1.72,76793
281.5807,1.72,76682
281.5329,1.72,76703
281.7525,1.71,76841
282.0134,1.72,76647
281.9036,1.72,76896
281.6636,1.71,76997
281.54,1.72,76662
281.4707,1.72,76801
281.5824,1.72,76731
281.2571,1.72,76591
281.774,1.72,76611
281.5585,1.72,76731
281.6303,1.72,76556
281.8389,1.72,76739
281.4573,1.72,76775
282.2717,1.72,76750
282.1542,1.72,76767
282.5535,1.72,76832
282.3905,1.72,76737
281.7163,1.72,76709
281.9847,1.72,76808
282.0894,1.72,76779
281.9379,1.72,76751
281.42400000000004,1.72,76806
281.6964,1.72,76764
281.7179,1.72,76782
282.3987,1.72,76913
282.0068,1.72,76737
281.9619,1.72,76637
282.1578,1.72,76722
282.0411,1.72,76633
282.0274,1.72,76710
282.8362,1.72,76667
282.356,1.72,76719
282.4545,1.72,76728
282.3761,1.72,76711
282.2539,1.72,76592
282.7206,1.72,76689
282.531,1.72,76700
282.2409,1.72,76532
282.3703,1.72,76747
282.2255,1.72,76729
282.4387,1.72,76647
282.0616,1.72,76677
282.8331,1.72,76725
281.9897,1.72,76571
282.9011,1.72,76701
282.551,1.72,76784
282.2927,1.72,76550
282.5269,1.72,76692
282.2705,1.72,76882
282.9116,1.72,76723
282.6683,1.72,76760
282.0456,1.72,76742
281.8653,1.72,76706
282.6044,1.72,76696
282.4779,1.73,76789
282.8052,1.72,76725
282.9935,1.73,76759
282.4987,1.72,76805
282.4545,1.72,76755
282.3165,1.72,76752
282.1612,1.72,76850
282.619,1.72,76763
281.9857,1.72,76650
282.374,1.72,76772
281.8649,1.72,76585
282.6232,1.73,76749
281.8681,1.72,76618
282.8723,1.72,76737
282.5731,1.72,76700
282.9683,1.72,76722
282.8684,1.72,76707
282.4331,1.72,76749
281.7018,1.72,76746
282.3306,1.72,76833
282.3269,1.72,76730
282.60200000000003,1.72,76784
282.6035,1.72,76716
282.6661,1.72,76828
282.7397,1.72,76729
283.0784,1.72,76724
282.6284,1.73,76807
281.9137,1.73,76708
282.4373,1.72,76718
283.2017,1.72,76873
282.8606,1.72,76662
283.2215,1.72,76908
283.276,1.72,76831
282.0714,1.73,76633
282.199,1.72,76820
282.4721,1.72,76653
283.031,1.72,76676
282.9798,1.73,76651
283.1006,1.72,76760
282.5367,1.72,76699
282.2678,1.72,76697
282.8883,1.73,76803
282.6615,1.72,76695
282.2738,1.72,76720
282.7841,1.72,76685
282.5763,1.73,76726
282.5427,1.72,76709
281.9641,1.72,76763
282.9158,1.73,76716
281.768,1.73,76600
282.4673,1.73,76785
282.4418,1.73,76692
282.9802,1.73,76757
282.8804,1.72,76819
282.6898,1.73,76661
282.9216,1.73,76882
282.0851,1.73,76828
282.6227,1.72,76769
282.6756,1.73,76739
282.363,1.73,76718
282.4974,1.73,76827
282.8395,1.73,76747
283.3042,1.73,76840
282.4089,1.73,76830
282.6909,1.73,76765
283.1304,1.73,76929
283.0779,1.73,76796
282.6095,1.73,76771
283.1875,1.73,76911
282.5622,1.73,76804
282.9708,1.73,76815
283.1442,1.73,76850
282.7647,1.73,76720
282.2184,1.73,76887
282.5642,1.73,76866
282.3159,1.73,76742
283.2171,1.73,76893
283.153,1.73,76851
282.80400000000003,1.73,76770
282.586,1.73,76684
282.5001,1.73,76629
282.976,1.73,76717
282.5409,1.73,76776
283.076,1.73,76853
283.231,1.73,76635
282.8408,1.73,76709
283.1243,1.73,77022
282.9655,1.73,76864
282.7266,1.73,76724
282.4947,1.73,76699
283.1542,1.73,76903
282.6587,1.73,76809
283.3196,1.73,76809
283.3483,1.73,76973
282.5653,1.73,76715
283.1558,1.73,76763
283.0561,1.73,77041
282.6842,1.73,76777
282.8324,1.73,76858
282.2381,1.73,76711
282.5627,1.73,76757
282.8619,1.73,76644
283.7508,1.73,76823
283.5119,1.73,76959
282.437,1.73,76765
283.3438,1.73,76789
283.4331,1.73,76921
283.5317,1.73,76841
282.8013,1.73,76793
283.7271,1.73,76995
283.2435,1.73,76808
283.0976,1.73,76807
283.3664,1.73,76938
283.6881,1.73,76876
282.9157,1.73,76720
282.8657,1.73,76820
283.6076,1.73,76856
282.8367,1.73,76674
283.2712,1.73,76805
284.0492,1.73,76893
283.5674,1.73,76759
283.3671,1.73,76834
284.0778,1.74,76987
282.7957,1.74,76816
283.0868,1.73,76827
283.4503,1.73,76964
283.8427,1.73,76896
286.8852,1.73,77826
286.475,1.73,77673
285.8938,1.73,77677
285.4776,1.73,77702
286.1446,1.73,77644
285.8891,1.73,77707
286.1326,1.73,77757
286.1605,1.73,77684
286.2828,1.73,77691
285.1146,1.73,77734
285.9154,1.73,77631
285.1316,1.73,77642
286.8419,1.73,77852
285.7528,1.73,77755
285.9043,1.73,77655
285.9468,1.73,77684
285.8242,1.73,77738
286.3531,1.73,77633
285.2218,1.73,77590
285.9318,1.73,77704
285.3786,1.73,77557
286.1939,1.73,77651
285.5591,1.73,77751
285.9678,1.73,77580
285.462,1.73,77683
285.4931,1.73,77776
285.8527,1.73,77678
285.6763,1.73,77603
284.8568,1.73,77674
285.267,1.73,77490
284.7404,1.73,77468
285.707,1.73,77653
285.6002,1.73,77564
285.5306,1.73,77572
285.7291,1.73,77622
285.3159,1.73,77697
286.1616,1.73,77725
284.7742,1.73,77666
285.4084,1.73,77615
285.5172,1.73,77608
285.4117,1.73,77675
284.3646,1.72,77359
285.2987,1.73,77520
285.478,1.73,77747
285.5535,1.73,77536
284.5788,1.73,77454
285.4406,1.73,77670
284.9289,1.73,77647
286.0092,1.73,77742
285.7105,1.73,77709
286.3446,1.73,77665
284.7625,1.73,77412
286.3061,1.73,77693
285.8603,1.73,77792
284.7201,1.72,77413
285.8773,1.73,77654
285.4138,1.73,77558
284.9053,1.73,77616
285.6343,1.73,77609
285.5102,1.73,77715
287.1299,1.73,78148
286.8778,1.73,77665
286.4623,1.73,77857
286.58,1.73,77822
286.6873,1.73,77821
286.6356,1.73,77883
285.9279,1.73,77917
286.4521,1.73,77958
286.3885,1.73,77786
286.4422,1.73,77900
286.3161,1.73,77927
285.5625,1.73,77780
286.2536,1.73,77787
286.2136,1.73,77794
285.5421,1.73,77725
286.0913,1.73,77683
285.5714,1.73,77622
285.6878,1.73,77569
285.4789,1.73,77715
285.9491,1.73,77725
285.3135,1.72,77723
285.4373,1.72,77693
285.6454,1.73,77896
285.9485,1.72,77808
285.7311,1.73,77834
285.8372,1.72,77792
284.5638,1.72,77491
285.6617,1.73,77759
285.404,1.73,77727
285.9094,1.73,77704
286.1452,1.73,77699
285.6884,1.73,77830
286.2852,1.73,77785
285.3077,1.72,77655
285.8792,1.73,77723
285.8152,1.73,77675
285.9185,1.72,77675
284.9324,1.73,77715
285.146,1.72,77749
284.1646,1.72,77263
285.6949,1.72,77787
285.1202,1.72,77622
284.4771,1.72,77473
285.3905,1.73,77686
286.2037,1.73,77946
286.2003,1.73,77814
285.2681,1.73,77763
285.9357,1.73,77825
285.0421,1.72,77578
284.4329,1.72,77449
285.1429,1.72,77814
283.3947,1.72,77241
285.2911,1.73,77778
284.2822,1.72,77523
284.1484,1.72,77308
284.5434,1.72,77408
284.2872,1.72,77600
283.0456,1.72,77355
284.2303,1.72,77530
285.6248,1.72,77729
282.5993,1.72,77123
283.5347,1.72,77209
285.0401,1.72,77615
284.7748,1.72,77618
283.7845,1.72,77310
283.4735,1.72,77218
284.3103,1.72,77520
284.0616,1.72,77339
285.2879,1.72,77715
283.1174,1.72,77260
283.7628,1.72,77353
283.9393,1.72,77477
282.1356,1.72,77122
282.6067,1.72,77121
283.568,1.72,77209
282.4892,1.71,77053
282.0922,1.72,77070
285.0094,1.72,77515
284.2181,1.72,77264
282.6982,1.72,77154
283.87,1.72,77535
283.2397,1.72,77060
283.0624,1.72,77236
283.8182,1.72,77306
282.8937,1.72,77079
282.8701,1.72,77043
283.325,1.72,77184
281.6885,1.71,76882
282.8564,1.72,77016
282.7375,1.72,77127
282.2074,1.71,77103
281.5956,1.71,76943
283.5751,1.72,77320
282.2846,1.72,76959
282.6998,1.72,77200
283.0355,1.72,77179
281.8289,1.71,76813
281.7896,1.71,76996
283.4856,1.72,77043
281.54,1.71,76916
282.177,1.72,77009
282.4521,1.71,77181
281.0116,1.71,76819
279.9373,1.71,76591
281.6764,1.72,76942
282.4542,1.72,76985
283.2473,1.72,77286
283.6003,1.72,77353
281.1874,1.71,76855
281.4773,1.71,77020
281.952,1.71,77065
281.795,1.71,76958
282.6704,1.72,77045
283.2636,1.72,77299
280.8054,1.71,76766
281.7582,1.71,77100
282.39,1.71,77005
281.3741,1.71,76881
281.6876,1.71,76940
281.413,1.71,77057
281.6823,1.71,76816
280.5821,1.71,76966
282.6838,1.72,77035
281.908,1.71,77052
280.0018,1.71,76726
282.3422,1.71,77180
279.4825,1.7,76520
280.7111,1.7,76759
280.0317,1.71,76743
280.1491,1.71,76601
282.1033,1.71,77094
282.3092,1.71,77068
280.5796,1.71,76643
283.2598,1.72,77181
280.3129,1.71,76713
280.7584,1.71,76828
279.7673,1.71,76585
281.9807,1.71,76959
280.5984,1.71,76586
281.8046,1.71,77061
282.0394,1.71,76941
279.7798,1.71,76613
280.3867,1.71,76751
282.2208,1.71,77035
281.1663,1.71,76621
281.8451,1.71,77009
281.4398,1.71,76784
282.2692,1.71,76841
282.1018,1.71,76955
281.5267,1.71,76776
280.3143,1.71,76668
282.2523,1.71,77056
278.4552,1.71,76095
280.8811,1.71,76715
281.2346,1.71,76852
279.3098,1.71,76421
282.2379,1.71,76945
280.8424,1.71,76867
280.6673,1.71,76496
281.6989,1.71,76950
279.8526,1.71,76631
280.3896,1.71,76619
280.2096,1.71,76710
280.6013,1.71,76611
281.0245,1.71,76659
280.7771,1.71,76728
281.2375,1.71,76744
279.8218,1.71,76442
281.5831,1.71,76919
280.8461,1.71,76672
279.7161,1.7,76472
281.2038,1.71,76716
279.3793,1.7,76517
279.5972,1.71,76532
281.191,1.71,76754
281.107,1.71,76806
280.6818,1.71,76636
282.4355,1.71,76898
280.3244,1.71,76700
279.2389,1.7,76415
280.1847,1.7,76527
280.4524,1.71,76645
282.0842,1.71,77021
281.3105,1.71,76746
280.1204,1.71,76715
281.7414,1.71,76846
280.8143,1.71,76816
280.093,1.71,76556
281.8529,1.71,76745
282.1056,1.71,77110
280.1153,1.71,76493
282.3458,1.71,77083
280.2566,1.71,76504
280.9176,1.71,76619
281.4807,1.71,76910
280.1259,1.71,76482
279.5514,1.7,76442
281.0565,1.71,76739
278.3254,1.7,76326
280.349,1.71,76570
280.2516,1.71,76582
279.4754,1.7,76417
280.4352,1.71,76508
281.5244,1.71,76706
279.7812,1.71,76456
280.4315,1.71,76567
280.2964,1.7,76631
278.9876,1.7,76197
280.528,1.71,76656
279.9511,1.71,76536
279.1227,1.71,76369
281.5823,1.71,76866
280.5975,1.71,76489
280.5229,1.71,76724
280.8992,1.71,76694
280.4081,1.71,76570
280.1134,1.71,76682
280.9671,1.71,76615
280.3,1.71,76564
281.0135,1.71,76700
280.066,1.71,76654
279.2919,1.7,76428
278.9213,1.71,76254
281.0668,1.71,76796
281.6425,1.71,76766
281.8607,1.71,77042
278.5329,1.7,76115
280.2915,1.71,76609
280.3261,1.71,76648
279.8821,1.7,76459
279.1469,1.71,76375
281.9503,1.71,76865
279.3103,1.71,76476
280.1534,1.71,76585
280.4089,1.71,76566
281.2668,1.71,76747
281.7264,1.71,76995
281.9648,1.71,76844
281.5884,1.71,76787
281.8287,1.71,76800
282.3799,1.71,77009
280.485,1.71,76577
280.9044,1.71,76640
280.3214,1.71,76747
280.556,1.71,76521
280.5607,1.71,76730
280.406,1.71,76590
279.56,1.71,76308
281.3355,1.71,76760
280.4643,1.71,76506
280.0123,1.71,76388
281.6638,1.71,76779
280.6582,1.71,76583
280.8892,1.71,76588
280.9717,1.71,76789
279.8461,1.71,76381
280.9372,1.71,76691
281.0291,1.71,76773
279.8607,1.7,76512
278.6247,1.7,76343
280.3249,1.7,76686
278.5267,1.7,76125
279.7792,1.7,76518
280.4517,1.7,76591
279.9665,1.71,76473
281.0522,1.71,76748
280.6866,1.71,76611
279.7136,1.71,76489
281.5874,1.71,76698
279.2308,1.7,76324
280.3388,1.71,76479
280.4212,1.71,76683
278.7006,1.7,76311
278.9357,1.7,76314
278.5612,1.7,76256
279.5963,1.7,76366
279.4758,1.71,76320
281.5002,1.71,76770
279.0701,1.71,76284
279.7558,1.7,76649
280.1838,1.7,76474
277.8588,1.7,76134
279.1238,1.7,76395
279.6722,1.71,76378
278.7925,1.7,76394
279.6161,1.71,76446
280.1682,1.71,76784
277.3083,1.7,75855
280.2971,1.7,76606
278.9298,1.7,76350
279.201,1.7,76279
280.0174,1.7,76701
279.5041,1.7,76260
279.4232,1.7,76445
281.1789,1.71,76745
280.5442,1.71,76778
280.7323,1.71,76668
280.6018,1.7,76517
278.7938,1.71,76176
280.6996,1.71,76734
279.692,1.7,76425
279.0645,1.7,76393
280.6675,1.71,76557
281.8394,1.71,76887
278.4855,1.7,76148
281.3774,1.71,76689
281.32,1.71,76820
279.5438,1.7,76312
280.5381,1.71,76512
280.9887,1.71,76785
280.0796,1.71,76407
280.2198,1.71,76602
280.675,1.71,76709
280.0146,1.71,76455
279.7967,1.71,76506
279.9042,1.71,76558
280.4608,1.71,76497
280.2448,1.71,76564
280.8361,1.71,76581
279.5378,1.71,76401
280.567,1.71,76644
281.1498,1.71,76614
279.2509,1.71,76337
281.3861,1.71,76757
280.4498,1.71,76647
279.6726,1.71,76502
279.6829,1.7,76402
281.9568,1.71,76745
278.6763,1.7,76203
280.0275,1.71,76690
279.3094,1.7,76449
279.3492,1.7,76356
280.1977,1.7,76435
280.3228,1.71,76582
280.2253,1.71,76484
280.8629,1.71,76674
280.5865,1.71,76687
279.193,1.7,76301
280.6831,1.71,76538
280.5267,1.71,76660
279.2869,1.7,76396
279.6427,1.71,76444
281.132,1.71,76754
279.0422,1.71,76297
280.0583,1.71,76627
280.6068,1.71,76632
278.0698,1.7,76248
279.6158,1.7,76476
279.9264,1.7,76472
278.0551,1.7,76347
278.4182,1.7,76170
279.0721,1.7,76368
278.6774,1.7,76327
277.1177,1.7,75897
279.4872,1.7,76500
277.4912,1.7,75948
278.3621,1.7,76173
279.7426,1.7,76510
279.4537,1.7,76284
279.7819,1.7,76550
279.5246,1.7,76499
277.0825,1.7,75892
278.405,1.7,76276
278.7015,1.7,76183
277.831,1.7,76136
278.2743,1.7,76157
279.7789,1.7,76571
278.5083,1.7,76154
278.6859,1.7,76347
280.142,1.7,76417
278.17400000000004,1.7,76002
278.565,1.7,76314
