Power,p2,m_gas
169.3,1.24,52695
169.7,1.24,52649
169.3,1.24,52687
169.3,1.24,52692
169.6,1.24,52694
169.6,1.24,52724
169.3,1.24,52711
169.8,1.24,52709
169.8,1.24,52670
169.2,1.24,52796
170.4,1.24,52642
169.5,1.24,52767
169.9,1.24,52755
169.9,1.24,52678
169.8,1.24,52805
169.7,1.24,52688
169.6,1.24,52723
170.2,1.24,52769
170.3,1.24,52726
169.6,1.24,52818
169.9,1.24,52701
170.5,1.24,52699
169.6,1.24,52753
170.1,1.24,52713
169.4,1.24,52816
169.7,1.24,52654
170.5,1.24,52737
169.7,1.24,52846
169.9,1.24,52797
170.1,1.24,52734
169.8,1.24,52726
170.1,1.24,52709
169.6,1.24,52832
170.0,1.24,52673
169.8,1.24,52798
170.5,1.24,52683
170.4,1.24,52856
169.9,1.24,52818
170.0,1.24,52800
169.3,1.24,52801
170.4,1.24,52670
170.2,1.24,52755
169.9,1.24,52744
169.9,1.24,52748
170.0,1.24,52801
170.0,1.24,52722
170.2,1.24,52695
170.1,1.24,52820
169.9,1.24,52732
169.6,1.24,52852
170.2,1.24,52664
169.3,1.24,52688
169.7,1.24,52793
170.2,1.24,52857
170.1,1.24,52768
170.4,1.24,52707
170.4,1.24,52750
170.4,1.24,52821
170.2,1.24,52707
169.7,1.24,52895
170.4,1.24,52757
169.9,1.24,52716
170.2,1.24,52740
169.9,1.24,52768
169.9,1.24,52933
170.2,1.24,52646
170.1,1.24,52743
169.5,1.24,52783
169.7,1.24,52766
169.9,1.24,52835
170.3,1.24,52707
170.1,1.24,52719
169.8,1.24,52841
170.3,1.24,52711
169.9,1.24,52948
170.4,1.24,52741
170.1,1.24,52798
170.5,1.24,52815
169.9,1.24,52779
170.5,1.24,52832
170.0,1.24,52808
170.3,1.24,52792
170.3,1.24,52805
170.1,1.24,52854
170.3,1.24,52816
170.5,1.24,52754
169.8,1.24,52786
170.6,1.24,52833
170.5,1.24,52850
170.4,1.24,52922
169.3,1.24,52728
169.8,1.24,52807
170.0,1.24,52890
169.6,1.24,52841
170.0,1.24,52859
170.5,1.24,52773
170.5,1.24,52842
170.2,1.24,52895
170.9,1.24,52851
170.0,1.24,52814
169.9,1.24,52716
170.0,1.24,52765
170.3,1.24,52797
169.9,1.24,52799
170.8,1.24,52817
171.0,1.24,52731
170.6,1.24,52933
171.3,1.24,52925
171.6,1.24,53067
171.6,1.25,53163
171.5,1.25,53199
171.9,1.25,53296
171.8,1.25,53314
171.9,1.25,53181
171.7,1.25,53308
171.8,1.25,53197
171.7,1.25,53188
171.7,1.25,53154
171.7,1.25,53183
172.1,1.25,53193
172.2,1.25,53181
172.3,1.25,53352
172.6,1.25,53214
172.7,1.25,53435
172.8,1.25,53405
172.3,1.25,53357
172.2,1.25,53433
172.0,1.25,53377
172.8,1.25,53339
172.7,1.25,53301
172.3,1.25,53318
172.6,1.25,53311
172.4,1.25,53237
172.3,1.25,53265
172.2,1.25,53264
171.9,1.25,53252
172.5,1.25,53291
172.6,1.25,53426
172.0,1.25,53301
171.9,1.25,53318
172.0,1.25,53207
172.7,1.25,53426
172.4,1.25,53261
172.3,1.25,53259
172.0,1.25,53322
171.9,1.25,53268
172.3,1.25,53404
171.7,1.25,53306
172.3,1.25,53352
172.1,1.25,53337
172.5,1.25,53239
173.2,1.25,53453
172.1,1.25,53364
172.4,1.25,53497
171.5,1.25,53287
172.1,1.25,53202
171.7,1.25,53323
172.5,1.25,53158
172.3,1.25,53298
171.7,1.25,53307
171.9,1.25,53263
171.9,1.25,53232
171.4,1.25,53258
172.2,1.25,53190
171.6,1.25,53343
172.5,1.25,53292
171.6,1.25,53375
172.3,1.25,53161
171.5,1.25,53247
171.9,1.25,53313
171.6,1.25,53235
171.4,1.25,53354
172.0,1.25,53222
171.7,1.25,53344
171.4,1.25,53307
172.6,1.25,53232
171.9,1.25,53392
171.9,1.25,53318
172.4,1.25,53264
171.7,1.25,53344
171.8,1.25,53283
171.4,1.25,53394
171.6,1.25,53216
172.5,1.25,53286
171.8,1.25,53260
172.7,1.25,53284
172.7,1.25,53470
172.0,1.25,53194
171.3,1.25,53322
172.0,1.25,53255
172.1,1.25,53343
171.7,1.25,53357
172.2,1.25,53255
172.4,1.25,53247
171.5,1.25,53238
172.3,1.25,53249
171.5,1.25,53359
171.9,1.25,53182
171.7,1.25,53223
172.1,1.25,53262
172.2,1.25,53313
172.2,1.25,53401
172.0,1.25,53148
172.5,1.25,53296
172.0,1.25,53395
171.9,1.25,53356
171.7,1.25,53387
172.2,1.25,53229
172.0,1.25,53352
171.9,1.25,53251
171.6,1.25,53282
172.1,1.25,53338
172.2,1.25,53200
172.1,1.25,53268
172.1,1.25,53266
172.2,1.25,53229
171.7,1.25,53380
172.3,1.25,53264
171.6,1.25,53421
172.5,1.25,53339
172.1,1.25,53489
172.6,1.25,53430
171.8,1.25,53445
171.8,1.25,53320
172.2,1.25,53300
172.4,1.25,53346
172.0,1.25,53352
171.8,1.25,53230
172.3,1.25,53334
172.6,1.25,53346
171.9,1.25,53336
172.3,1.25,53407
172.4,1.25,53251
172.3,1.25,53337
172.2,1.25,53334
172.0,1.25,53295
172.0,1.25,53329
172.4,1.25,53196
171.8,1.25,53391
172.2,1.25,53222
171.3,1.25,53211
171.9,1.25,53160
171.8,1.25,53160
171.4,1.25,53262
172.2,1.25,53214
171.9,1.25,53227
172.4,1.25,53299
172.5,1.25,53228
173.1,1.25,53215
172.1,1.25,53252
172.7,1.25,53159
172.7,1.25,53229
173.5,1.25,53361
173.1,1.25,53428
172.7,1.25,53427
171.9,1.25,53425
172.9,1.25,53245
172.3,1.25,53285
171.7,1.25,53250
172.0,1.25,53176
172.5,1.25,53202
172.5,1.25,53413
172.7,1.25,53344
172.8,1.25,53498
173.0,1.25,53336
172.7,1.25,53445
173.2,1.25,53481
173.0,1.25,53321
172.7,1.25,53408
172.9,1.25,53323
172.2,1.25,53346
172.5,1.25,53316
172.4,1.25,53313
172.1,1.25,53359
172.5,1.25,53126
171.6,1.25,53365
172.4,1.25,53177
171.7,1.25,53175
171.9,1.25,53281
171.5,1.25,53084
171.7,1.25,53190
171.5,1.25,53154
171.5,1.25,53085
172.1,1.25,53220
171.9,1.25,53094
171.8,1.25,53209
172.4,1.25,53198
171.7,1.25,53161
172.1,1.25,53208
169.3,1.24,52772
169.6,1.24,52691
169.0,1.24,52555
169.4,1.24,52611
169.1,1.24,52587
168.6,1.24,52568
168.7,1.24,52515
168.7,1.23,52440
168.6,1.24,52567
168.7,1.23,52492
168.8,1.23,52391
168.4,1.23,52624
169.0,1.23,52438
168.7,1.23,52485
169.1,1.24,52586
169.1,1.23,52404
169.3,1.23,52497
168.4,1.23,52461
169.0,1.23,52383
168.4,1.23,52542
168.7,1.23,52356
168.3,1.23,52472
168.4,1.23,52430
168.5,1.23,52461
168.3,1.23,52510
168.8,1.23,52478
169.0,1.23,52520
169.4,1.24,52695
169.2,1.24,52650
169.0,1.24,52706
168.8,1.24,52599
169.6,1.24,52568
169.5,1.23,52608
169.7,1.23,52612
169.3,1.23,52618
169.4,1.23,52628
169.3,1.23,52560
169.0,1.23,52635
168.8,1.24,52535
168.9,1.23,52544
169.2,1.23,52572
169.4,1.23,52562
169.4,1.23,52580
169.1,1.23,52527
169.6,1.23,52600
168.8,1.23,52578
169.6,1.23,52612
168.6,1.23,52576
169.5,1.23,52503
169.3,1.23,52554
169.0,1.23,52537
169.1,1.23,52606
169.7,1.23,52737
168.8,1.23,52524
169.2,1.23,52554
169.3,1.23,52612
169.5,1.23,52540
168.9,1.23,52575
169.2,1.23,52556
168.6,1.23,52560
169.4,1.23,52498
169.0,1.23,52581
168.8,1.23,52538
169.0,1.23,52636
168.8,1.23,52503
169.1,1.23,52660
169.3,1.23,52621
168.6,1.23,52651
169.5,1.23,52577
168.8,1.23,52536
169.2,1.23,52571
169.1,1.23,52575
168.8,1.23,52582
168.8,1.23,52605
169.2,1.23,52537
169.3,1.23,52701
169.1,1.23,52490
169.2,1.23,52521
168.7,1.23,52487
169.9,1.23,52514
169.1,1.23,52623
168.6,1.23,52447
169.0,1.23,52557
168.8,1.23,52491
168.7,1.23,52566
169.0,1.23,52568
169.1,1.23,52527
169.6,1.23,52588
168.5,1.23,52700
169.3,1.23,52591
168.8,1.23,52644
169.1,1.23,52524
168.8,1.23,52534
169.1,1.23,52459
169.0,1.23,52543
171.7,1.23,52573
171.4,1.24,53055
171.3,1.24,53107
171.0,1.24,53058
171.5,1.24,53049
171.0,1.24,53010
171.0,1.24,53055
171.0,1.24,53006
171.2,1.24,52946
171.0,1.24,53026
170.6,1.24,52970
170.8,1.24,53047
171.4,1.24,52996
171.1,1.24,53029
171.6,1.24,52991
171.4,1.24,53004
171.1,1.24,53018
170.6,1.24,52963
171.3,1.24,52978
170.5,1.24,52842
171.4,1.24,52912
171.1,1.24,52943
171.0,1.24,52897
171.2,1.24,53036
170.7,1.24,52826
168.6,1.24,52953
167.9,1.23,52482
169.2,1.23,52433
169.5,1.23,52511
168.6,1.24,52546
169.0,1.23,52451
169.0,1.23,52489
168.7,1.24,52521
168.6,1.24,52552
168.9,1.23,52440
168.7,1.23,52535
169.1,1.24,52625
169.2,1.23,52526
169.1,1.23,52617
167.8,1.23,52549
167.7,1.23,52354
168.4,1.23,52394
167.1,1.23,52235
167.5,1.23,52254
167.9,1.23,52280
169.0,1.23,52139
168.5,1.23,52417
168.8,1.23,52410
169.3,1.23,52548
168.7,1.23,52542
169.5,1.23,52451
169.6,1.23,52650
169.2,1.23,52611
168.9,1.23,52684
170.5,1.23,52557
168.6,1.23,52704
168.8,1.23,52552
169.3,1.23,52550
168.8,1.23,52530
168.7,1.23,52572
169.0,1.23,52534
167.6,1.23,52489
168.3,1.23,52242
168.2,1.23,52398
167.1,1.23,52386
167.9,1.23,52237
168.1,1.23,52253
168.0,1.23,52114
167.4,1.23,52277
167.2,1.23,52300
168.0,1.23,52240
167.5,1.23,52274
167.8,1.23,52246
168.3,1.23,52249
168.4,1.23,52382
168.5,1.23,52389
167.6,1.23,52434
168.0,1.23,52224
168.2,1.23,52327
168.4,1.23,52391
168.2,1.23,52294
167.6,1.23,52422
167.6,1.23,52336
167.8,1.23,52291
167.6,1.23,52371
168.2,1.23,52308
168.5,1.23,52423
167.3,1.23,52544
168.2,1.23,52350
168.4,1.23,52485
167.8,1.23,52392
167.9,1.23,52433
167.9,1.23,52296
168.2,1.23,52358
167.8,1.23,52370
168.3,1.23,52333
168.1,1.23,52288
167.7,1.23,52372
168.1,1.23,52340
167.5,1.23,52352
168.0,1.23,52326
168.3,1.23,52318
168.3,1.23,52303
167.3,1.23,52312
167.3,1.23,52321
168.1,1.23,52258
168.1,1.23,52454
167.5,1.23,52290
167.5,1.23,52329
167.7,1.23,52357
168.0,1.23,52181
168.3,1.23,52411
167.3,1.23,52421
167.6,1.23,52402
167.4,1.23,52368
168.2,1.23,52335
168.5,1.23,52341
168.3,1.23,52458
167.8,1.23,52488
168.1,1.23,52586
168.2,1.23,52394
168.8,1.23,52452
168.6,1.23,52512
168.6,1.23,52481
168.3,1.23,52648
168.4,1.23,52380
168.6,1.23,52465
167.9,1.23,52493
168.1,1.23,52375
168.4,1.23,52489
168.7,1.23,52406
168.2,1.23,52519
168.2,1.23,52519
168.2,1.23,52449
168.1,1.23,52552
168.4,1.23,52490
168.0,1.23,52497
168.0,1.23,52493
167.8,1.23,52396
168.4,1.23,52617
169.0,1.23,52519
168.0,1.23,52492
167.8,1.23,52451
168.5,1.23,52519
168.3,1.23,52464
167.7,1.23,52477
168.4,1.23,52413
169.0,1.23,52501
168.7,1.23,52482
168.2,1.23,52415
168.5,1.23,52463
169.0,1.23,52475
168.8,1.23,52566
169.1,1.23,52538
168.9,1.23,52657
168.6,1.23,52521
169.0,1.23,52518
168.4,1.23,52639
168.8,1.23,52423
169.5,1.23,52513
169.1,1.23,52631
168.9,1.23,52540
168.7,1.23,52730
169.1,1.23,52450
168.5,1.23,52583
168.6,1.23,52536
169.1,1.23,52560
169.1,1.23,52593
168.4,1.23,52511
168.9,1.23,52558
168.6,1.23,52535
168.2,1.23,52473
168.9,1.23,52527
169.0,1.23,52584
169.1,1.23,52572
168.3,1.23,52509
168.8,1.23,52554
168.8,1.23,52698
169.5,1.23,52400
168.5,1.23,52627
168.3,1.23,52529
168.3,1.23,52517
168.4,1.23,52647
169.0,1.23,52490
168.5,1.23,52584
168.9,1.23,52562
169.0,1.23,52545
168.4,1.23,52653
168.0,1.23,52496
169.2,1.23,52506
168.8,1.23,52545
168.8,1.23,52567
168.4,1.23,52481
168.7,1.23,52527
169.2,1.23,52567
169.5,1.23,52636
169.0,1.23,52562
168.6,1.23,52646
169.1,1.23,52408
168.5,1.23,52535
168.7,1.23,52525
169.0,1.23,52468
168.5,1.23,52541
168.6,1.23,52448
168.4,1.23,52474
168.4,1.23,52447
168.2,1.23,52450
168.5,1.23,52550
169.7,1.23,52494
169.0,1.23,52527
168.7,1.23,52506
168.5,1.23,52518
168.6,1.23,52537
169.1,1.23,52441
169.2,1.23,52474
168.2,1.23,52668
168.9,1.23,52466
167.9,1.23,52526
168.7,1.23,52479
168.1,1.23,52500
168.8,1.23,52548
168.4,1.23,52370
168.7,1.23,52574
169.2,1.23,52637
169.5,1.23,52737
168.6,1.23,52696
169.4,1.23,52519
168.7,1.23,52500
168.0,1.23,52495
168.7,1.23,52496
168.8,1.23,52493
169.6,1.23,52597
168.9,1.23,52589
169.0,1.23,52540
168.8,1.23,52496
168.9,1.23,52597
169.1,1.23,52491
169.0,1.23,52631
168.8,1.23,52611
168.9,1.23,52588
169.2,1.23,52720
169.2,1.23,52481
168.8,1.23,52635
169.0,1.23,52541
169.1,1.23,52703
169.2,1.23,52691
168.7,1.23,52540
168.8,1.23,52576
169.7,1.23,52649
169.2,1.23,52713
168.8,1.23,52739
169.0,1.23,52630
169.0,1.23,52571
169.0,1.23,52672
169.1,1.23,52485
169.4,1.23,52717
168.9,1.23,52425
168.7,1.23,52610
168.6,1.23,52573
169.2,1.23,52547
168.6,1.23,52524
169.4,1.23,52598
169.1,1.23,52580
169.5,1.23,52688
170.2,1.23,52687
168.8,1.23,52847
168.8,1.23,52634
169.5,1.23,52543
168.3,1.23,52696
169.1,1.23,52419
169.1,1.23,52533
169.7,1.23,52580
169.0,1.23,52515
168.8,1.23,52545
168.7,1.23,52490
169.7,1.23,52511
168.6,1.23,52520
169.1,1.23,52505
168.7,1.23,52563
168.9,1.23,52461
168.8,1.23,52639
168.5,1.23,52559
168.8,1.23,52564
168.8,1.23,52712
168.7,1.23,52513
169.0,1.23,52460
169.1,1.23,52703
168.8,1.23,52610
168.9,1.23,52696
168.9,1.23,52487
169.0,1.23,52606
168.5,1.23,52522
169.1,1.23,52645
169.6,1.23,52652
169.6,1.23,52751
168.9,1.23,52532
168.9,1.23,52713
169.4,1.23,52592
167.7,1.23,52826
167.3,1.23,52400
167.7,1.23,52222
166.8,1.23,52204
167.5,1.23,52196
167.2,1.22,52325
167.0,1.23,52344
167.7,1.23,52266
168.5,1.23,52393
167.9,1.23,52373
167.1,1.23,52416
168.6,1.23,52325
167.9,1.23,52372
167.4,1.23,52497
168.3,1.23,52192
167.2,1.23,52415
167.5,1.23,52346
168.2,1.23,52357
167.2,1.23,52518
167.5,1.23,52270
167.7,1.23,52252
167.8,1.23,52364
167.5,1.23,52373
168.0,1.23,52319
167.2,1.23,52361
167.2,1.23,52308
167.3,1.23,52371
167.8,1.23,52296
167.8,1.23,52386
168.0,1.23,52337
167.6,1.23,52382
166.9,1.23,52320
167.5,1.23,52253
167.5,1.23,52276
167.6,1.23,52319
167.1,1.23,52306
167.4,1.23,52371
167.5,1.23,52382
167.3,1.23,52325
167.9,1.23,52386
167.9,1.23,52389
167.4,1.23,52350
168.2,1.23,52293
167.7,1.23,52600
167.8,1.23,52372
167.5,1.23,52486
166.8,1.23,52401
167.5,1.23,52270
167.9,1.23,52286
167.6,1.23,52334
168.4,1.23,52312
167.6,1.23,52443
168.5,1.23,52267
167.5,1.23,52472
167.8,1.23,52345
167.7,1.23,52329
167.7,1.23,52375
167.4,1.23,52353
167.9,1.23,52300
168.0,1.23,52377
168.3,1.23,52303
168.3,1.23,52441
167.8,1.23,52444
167.6,1.23,52307
168.0,1.23,52320
167.8,1.23,52325
168.1,1.23,52335
168.6,1.23,52154
167.7,1.23,52408
167.3,1.23,52458
167.5,1.23,52269
167.7,1.23,52378
167.7,1.23,52224
167.6,1.23,52319
167.4,1.23,52308
167.1,1.23,52278
167.4,1.23,52286
167.4,1.23,52239
168.1,1.23,52364
167.9,1.23,52343
167.8,1.23,52300
168.3,1.23,52541
167.7,1.23,52272
167.9,1.23,52271
167.8,1.23,52333
167.8,1.23,52281
167.7,1.23,52481
167.4,1.23,52269
168.0,1.23,52331
168.5,1.23,52377
168.5,1.23,52341
167.5,1.23,52513
168.0,1.23,52223
167.8,1.23,52375
168.3,1.23,52257
168.0,1.23,52354
167.9,1.23,52404
168.0,1.23,52319
168.5,1.23,52363
167.8,1.23,52391
168.5,1.23,52358
167.4,1.23,52390
167.1,1.23,52367
167.6,1.23,52291
167.4,1.23,52356
167.0,1.23,52167
167.2,1.23,52439
167.4,1.23,52253
167.8,1.23,52319
168.0,1.23,52310
167.7,1.23,52357
167.8,1.23,52445
168.2,1.23,52233
168.0,1.23,52302
168.0,1.23,52366
168.7,1.23,52361
167.9,1.23,52702
168.7,1.23,52427
168.6,1.23,52529
167.9,1.23,52467
168.2,1.23,52417
168.2,1.23,52398
167.8,1.23,52344
167.6,1.23,52355
168.8,1.23,52387
167.8,1.23,52393
168.1,1.23,52482
168.1,1.23,52375
168.3,1.23,52365
168.5,1.23,52502
168.4,1.23,52478
168.2,1.23,52517
167.9,1.23,52466
168.3,1.23,52293
168.4,1.23,52443
167.9,1.23,52442
168.4,1.23,52472
167.9,1.23,52450
168.5,1.23,52398
168.0,1.23,52388
168.3,1.23,52445
167.8,1.23,52514
168.6,1.23,52388
167.4,1.23,52546
168.8,1.23,52413
168.6,1.23,52506
168.9,1.23,52672
169.1,1.23,52640
168.6,1.23,52696
168.6,1.23,52657
168.5,1.23,52565
168.8,1.23,52589
169.4,1.23,52605
168.9,1.23,52614
168.3,1.23,52517
168.5,1.23,52440
168.6,1.23,52514
168.7,1.23,52523
168.3,1.23,52579
168.9,1.23,52580
168.9,1.23,52521
168.9,1.23,52589
169.1,1.23,52733
169.1,1.23,52617
168.7,1.23,52687
168.6,1.23,52474
169.2,1.23,52534
167.9,1.23,52595
168.9,1.23,52531
169.6,1.23,52712
168.5,1.23,52567
168.9,1.23,52629
168.2,1.23,52635
168.7,1.23,52521
168.5,1.23,52538
168.5,1.23,52487
168.9,1.23,52501
168.8,1.23,52590
168.6,1.23,52556
168.7,1.23,52571
168.9,1.23,52535
168.9,1.23,52547
168.3,1.23,52564
168.4,1.23,52569
168.8,1.23,52512
169.2,1.23,52586
168.8,1.23,52649
168.8,1.23,52674
169.2,1.23,52486
169.3,1.23,52568
169.0,1.23,52642
168.7,1.23,52533
168.8,1.23,52539
168.5,1.23,52470
168.7,1.23,52549
169.0,1.23,52488
168.9,1.23,52515
169.0,1.23,52443
169.4,1.23,52569
169.2,1.23,52606
168.9,1.23,52613
169.2,1.23,52410
168.8,1.23,52683
168.9,1.23,52490
169.2,1.23,52488
168.5,1.23,52770
168.8,1.23,52568
168.7,1.23,52590
169.0,1.23,52540
167.2,1.23,52653
167.6,1.23,52271
167.1,1.23,52147
167.6,1.23,52245
167.0,1.23,52191
167.7,1.23,52249
167.8,1.23,52353
168.1,1.23,52262
167.6,1.23,52312
167.8,1.23,52313
167.9,1.23,52399
167.4,1.23,52379
168.3,1.23,52291
167.0,1.23,52337
167.7,1.23,52213
168.0,1.23,52269
167.3,1.23,52352
167.9,1.23,52294
167.1,1.23,52290
167.7,1.23,52299
168.0,1.23,52279
167.9,1.23,52440
167.4,1.23,52284
167.8,1.23,52345
167.6,1.23,52357
167.9,1.23,52344
168.0,1.23,52355
167.8,1.23,52333
167.4,1.23,52240
168.0,1.23,52301
167.9,1.23,52357
167.7,1.23,52370
167.2,1.23,52378
167.4,1.23,52242
167.6,1.23,52302
168.0,1.23,52266
167.2,1.23,52352
167.7,1.23,52316
167.5,1.23,52339
167.7,1.23,52305
167.6,1.23,52322
167.3,1.23,52329
167.5,1.23,52272
168.0,1.23,52304
167.5,1.23,52368
167.9,1.23,52287
167.9,1.23,52321
168.0,1.23,52317
168.2,1.23,52383
167.9,1.23,52450
167.6,1.23,52348
168.2,1.23,52356
167.5,1.23,52381
167.9,1.23,52336
167.5,1.23,52402
167.9,1.23,52243
167.6,1.23,52338
167.8,1.23,52344
167.3,1.23,52358
167.3,1.23,52337
168.0,1.23,52217
167.6,1.23,52319
167.7,1.23,52335
168.4,1.23,52434
167.6,1.23,52380
167.5,1.23,52292
168.1,1.23,52406
167.3,1.23,52362
168.0,1.23,52320
167.9,1.23,52566
167.5,1.23,52341
167.7,1.23,52309
167.8,1.23,52443
167.7,1.23,52364
167.7,1.23,52414
167.5,1.23,52259
167.8,1.23,52338
167.3,1.23,52326
168.1,1.23,52398
167.6,1.23,52449
168.3,1.23,52362
167.6,1.23,52373
167.7,1.23,52321
167.3,1.23,52318
168.0,1.23,52388
167.9,1.23,52296
167.9,1.23,52371
168.3,1.23,52407
168.1,1.23,52345
168.0,1.23,52456
167.6,1.23,52324
167.8,1.23,52369
167.6,1.23,52372
168.0,1.23,52392
167.8,1.23,52488
167.8,1.23,52187
167.5,1.23,52383
168.0,1.23,52451
167.7,1.23,52418
167.8,1.23,52382
167.6,1.23,52327
168.0,1.23,52330
167.4,1.23,52366
167.9,1.23,52345
167.8,1.23,52359
167.2,1.23,52246
167.6,1.23,52362
167.0,1.23,52481
168.2,1.23,52277
166.9,1.23,52405
167.4,1.23,52230
168.0,1.23,52358
168.0,1.23,52431
167.5,1.23,52335
167.3,1.23,52385
167.4,1.23,52215
167.6,1.23,52435
167.1,1.23,52373
167.9,1.23,52350
167.7,1.23,52325
168.2,1.23,52329
167.1,1.23,52286
167.4,1.23,52298
167.5,1.23,52293
167.9,1.23,52490
167.6,1.23,52282
167.6,1.23,52353
167.5,1.23,52339
167.3,1.23,52287
167.0,1.23,52446
169.8,1.23,52254
170.7,1.23,52910
170.2,1.24,52922
170.2,1.24,52915
169.3,1.24,53029
169.9,1.24,52758
169.8,1.24,52886
169.3,1.24,52937
169.8,1.24,52795
169.3,1.24,52921
169.5,1.23,52611
169.6,1.23,52773
169.8,1.23,52742
169.2,1.24,52817
169.1,1.24,52879
169.4,1.24,52695
169.3,1.24,52681
169.9,1.24,52796
169.5,1.24,52781
169.5,1.24,52891
169.9,1.24,52692
170.1,1.24,52775
169.8,1.24,52887
170.6,1.24,52818
169.8,1.24,52995
169.6,1.24,52800
169.6,1.24,52736
169.0,1.24,52731
169.0,1.24,52700
169.3,1.24,52835
169.5,1.24,52674
169.7,1.24,52779
169.3,1.24,52819
170.1,1.24,52760
169.8,1.24,52849
169.8,1.24,52841
169.9,1.24,52774
169.3,1.24,52776
169.3,1.24,52763
169.3,1.24,52801
169.4,1.24,52711
169.2,1.24,52731
170.1,1.24,52745
169.6,1.24,52755
169.8,1.24,52907
169.7,1.24,52697
170.0,1.24,52805
169.9,1.24,52833
170.2,1.24,52800
169.8,1.24,52794
169.6,1.24,52804
169.8,1.24,52705
169.3,1.24,52797
169.2,1.24,52795
169.8,1.24,52731
169.6,1.24,52879
169.9,1.24,52815
169.7,1.24,52787
169.9,1.24,52840
169.7,1.24,52906
170.3,1.24,52795
169.9,1.24,52828
170.4,1.24,52763
170.0,1.24,52798
170.3,1.24,52940
169.9,1.24,52858
169.8,1.24,52727
169.3,1.24,52711
169.5,1.24,52699
170.5,1.24,52886
169.3,1.24,52793
169.2,1.24,52756
169.5,1.24,52723
170.3,1.24,52815
169.8,1.24,52801
170.0,1.24,52818
170.0,1.24,52804
170.5,1.24,52804
